fulfillment_id,order_id,fulfillment_date,month,region_id,processing_time,fulfillment_time,delivery_time,delivery_time_days,sla_actual,sla_target,sla_target_days,sla_met,shipping_cost,inventory_level,inventory_turnover
FUL-DISR-000536,ORD-HG-10536,2023-03-26,2023-03,REG-02,2.2,3.1,6.1,6.1,6.1,3.0,3.0,0,734.77,302,4.38
FUL-DISR-000537,ORD-HG-10537,2023-03-26,2023-03,REG-03,3.1,3.4,7.4,7.4,7.4,3.0,3.0,0,575.13,229,3.58
FUL-DISR-000538,ORD-HG-10538,2023-03-26,2023-03,REG-05,2.6,4.2,5.4,5.4,5.4,3.0,3.0,0,904.88,367,5.01
FUL-DISR-000539,ORD-HG-10539,2023-03-26,2023-03,REG-04,2.9,4.4,8.8,8.8,8.8,3.0,3.0,0,733.44,769,4.24
FUL-DISR-000540,ORD-HG-10540,2023-03-26,2023-03,REG-03,3.2,3.5,5.5,5.5,5.5,3.0,3.0,0,588.9,560,3.19
FUL-DISR-000541,ORD-HG-10541,2023-03-26,2023-03,REG-04,3.1,4.3,7.1,7.1,7.1,3.0,3.0,0,619.07,700,3.91
FUL-DISR-000542,ORD-HG-10542,2023-03-26,2023-03,REG-04,3.3,4.0,6.5,6.5,6.5,3.0,3.0,0,1177.31,209,3.04
FUL-DISR-000543,ORD-HG-10543,2023-03-26,2023-03,REG-02,3.9,3.2,5.7,5.7,5.7,3.0,3.0,0,1432.13,372,3.98
FUL-DISR-000544,ORD-HG-10544,2023-03-27,2023-03,REG-01,3.9,5.2,7.8,7.8,7.8,3.0,3.0,0,1103.3,780,4.58
FUL-DISR-000545,ORD-HG-10545,2023-03-27,2023-03,REG-02,3.9,3.7,5.8,5.8,5.8,3.0,3.0,0,1485.82,204,3.24
FUL-DISR-000546,ORD-HG-10546,2023-03-27,2023-03,REG-04,3.9,3.2,5.3,5.3,5.3,3.0,3.0,0,542.76,617,3.25
FUL-DISR-000547,ORD-HG-10547,2023-03-27,2023-03,REG-01,3.3,5.1,6.8,6.8,6.8,3.0,3.0,0,1217.52,517,3.7
FUL-DISR-000548,ORD-HG-10548,2023-03-28,2023-03,REG-03,4.3,5.0,7.8,7.8,7.8,3.0,3.0,0,557.13,726,5.32
FUL-DISR-000549,ORD-HG-10549,2023-03-28,2023-03,REG-04,2.4,4.0,8.5,8.5,8.5,3.0,3.0,0,1787.5,748,4.09
FUL-DISR-000550,ORD-HG-10550,2023-03-28,2023-03,REG-05,4.0,4.0,6.4,6.4,6.4,3.0,3.0,0,482.11,468,3.43
FUL-DISR-000551,ORD-HG-10551,2023-03-28,2023-03,REG-05,2.6,3.0,4.9,4.9,4.9,3.0,3.0,0,1833.83,351,3.44
FUL-DISR-000552,ORD-HG-10552,2023-03-28,2023-03,REG-04,2.6,4.5,7.9,7.9,7.9,3.0,3.0,0,1507.97,380,4.93
FUL-DISR-000553,ORD-HG-10553,2023-03-28,2023-03,REG-01,3.0,4.5,9.0,9.0,9.0,3.0,3.0,0,672.11,238,3.85
FUL-DISR-000554,ORD-HG-10554,2023-03-28,2023-03,REG-05,3.2,4.1,5.5,5.5,5.5,3.0,3.0,0,1086.46,382,3.9
FUL-DISR-000555,ORD-HG-10555,2023-03-28,2023-03,REG-03,2.2,3.6,4.5,4.5,4.5,3.0,3.0,0,1491.6,691,4.24
FUL-DISR-000556,ORD-HG-10556,2023-03-28,2023-03,REG-04,3.4,5.1,7.6,7.6,7.6,3.0,3.0,0,1325.99,475,5.49
FUL-DISR-000557,ORD-HG-10557,2023-03-29,2023-03,REG-03,3.5,4.9,6.6,6.6,6.6,3.0,3.0,0,494.27,483,3.45
FUL-DISR-000558,ORD-HG-10558,2023-03-29,2023-03,REG-03,3.0,3.8,7.8,7.8,7.8,3.0,3.0,0,937.01,611,3.19
FUL-DISR-000559,ORD-HG-10559,2023-03-29,2023-03,REG-04,2.7,3.8,8.9,8.9,8.9,3.0,3.0,0,847.0,355,3.99
FUL-DISR-000560,ORD-HG-10560,2023-03-29,2023-03,REG-03,2.0,3.9,9.1,9.1,9.1,3.0,3.0,0,686.42,564,3.75
FUL-DISR-000561,ORD-HG-10561,2023-03-30,2023-03,REG-04,4.4,4.5,8.1,8.1,8.1,3.0,3.0,0,1720.41,767,3.46
FUL-DISR-000562,ORD-HG-10562,2023-03-30,2023-03,REG-01,3.8,4.0,4.7,4.7,4.7,3.0,3.0,0,1626.72,505,3.94
FUL-DISR-000563,ORD-HG-10563,2023-03-30,2023-03,REG-01,2.1,4.0,6.7,6.7,6.7,3.0,3.0,0,1227.6,595,3.06
FUL-DISR-000564,ORD-HG-10564,2023-03-30,2023-03,REG-02,2.3,3.7,9.2,9.2,9.2,3.0,3.0,0,1029.78,395,4.23
FUL-DISR-000565,ORD-HG-10565,2023-03-31,2023-03,REG-04,2.3,5.3,9.2,9.2,9.2,3.0,3.0,0,757.18,352,3.68
FUL-DISR-000566,ORD-HG-10566,2023-03-31,2023-03,REG-02,2.8,3.4,8.6,8.6,8.6,3.0,3.0,0,655.78,718,3.89
FUL-DISR-000567,ORD-HG-10567,2023-03-31,2023-03,REG-01,3.8,4.6,5.4,5.4,5.4,3.0,3.0,0,1426.44,404,4.5
FUL-DISR-000568,ORD-HG-10568,2023-03-31,2023-03,REG-05,3.0,3.6,9.0,9.0,9.0,3.0,3.0,0,1012.05,752,4.56
FUL-DISR-000569,ORD-HG-10569,2023-03-31,2023-03,REG-02,2.5,3.3,6.8,6.8,6.8,3.0,3.0,0,936.53,369,3.02
FUL-DISR-000570,ORD-HG-10570,2023-03-31,2023-03,REG-01,3.2,3.9,7.9,7.9,7.9,3.0,3.0,0,1679.59,584,3.98
FUL-DISR-000571,ORD-HG-10571,2023-04-01,2023-04,REG-02,4.4,4.5,7.9,7.9,7.9,3.0,3.0,0,473.65,211,4.59
FUL-DISR-000572,ORD-HG-10572,2023-04-01,2023-04,REG-03,2.2,5.2,8.6,8.6,8.6,3.0,3.0,0,520.78,655,5.03
FUL-DISR-000573,ORD-HG-10573,2023-04-01,2023-04,REG-01,2.2,4.2,6.7,6.7,6.7,3.0,3.0,0,1637.0,751,5.38
FUL-DISR-000574,ORD-HG-10574,2023-04-01,2023-04,REG-03,3.2,4.6,6.3,6.3,6.3,3.0,3.0,0,1515.19,209,3.53
FUL-DISR-000575,ORD-HG-10575,2023-04-01,2023-04,REG-03,4.0,3.7,7.2,7.2,7.2,3.0,3.0,0,1275.93,577,4.0
FUL-DISR-000576,ORD-HG-10576,2023-04-01,2023-04,REG-03,3.3,5.0,7.6,7.6,7.6,3.0,3.0,0,950.23,303,3.51
FUL-DISR-000577,ORD-HG-10577,2023-04-01,2023-04,REG-04,4.3,4.1,5.0,5.0,5.0,3.0,3.0,0,506.85,657,3.18
FUL-DISR-000578,ORD-HG-10578,2023-04-01,2023-04,REG-02,2.6,4.1,6.3,6.3,6.3,3.0,3.0,0,1784.02,201,4.28
FUL-DISR-000579,ORD-HG-10579,2023-04-01,2023-04,REG-02,4.4,4.0,5.3,5.3,5.3,3.0,3.0,0,727.25,300,5.34
FUL-DISR-000580,ORD-HG-10580,2023-04-02,2023-04,REG-02,3.3,5.2,4.8,4.8,4.8,3.0,3.0,0,1578.79,370,4.99
FUL-DISR-000581,ORD-HG-10581,2023-04-02,2023-04,REG-01,2.5,4.5,8.6,8.6,8.6,3.0,3.0,0,600.42,600,3.14
FUL-DISR-000582,ORD-HG-10582,2023-04-02,2023-04,REG-05,2.9,3.0,5.4,5.4,5.4,3.0,3.0,0,666.94,532,3.67
FUL-DISR-000583,ORD-HG-10583,2023-04-02,2023-04,REG-02,2.7,5.3,5.4,5.4,5.4,3.0,3.0,0,1213.51,427,4.18
FUL-DISR-000584,ORD-HG-10584,2023-04-02,2023-04,REG-02,2.2,5.2,8.3,8.3,8.3,3.0,3.0,0,1218.87,646,5.36
FUL-DISR-000585,ORD-HG-10585,2023-04-02,2023-04,REG-01,4.3,4.7,6.4,6.4,6.4,3.0,3.0,0,1317.82,605,3.02
FUL-DISR-000586,ORD-HG-10586,2023-04-02,2023-04,REG-01,3.6,4.2,8.6,8.6,8.6,3.0,3.0,0,523.75,295,4.05
FUL-DISR-000587,ORD-HG-10587,2023-04-02,2023-04,REG-05,2.0,3.5,7.1,7.1,7.1,3.0,3.0,0,982.83,494,4.06
FUL-DISR-000588,ORD-HG-10588,2023-04-02,2023-04,REG-01,3.8,4.1,5.6,5.6,5.6,3.0,3.0,0,486.68,730,4.47
FUL-DISR-000589,ORD-HG-10589,2023-04-03,2023-04,REG-04,3.9,3.6,6.4,6.4,6.4,3.0,3.0,0,1658.04,406,5.48
FUL-DISR-000590,ORD-HG-10590,2023-04-03,2023-04,REG-03,4.3,5.4,5.1,5.1,5.1,3.0,3.0,0,1099.55,374,4.03
FUL-DISR-000591,ORD-HG-10591,2023-04-03,2023-04,REG-05,2.4,4.9,5.3,5.3,5.3,3.0,3.0,0,1806.57,743,5.39
FUL-DISR-000592,ORD-HG-10592,2023-04-03,2023-04,REG-01,3.4,4.5,9.1,9.1,9.1,3.0,3.0,0,545.96,541,4.58
FUL-DISR-000593,ORD-HG-10593,2023-04-03,2023-04,REG-01,3.5,3.4,6.0,6.0,6.0,3.0,3.0,0,505.99,583,4.66
FUL-DISR-000594,ORD-HG-10594,2023-04-03,2023-04,REG-05,2.4,4.6,8.4,8.4,8.4,3.0,3.0,0,1370.9,245,3.58
FUL-DISR-000595,ORD-HG-10595,2023-04-03,2023-04,REG-04,2.6,5.3,9.0,9.0,9.0,3.0,3.0,0,1561.65,319,3.4
FUL-DISR-000596,ORD-HG-10596,2023-04-03,2023-04,REG-05,2.1,4.2,5.5,5.5,5.5,3.0,3.0,0,1531.22,710,4.57
FUL-DISR-000597,ORD-HG-10597,2023-04-03,2023-04,REG-05,3.0,3.3,6.1,6.1,6.1,3.0,3.0,0,1324.26,493,4.07
FUL-DISR-000598,ORD-HG-10598,2023-04-04,2023-04,REG-03,4.0,4.1,7.7,7.7,7.7,3.0,3.0,0,732.06,767,3.27
FUL-DISR-000599,ORD-HG-10599,2023-04-04,2023-04,REG-04,2.8,4.3,6.8,6.8,6.8,3.0,3.0,0,506.0,210,4.92
FUL-DISR-000600,ORD-HG-10600,2023-04-04,2023-04,REG-02,3.3,4.0,6.3,6.3,6.3,3.0,3.0,0,1002.2,520,3.86
FUL-DISR-000601,ORD-HG-10601,2023-04-04,2023-04,REG-02,3.0,4.5,5.5,5.5,5.5,3.0,3.0,0,987.16,531,3.46
FUL-DISR-000602,ORD-HG-10602,2023-04-04,2023-04,REG-01,2.6,4.2,7.3,7.3,7.3,3.0,3.0,0,467.03,674,4.96
FUL-DISR-000603,ORD-HG-10603,2023-04-04,2023-04,REG-03,2.3,5.3,7.9,7.9,7.9,3.0,3.0,0,907.93,389,3.11
FUL-DISR-000604,ORD-HG-10604,2023-04-04,2023-04,REG-03,2.9,4.3,7.1,7.1,7.1,3.0,3.0,0,1499.38,715,4.68
FUL-DISR-000605,ORD-HG-10605,2023-04-04,2023-04,REG-03,2.8,3.5,5.0,5.0,5.0,3.0,3.0,0,1346.1,310,4.07
FUL-DISR-000606,ORD-HG-10606,2023-04-04,2023-04,REG-03,2.3,4.4,8.8,8.8,8.8,3.0,3.0,0,1599.41,629,3.06
FUL-DISR-000607,ORD-HG-10607,2023-04-04,2023-04,REG-05,3.1,4.3,8.9,8.9,8.9,3.0,3.0,0,1694.53,523,3.14
FUL-DISR-000608,ORD-HG-10608,2023-04-04,2023-04,REG-03,2.4,3.8,5.9,5.9,5.9,3.0,3.0,0,1355.23,746,3.94
FUL-DISR-000609,ORD-HG-10609,2023-04-05,2023-04,REG-01,2.3,3.1,8.7,8.7,8.7,3.0,3.0,0,1364.44,676,4.41
FUL-DISR-000610,ORD-HG-10610,2023-04-05,2023-04,REG-05,2.5,3.3,5.1,5.1,5.1,3.0,3.0,0,1759.2,540,3.21
FUL-DISR-000611,ORD-HG-10611,2023-04-05,2023-04,REG-02,2.1,3.6,9.2,9.2,9.2,3.0,3.0,0,996.77,794,4.27
FUL-DISR-000612,ORD-HG-10612,2023-04-05,2023-04,REG-03,2.4,3.9,4.8,4.8,4.8,3.0,3.0,0,1173.01,450,3.58
FUL-DISR-000613,ORD-HG-10613,2023-04-05,2023-04,REG-04,3.6,4.2,7.3,7.3,7.3,3.0,3.0,0,1544.49,432,4.91
FUL-DISR-000614,ORD-HG-10614,2023-04-05,2023-04,REG-03,4.1,3.7,5.9,5.9,5.9,3.0,3.0,0,905.33,724,5.3
FUL-DISR-000615,ORD-HG-10615,2023-04-05,2023-04,REG-02,3.1,3.6,8.9,8.9,8.9,3.0,3.0,0,998.38,513,3.65
FUL-DISR-000616,ORD-HG-10616,2023-04-05,2023-04,REG-03,3.1,3.7,8.3,8.3,8.3,3.0,3.0,0,607.09,366,3.37
FUL-DISR-000617,ORD-HG-10617,2023-04-05,2023-04,REG-05,3.2,4.7,8.1,8.1,8.1,3.0,3.0,0,1116.6,232,5.46
FUL-DISR-000618,ORD-HG-10618,2023-04-06,2023-04,REG-01,3.5,5.1,6.3,6.3,6.3,3.0,3.0,0,1543.89,628,3.84
FUL-DISR-000619,ORD-HG-10619,2023-04-06,2023-04,REG-04,4.1,3.2,5.2,5.2,5.2,3.0,3.0,0,1256.3,694,5.46
FUL-DISR-000620,ORD-HG-10620,2023-04-07,2023-04,REG-05,3.7,5.0,5.1,5.1,5.1,3.0,3.0,0,598.78,334,3.22
FUL-DISR-000621,ORD-HG-10621,2023-04-07,2023-04,REG-04,2.1,3.1,6.9,6.9,6.9,3.0,3.0,0,1748.83,471,5.17
FUL-DISR-000622,ORD-HG-10622,2023-04-07,2023-04,REG-05,2.8,5.1,7.7,7.7,7.7,3.0,3.0,0,1609.5,262,5.0
FUL-DISR-000623,ORD-HG-10623,2023-04-07,2023-04,REG-03,2.2,3.5,5.1,5.1,5.1,3.0,3.0,0,1642.63,271,4.55
FUL-DISR-000624,ORD-HG-10624,2023-04-08,2023-04,REG-02,3.3,4.3,7.4,7.4,7.4,3.0,3.0,0,468.51,382,3.54
FUL-DISR-000625,ORD-HG-10625,2023-04-08,2023-04,REG-03,3.3,4.3,8.9,8.9,8.9,3.0,3.0,0,846.17,776,4.32
FUL-DISR-000626,ORD-HG-10626,2023-04-08,2023-04,REG-03,2.1,5.4,9.0,9.0,9.0,3.0,3.0,0,552.46,290,4.85
FUL-DISR-000627,ORD-HG-10627,2023-04-08,2023-04,REG-04,4.4,5.3,5.4,5.4,5.4,3.0,3.0,0,1202.43,593,4.61
FUL-DISR-000628,ORD-HG-10628,2023-04-08,2023-04,REG-01,3.3,3.8,7.9,7.9,7.9,3.0,3.0,0,1019.73,238,4.39
FUL-DISR-000629,ORD-HG-10629,2023-04-08,2023-04,REG-01,2.8,5.5,7.4,7.4,7.4,3.0,3.0,0,607.32,230,3.8
FUL-DISR-000630,ORD-HG-10630,2023-04-08,2023-04,REG-01,2.1,3.6,7.1,7.1,7.1,3.0,3.0,0,1628.8,364,3.13
FUL-DISR-000631,ORD-HG-10631,2023-04-09,2023-04,REG-05,3.1,3.8,4.9,4.9,4.9,3.0,3.0,0,745.38,214,4.52
FUL-DISR-000632,ORD-HG-10632,2023-04-09,2023-04,REG-05,2.9,5.1,7.0,7.0,7.0,3.0,3.0,0,1659.84,488,4.97
FUL-DISR-000633,ORD-HG-10633,2023-04-09,2023-04,REG-04,2.4,5.0,5.2,5.2,5.2,3.0,3.0,0,545.86,560,4.41
FUL-DISR-000634,ORD-HG-10634,2023-04-09,2023-04,REG-03,4.3,3.1,8.2,8.2,8.2,3.0,3.0,0,1745.45,486,4.02
FUL-DISR-000635,ORD-HG-10635,2023-04-09,2023-04,REG-03,3.8,3.1,7.9,7.9,7.9,3.0,3.0,0,986.15,669,3.56
FUL-DISR-000636,ORD-HG-10636,2023-04-10,2023-04,REG-05,2.3,3.5,9.3,9.3,9.3,3.0,3.0,0,522.86,745,3.56
FUL-DISR-000637,ORD-HG-10637,2023-04-10,2023-04,REG-05,3.6,4.3,6.1,6.1,6.1,3.0,3.0,0,1467.95,445,5.15
FUL-DISR-000638,ORD-HG-10638,2023-04-10,2023-04,REG-02,3.0,3.2,9.2,9.2,9.2,3.0,3.0,0,1330.28,718,4.18
FUL-DISR-000639,ORD-HG-10639,2023-04-10,2023-04,REG-02,4.3,5.4,5.6,5.6,5.6,3.0,3.0,0,671.18,414,5.44
FUL-DISR-000640,ORD-HG-10640,2023-04-10,2023-04,REG-03,2.4,4.0,5.3,5.3,5.3,3.0,3.0,0,1243.34,383,3.66
FUL-DISR-000641,ORD-HG-10641,2023-04-10,2023-04,REG-04,2.2,4.9,9.1,9.1,9.1,3.0,3.0,0,530.96,231,5.39
FUL-DISR-000642,ORD-HG-10642,2023-04-10,2023-04,REG-05,3.4,4.5,4.6,4.6,4.6,3.0,3.0,0,1748.55,696,4.89
FUL-DISR-000643,ORD-HG-10643,2023-04-10,2023-04,REG-05,4.2,4.2,5.2,5.2,5.2,3.0,3.0,0,1536.26,605,4.83
FUL-DISR-000644,ORD-HG-10644,2023-04-10,2023-04,REG-01,2.1,3.6,4.6,4.6,4.6,3.0,3.0,0,1192.1,267,3.23
FUL-DISR-000645,ORD-HG-10645,2023-04-10,2023-04,REG-02,4.1,4.4,8.5,8.5,8.5,3.0,3.0,0,1503.98,663,3.28
FUL-DISR-000646,ORD-HG-10646,2023-04-10,2023-04,REG-01,3.3,4.2,4.7,4.7,4.7,3.0,3.0,0,1381.45,704,4.91
FUL-DISR-000647,ORD-HG-10647,2023-04-10,2023-04,REG-03,3.0,4.3,8.0,8.0,8.0,3.0,3.0,0,750.97,796,4.61
FUL-DISR-000648,ORD-HG-10648,2023-04-11,2023-04,REG-05,4.4,5.1,4.6,4.6,4.6,3.0,3.0,0,738.7,647,4.32
FUL-DISR-000649,ORD-HG-10649,2023-04-11,2023-04,REG-01,3.4,5.1,5.0,5.0,5.0,3.0,3.0,0,981.88,386,3.03
FUL-DISR-000650,ORD-HG-10650,2023-04-11,2023-04,REG-05,2.8,4.2,8.6,8.6,8.6,3.0,3.0,0,1711.4,246,3.49
FUL-DISR-000651,ORD-HG-10651,2023-04-11,2023-04,REG-01,4.4,4.4,6.5,6.5,6.5,3.0,3.0,0,1025.19,729,5.1
FUL-DISR-000652,ORD-HG-10652,2023-04-11,2023-04,REG-04,3.7,4.5,7.1,7.1,7.1,3.0,3.0,0,1502.94,451,4.34
FUL-DISR-000653,ORD-HG-10653,2023-04-11,2023-04,REG-02,4.5,5.2,6.8,6.8,6.8,3.0,3.0,0,633.78,769,4.84
FUL-DISR-000654,ORD-HG-10654,2023-04-11,2023-04,REG-05,3.7,4.5,9.2,9.2,9.2,3.0,3.0,0,476.5,610,4.75
FUL-DISR-000655,ORD-HG-10655,2023-04-11,2023-04,REG-02,3.1,4.8,9.5,9.5,9.5,3.0,3.0,0,1352.44,641,4.74
FUL-DISR-000656,ORD-HG-10656,2023-04-11,2023-04,REG-02,2.1,3.7,7.1,7.1,7.1,3.0,3.0,0,1789.94,463,3.12
FUL-DISR-000657,ORD-HG-10657,2023-04-11,2023-04,REG-01,2.2,4.3,4.7,4.7,4.7,3.0,3.0,0,677.95,657,4.03
FUL-DISR-000658,ORD-HG-10658,2023-04-11,2023-04,REG-05,3.2,3.0,7.8,7.8,7.8,3.0,3.0,0,697.71,318,3.15
FUL-DISR-000659,ORD-HG-10659,2023-04-11,2023-04,REG-04,3.7,4.3,4.5,4.5,4.5,3.0,3.0,0,844.41,271,4.32
FUL-DISR-000660,ORD-HG-10660,2023-04-12,2023-04,REG-05,3.9,3.0,7.3,7.3,7.3,3.0,3.0,0,1238.57,228,4.62
FUL-DISR-000661,ORD-HG-10661,2023-04-12,2023-04,REG-02,2.3,5.3,7.7,7.7,7.7,3.0,3.0,0,928.44,721,3.19
FUL-DISR-000662,ORD-HG-10662,2023-04-12,2023-04,REG-02,3.9,3.1,4.5,4.5,4.5,3.0,3.0,0,745.89,231,4.36
FUL-DISR-000663,ORD-HG-10663,2023-04-12,2023-04,REG-04,3.2,4.7,8.3,8.3,8.3,3.0,3.0,0,1753.24,407,5.08
FUL-DISR-000664,ORD-HG-10664,2023-04-12,2023-04,REG-04,3.7,4.5,5.3,5.3,5.3,3.0,3.0,0,1415.06,440,4.78
FUL-DISR-000665,ORD-HG-10665,2023-04-12,2023-04,REG-01,2.8,5.3,7.0,7.0,7.0,3.0,3.0,0,595.21,638,5.02
FUL-DISR-000666,ORD-HG-10666,2023-04-12,2023-04,REG-05,4.1,3.6,5.7,5.7,5.7,3.0,3.0,0,930.3,793,4.75
FUL-DISR-000667,ORD-HG-10667,2023-04-13,2023-04,REG-04,4.2,3.8,7.9,7.9,7.9,3.0,3.0,0,644.4,499,3.59
FUL-DISR-000668,ORD-HG-10668,2023-04-13,2023-04,REG-05,3.2,4.8,8.9,8.9,8.9,3.0,3.0,0,517.73,734,5.43
FUL-DISR-000669,ORD-HG-10669,2023-04-13,2023-04,REG-04,2.0,3.2,8.2,8.2,8.2,3.0,3.0,0,1421.95,607,4.25
FUL-DISR-000670,ORD-HG-10670,2023-04-13,2023-04,REG-05,4.3,3.6,7.4,7.4,7.4,3.0,3.0,0,822.25,304,5.46
FUL-DISR-000671,ORD-HG-10671,2023-04-13,2023-04,REG-03,3.0,5.4,8.2,8.2,8.2,3.0,3.0,0,1009.83,678,5.45
FUL-DISR-000672,ORD-HG-10672,2023-04-13,2023-04,REG-01,3.7,3.3,4.8,4.8,4.8,3.0,3.0,0,1140.65,344,4.2
FUL-DISR-000673,ORD-HG-10673,2023-04-13,2023-04,REG-04,2.7,3.5,6.1,6.1,6.1,3.0,3.0,0,784.26,242,3.1
FUL-DISR-000674,ORD-HG-10674,2023-04-14,2023-04,REG-02,2.1,3.7,4.5,4.5,4.5,3.0,3.0,0,1094.05,330,4.48
FUL-DISR-000675,ORD-HG-10675,2023-04-14,2023-04,REG-01,3.0,3.6,5.5,5.5,5.5,3.0,3.0,0,470.72,702,3.55
FUL-DISR-000676,ORD-HG-10676,2023-04-14,2023-04,REG-02,3.3,3.9,8.4,8.4,8.4,3.0,3.0,0,1737.67,783,3.7
FUL-DISR-000677,ORD-HG-10677,2023-04-14,2023-04,REG-01,3.3,4.9,8.8,8.8,8.8,3.0,3.0,0,681.01,581,3.12
FUL-DISR-000678,ORD-HG-10678,2023-04-14,2023-04,REG-01,3.5,4.9,7.0,7.0,7.0,3.0,3.0,0,837.54,329,4.29
FUL-DISR-000679,ORD-HG-10679,2023-04-14,2023-04,REG-01,3.8,3.0,5.7,5.7,5.7,3.0,3.0,0,1697.01,687,4.94
FUL-DISR-000680,ORD-HG-10680,2023-04-14,2023-04,REG-02,3.6,4.0,9.1,9.1,9.1,3.0,3.0,0,946.31,554,3.89
FUL-DISR-000681,ORD-HG-10681,2023-04-14,2023-04,REG-02,3.0,4.6,9.3,9.3,9.3,3.0,3.0,0,1312.12,320,4.34
FUL-DISR-000682,ORD-HG-10682,2023-04-15,2023-04,REG-03,4.0,5.2,7.0,7.0,7.0,3.0,3.0,0,1278.36,564,3.88
FUL-DISR-000683,ORD-HG-10683,2023-04-15,2023-04,REG-03,3.7,3.6,4.5,4.5,4.5,3.0,3.0,0,1021.97,367,4.53
FUL-DISR-000684,ORD-HG-10684,2023-04-15,2023-04,REG-04,2.7,5.0,7.0,7.0,7.0,3.0,3.0,0,516.91,603,5.22
FUL-DISR-000685,ORD-HG-10685,2023-04-15,2023-04,REG-02,4.2,4.5,9.5,9.5,9.5,3.0,3.0,0,1308.85,685,5.16
FUL-DISR-000686,ORD-HG-10686,2023-04-15,2023-04,REG-01,2.3,5.2,5.0,5.0,5.0,3.0,3.0,0,1040.2,343,3.15
FUL-DISR-000687,ORD-HG-10687,2023-04-15,2023-04,REG-01,2.0,3.7,5.9,5.9,5.9,3.0,3.0,0,1764.18,556,3.42
FUL-DISR-000688,ORD-HG-10688,2023-04-15,2023-04,REG-02,2.1,3.6,7.2,7.2,7.2,3.0,3.0,0,733.28,574,3.13
FUL-DISR-000689,ORD-HG-10689,2023-04-15,2023-04,REG-01,3.3,5.2,6.5,6.5,6.5,3.0,3.0,0,1191.21,380,4.95
FUL-DISR-000690,ORD-HG-10690,2023-04-15,2023-04,REG-01,4.4,5.4,5.4,5.4,5.4,3.0,3.0,0,1594.34,579,3.33
FUL-DISR-000691,ORD-HG-10691,2023-04-16,2023-04,REG-05,3.7,3.3,5.2,5.2,5.2,3.0,3.0,0,1060.3,260,4.0
FUL-DISR-000692,ORD-HG-10692,2023-04-16,2023-04,REG-04,2.2,3.7,6.5,6.5,6.5,3.0,3.0,0,1312.45,749,4.93
FUL-DISR-000693,ORD-HG-10693,2023-04-16,2023-04,REG-05,3.4,4.7,4.9,4.9,4.9,3.0,3.0,0,1112.65,615,4.04
FUL-DISR-000694,ORD-HG-10694,2023-04-16,2023-04,REG-05,3.9,4.1,7.3,7.3,7.3,3.0,3.0,0,1801.97,264,4.6
FUL-DISR-000695,ORD-HG-10695,2023-04-16,2023-04,REG-02,3.6,4.7,8.5,8.5,8.5,3.0,3.0,0,641.78,439,3.72
FUL-DISR-000696,ORD-HG-10696,2023-04-16,2023-04,REG-02,3.6,4.3,7.7,7.7,7.7,3.0,3.0,0,1114.97,730,4.37
FUL-DISR-000697,ORD-HG-10697,2023-04-16,2023-04,REG-02,3.0,4.6,7.8,7.8,7.8,3.0,3.0,0,499.46,518,3.21
FUL-DISR-000698,ORD-HG-10698,2023-04-17,2023-04,REG-04,3.4,3.9,7.4,7.4,7.4,3.0,3.0,0,739.68,676,5.4
FUL-DISR-000699,ORD-HG-10699,2023-04-17,2023-04,REG-02,3.5,5.5,6.3,6.3,6.3,3.0,3.0,0,610.93,527,4.62
FUL-DISR-000700,ORD-HG-10700,2023-04-17,2023-04,REG-03,2.5,4.0,6.7,6.7,6.7,3.0,3.0,0,1674.19,244,4.39
FUL-DISR-000701,ORD-HG-10701,2023-04-17,2023-04,REG-01,3.8,4.0,5.8,5.8,5.8,3.0,3.0,0,981.6,781,4.23
FUL-DISR-000702,ORD-HG-10702,2023-04-17,2023-04,REG-04,3.4,3.8,5.5,5.5,5.5,3.0,3.0,0,654.08,292,4.68
FUL-DISR-000703,ORD-HG-10703,2023-04-17,2023-04,REG-04,2.8,3.5,7.6,7.6,7.6,3.0,3.0,0,1235.75,548,4.97
FUL-DISR-000704,ORD-HG-10704,2023-04-17,2023-04,REG-04,2.2,3.7,5.8,5.8,5.8,3.0,3.0,0,940.55,767,3.3
FUL-DISR-000705,ORD-HG-10705,2023-04-17,2023-04,REG-05,4.5,4.3,9.0,9.0,9.0,3.0,3.0,0,1191.85,406,3.02
FUL-DISR-000706,ORD-HG-10706,2023-04-17,2023-04,REG-02,4.4,5.2,6.3,6.3,6.3,3.0,3.0,0,455.93,635,3.4
FUL-DISR-000707,ORD-HG-10707,2023-04-17,2023-04,REG-04,4.5,4.6,8.8,8.8,8.8,3.0,3.0,0,1338.73,794,5.23
FUL-DISR-000708,ORD-HG-10708,2023-04-18,2023-04,REG-04,4.4,4.2,7.0,7.0,7.0,3.0,3.0,0,922.76,340,4.41
FUL-DISR-000709,ORD-HG-10709,2023-04-18,2023-04,REG-03,4.0,5.4,9.0,9.0,9.0,3.0,3.0,0,1024.02,369,3.87
FUL-DISR-000710,ORD-HG-10710,2023-04-18,2023-04,REG-05,4.1,4.0,6.3,6.3,6.3,3.0,3.0,0,686.74,436,3.57
FUL-DISR-000711,ORD-HG-10711,2023-04-18,2023-04,REG-01,4.1,3.9,6.5,6.5,6.5,3.0,3.0,0,1808.73,600,4.91
FUL-DISR-000712,ORD-HG-10712,2023-04-18,2023-04,REG-03,2.6,4.7,6.7,6.7,6.7,3.0,3.0,0,1282.49,780,4.41
