campaign_id,campaign_date,month,channel,campaign_cost,impressions,clicks,leads,conversions,customers_acquired,revenue_generated,cac,roi_pct
MKT-2025-10-PAR,2025-10-01,2025-10,Partner Referral,248998.06,5076444,208426,31805,6798,4318,360545474.19,57.67,144698.5
MKT-2025-10-IND,2025-10-01,2025-10,Industry Events,367320.17,8331921,317436,45607,9271,5409,555701041.73,67.91,151185.2
MKT-2025-11-GOO,2025-11-01,2025-11,Google Search Ads,264719.0,5809809,247096,40084,8281,5080,415163023.6,52.11,156731.6
MKT-2025-11-LIN,2025-11-01,2025-11,LinkedIn B2B,389477.4,12004571,645849,108194,29419,12189,1279738140.95,31.95,328478.3
MKT-2025-11-DIR,2025-11-01,2025-11,Direct Outreach,115689.99,3315359,139365,13496,3152,2215,206146372.68,52.23,178088.6
MKT-2025-11-TEC,2025-11-01,2025-11,Tech Webinars,143516.75,3858916,110144,16871,4615,3243,274694904.1,44.25,191302.7
MKT-2025-11-PAR,2025-11-01,2025-11,Partner Referral,240972.2,6363362,337665,41616,5371,2346,240882939.75,102.72,99863.0
MKT-2025-11-IND,2025-11-01,2025-11,Industry Events,480706.65,14638250,895703,129005,22267,14104,1199438972.77,34.08,249415.8
MKT-2025-12-GOO,2025-12-01,2025-12,Google Search Ads,241217.48,4394920,235232,30240,6463,3085,281500324.1,78.19,116599.8
MKT-2025-12-LIN,2025-12-01,2025-12,LinkedIn B2B,309841.74,10830252,628700,80967,17574,10508,1020593139.24,29.49,329291.8
MKT-2025-12-DIR,2025-12-01,2025-12,Direct Outreach,145576.12,4272436,114005,10349,2629,1642,131116341.62,88.66,89967.2
MKT-2025-12-TEC,2025-12-01,2025-12,Tech Webinars,131862.87,4540619,156853,21647,5054,3089,321934469.06,42.69,244043.4
MKT-2025-12-PAR,2025-12-01,2025-12,Partner Referral,230306.41,4301594,218880,27146,5258,3692,287117211.57,62.38,124567.5
MKT-2025-12-IND,2025-12-01,2025-12,Industry Events,408838.22,12955572,709647,87414,23190,11029,911492603.17,37.07,222847.0
