fulfillment_id,order_id,order_date,ship_date,delivery_date,warehouse_id,carrier,region_id,delivery_time_days,sla_target_days,sla_status,shipping_cost,inventory_turnover,defect_rate_pct
FUL-001093,ORD-001093,2023-08-06,2023-08-07,2023-08-08,WH-REG-05,Ecom Express,REG-05,2.2,5,Compliant,2465.87,10.9,0.96
FUL-002289,ORD-002289,2023-08-06,2023-08-08,2023-08-12,WH-REG-02,FedEx Supply,REG-02,6.5,5,Breached,3660.82,7.3,1.07
FUL-003188,ORD-003188,2023-08-06,2023-08-07,2023-08-08,WH-REG-03,FedEx Supply,REG-03,2.0,3,Compliant,4148.89,6.9,0.83
FUL-003925,ORD-003925,2023-08-06,2023-08-07,2023-08-09,WH-REG-05,Delhivery Express,REG-05,3.6,5,Compliant,3741.29,10.7,0.37
FUL-005880,ORD-005880,2023-08-06,2023-08-07,2023-08-08,WH-REG-05,Ecom Express,REG-05,2.4,5,Compliant,2138.42,8.4,1.78
FUL-007871,ORD-007871,2023-08-06,2023-08-07,2023-08-10,WH-REG-03,Delhivery Express,REG-03,4.0,3,Breached,1696.29,11.9,1.07
FUL-008036,ORD-008036,2023-08-06,2023-08-07,2023-08-07,WH-REG-01,BlueDart Logistics,REG-01,1.8,5,Compliant,2271.27,6.4,0.39
FUL-000472,ORD-000472,2023-08-07,2023-08-08,2023-08-09,WH-REG-03,DHL Freight,REG-03,2.6,5,Compliant,3385.62,8.4,1.11
FUL-001704,ORD-001704,2023-08-07,2023-08-09,2023-08-12,WH-REG-02,FedEx Supply,REG-02,5.9,5,Breached,2593.56,8.6,1.48
FUL-002949,ORD-002949,2023-08-07,2023-08-08,2023-08-11,WH-REG-02,FedEx Supply,REG-02,4.7,5,Compliant,2820.66,10.6,1.63
FUL-003076,ORD-003076,2023-08-07,2023-08-08,2023-08-09,WH-REG-05,Delhivery Express,REG-05,2.5,5,Compliant,3669.39,7.9,1.18
FUL-003227,ORD-003227,2023-08-07,2023-08-08,2023-08-08,WH-REG-01,BlueDart Logistics,REG-01,1.9,3,Compliant,2861.31,10.5,0.2
FUL-004222,ORD-004222,2023-08-07,2023-08-09,2023-08-12,WH-REG-01,Delhivery Express,REG-01,5.3,5,Breached,4118.05,10.8,0.79
FUL-004547,ORD-004547,2023-08-07,2023-08-08,2023-08-08,WH-REG-04,Delhivery Express,REG-04,1.3,5,Compliant,3241.12,6.0,0.24
FUL-005332,ORD-005332,2023-08-07,2023-08-08,2023-08-09,WH-REG-04,DHL Freight,REG-04,2.5,5,Compliant,4494.12,9.6,1.53
FUL-005850,ORD-005850,2023-08-07,2023-08-09,2023-08-13,WH-REG-04,BlueDart Logistics,REG-04,6.6,5,Breached,2287.62,11.9,1.76
FUL-007376,ORD-007376,2023-08-07,2023-08-11,2023-08-17,WH-REG-02,DHL Freight,REG-02,10.0,5,Breached,3129.95,10.7,1.75
FUL-007866,ORD-007866,2023-08-07,2023-08-09,2023-08-13,WH-REG-02,Ecom Express,REG-02,6.6,5,Breached,1683.48,9.5,1.07
FUL-008494,ORD-008494,2023-08-07,2023-08-08,2023-08-10,WH-REG-03,DHL Freight,REG-03,3.0,3,Compliant,4305.87,9.6,1.04
FUL-000140,ORD-000140,2023-08-08,2023-08-09,2023-08-12,WH-REG-04,FedEx Supply,REG-04,4.4,5,Compliant,1165.4,9.5,0.03
FUL-001437,ORD-001437,2023-08-08,2023-08-09,2023-08-10,WH-REG-05,Ecom Express,REG-05,2.9,3,Compliant,2769.98,5.6,0.34
FUL-001588,ORD-001588,2023-08-08,2023-08-09,2023-08-10,WH-REG-03,Ecom Express,REG-03,2.6,3,Compliant,2197.22,10.2,0.23
FUL-002898,ORD-002898,2023-08-08,2023-08-09,2023-08-10,WH-REG-02,Ecom Express,REG-02,2.8,5,Compliant,2296.54,9.8,1.57
FUL-008159,ORD-008159,2023-08-08,2023-08-10,2023-08-13,WH-REG-01,BlueDart Logistics,REG-01,5.1,5,Breached,1735.15,5.6,1.69
FUL-000192,ORD-000192,2023-08-09,2023-08-11,2023-08-14,WH-REG-05,DHL Freight,REG-05,5.9,5,Breached,1585.7,10.0,0.43
FUL-000413,ORD-000413,2023-08-09,2023-08-11,2023-08-15,WH-REG-05,DHL Freight,REG-05,6.3,5,Breached,1108.35,9.1,0.18
FUL-000726,ORD-000726,2023-08-09,2023-08-10,2023-08-11,WH-REG-03,DHL Freight,REG-03,2.9,5,Compliant,1254.63,6.1,0.13
FUL-002476,ORD-002476,2023-08-09,2023-08-10,2023-08-11,WH-REG-04,DHL Freight,REG-04,2.8,5,Compliant,3291.08,8.2,0.45
FUL-003418,ORD-003418,2023-08-09,2023-08-10,2023-08-13,WH-REG-04,FedEx Supply,REG-04,4.6,5,Compliant,3119.68,11.5,1.4
FUL-003819,ORD-003819,2023-08-09,2023-08-10,2023-08-12,WH-REG-03,Ecom Express,REG-03,3.8,5,Compliant,2984.14,5.6,0.09
FUL-005103,ORD-005103,2023-08-09,2023-08-10,2023-08-12,WH-REG-05,FedEx Supply,REG-05,3.7,5,Compliant,1434.96,5.6,0.07
FUL-006898,ORD-006898,2023-08-09,2023-08-10,2023-08-13,WH-REG-03,Ecom Express,REG-03,4.0,5,Compliant,1967.07,6.7,1.68
FUL-006900,ORD-006900,2023-08-09,2023-08-10,2023-08-10,WH-REG-04,Ecom Express,REG-04,1.7,5,Compliant,1825.98,6.3,0.83
FUL-006940,ORD-006940,2023-08-09,2023-08-11,2023-08-15,WH-REG-04,BlueDart Logistics,REG-04,6.6,5,Breached,2739.79,9.4,1.16
FUL-007132,ORD-007132,2023-08-09,2023-08-11,2023-08-14,WH-REG-05,BlueDart Logistics,REG-05,5.5,5,Breached,879.76,10.3,1.57
FUL-000829,ORD-000829,2023-08-10,2023-08-11,2023-08-14,WH-REG-01,Delhivery Express,REG-01,4.0,5,Compliant,1378.62,6.3,1.33
FUL-000891,ORD-000891,2023-08-10,2023-08-15,2023-08-24,WH-REG-05,BlueDart Logistics,REG-05,14.3,5,Breached,4158.89,11.9,0.27
FUL-003848,ORD-003848,2023-08-10,2023-08-11,2023-08-14,WH-REG-02,Ecom Express,REG-02,4.7,5,Compliant,3450.33,6.3,0.31
FUL-005133,ORD-005133,2023-08-10,2023-08-11,2023-08-11,WH-REG-04,BlueDart Logistics,REG-04,1.4,5,Compliant,3613.24,8.2,0.01
FUL-007428,ORD-007428,2023-08-10,2023-08-12,2023-08-16,WH-REG-03,BlueDart Logistics,REG-03,6.0,3,Breached,3798.64,8.6,0.54
FUL-008173,ORD-008173,2023-08-10,2023-08-11,2023-08-12,WH-REG-01,BlueDart Logistics,REG-01,2.8,5,Compliant,1413.65,8.3,0.06
FUL-008355,ORD-008355,2023-08-10,2023-08-12,2023-08-15,WH-REG-03,DHL Freight,REG-03,5.9,5,Breached,4166.91,7.1,1.21
FUL-000532,ORD-000532,2023-08-11,2023-08-12,2023-08-12,WH-REG-01,BlueDart Logistics,REG-01,1.5,5,Compliant,2069.37,10.2,0.14
FUL-000615,ORD-000615,2023-08-11,2023-08-12,2023-08-13,WH-REG-05,FedEx Supply,REG-05,2.0,5,Compliant,2250.34,7.0,1.34
FUL-001611,ORD-001611,2023-08-11,2023-08-12,2023-08-12,WH-REG-05,DHL Freight,REG-05,1.6,5,Compliant,2607.82,9.7,1.25
FUL-002115,ORD-002115,2023-08-11,2023-08-12,2023-08-12,WH-REG-03,FedEx Supply,REG-03,1.3,5,Compliant,3810.85,10.8,0.35
FUL-007017,ORD-007017,2023-08-11,2023-08-13,2023-08-17,WH-REG-05,DHL Freight,REG-05,6.3,3,Breached,2972.72,7.5,0.49
FUL-000582,ORD-000582,2023-08-12,2023-08-13,2023-08-16,WH-REG-04,FedEx Supply,REG-04,4.1,3,Breached,4259.0,11.6,1.4
FUL-000730,ORD-000730,2023-08-12,2023-08-14,2023-08-17,WH-REG-04,FedEx Supply,REG-04,5.4,5,Breached,1631.61,10.7,0.75
FUL-003248,ORD-003248,2023-08-12,2023-08-13,2023-08-15,WH-REG-02,BlueDart Logistics,REG-02,3.4,5,Compliant,2720.47,10.6,1.7
FUL-004360,ORD-004360,2023-08-12,2023-08-13,2023-08-14,WH-REG-02,DHL Freight,REG-02,2.5,5,Compliant,2619.9,6.5,0.84
FUL-004399,ORD-004399,2023-08-12,2023-08-13,2023-08-15,WH-REG-02,FedEx Supply,REG-02,3.9,5,Compliant,2786.84,9.4,0.73
FUL-004913,ORD-004913,2023-08-12,2023-08-14,2023-08-17,WH-REG-01,DHL Freight,REG-01,5.8,3,Breached,1622.81,9.1,0.92
FUL-006326,ORD-006326,2023-08-12,2023-08-13,2023-08-13,WH-REG-02,BlueDart Logistics,REG-02,1.2,5,Compliant,3856.34,6.3,1.0
FUL-006933,ORD-006933,2023-08-12,2023-08-14,2023-08-18,WH-REG-02,Delhivery Express,REG-02,6.4,5,Breached,4449.04,11.5,1.57
FUL-007765,ORD-007765,2023-08-12,2023-08-13,2023-08-16,WH-REG-05,FedEx Supply,REG-05,4.2,5,Compliant,1848.52,9.8,1.55
FUL-001302,ORD-001302,2023-08-13,2023-08-15,2023-08-18,WH-REG-03,Delhivery Express,REG-03,5.8,5,Breached,1328.61,6.0,0.75
FUL-002421,ORD-002421,2023-08-13,2023-08-14,2023-08-15,WH-REG-03,BlueDart Logistics,REG-03,2.6,5,Compliant,3770.76,5.5,0.35
FUL-004555,ORD-004555,2023-08-13,2023-08-15,2023-08-18,WH-REG-01,DHL Freight,REG-01,5.8,3,Breached,3605.48,5.6,0.81
FUL-007054,ORD-007054,2023-08-13,2023-08-14,2023-08-14,WH-REG-04,DHL Freight,REG-04,1.8,5,Compliant,2153.65,7.2,0.22
FUL-007295,ORD-007295,2023-08-13,2023-08-16,2023-08-20,WH-REG-05,FedEx Supply,REG-05,7.8,5,Breached,4481.39,8.8,0.97
FUL-008225,ORD-008225,2023-08-13,2023-08-15,2023-08-19,WH-REG-02,Ecom Express,REG-02,6.1,5,Breached,2919.94,6.2,0.45
FUL-000355,ORD-000355,2023-08-14,2023-08-15,2023-08-17,WH-REG-04,Ecom Express,REG-04,3.5,5,Compliant,4306.01,11.7,0.02
FUL-007794,ORD-007794,2023-08-14,2023-08-15,2023-08-18,WH-REG-05,DHL Freight,REG-05,4.9,5,Compliant,2585.45,7.7,1.34
FUL-008192,ORD-008192,2023-08-14,2023-08-15,2023-08-17,WH-REG-01,BlueDart Logistics,REG-01,3.7,5,Compliant,3271.58,10.1,1.79
FUL-008413,ORD-008413,2023-08-14,2023-08-15,2023-08-16,WH-REG-02,BlueDart Logistics,REG-02,2.0,5,Compliant,3775.36,11.5,1.23
FUL-008428,ORD-008428,2023-08-14,2023-08-15,2023-08-17,WH-REG-05,Ecom Express,REG-05,3.0,5,Compliant,2514.93,10.6,0.77
FUL-000486,ORD-000486,2023-08-15,2023-08-16,2023-08-17,WH-REG-01,Ecom Express,REG-01,2.1,5,Compliant,3032.81,11.8,1.6
FUL-001543,ORD-001543,2023-08-15,2023-08-16,2023-08-19,WH-REG-05,Delhivery Express,REG-05,4.3,3,Breached,3922.13,7.4,0.82
FUL-003242,ORD-003242,2023-08-15,2023-08-17,2023-08-21,WH-REG-03,Ecom Express,REG-03,6.7,5,Breached,3460.65,10.1,0.33
FUL-004647,ORD-004647,2023-08-15,2023-08-16,2023-08-18,WH-REG-04,FedEx Supply,REG-04,3.8,5,Compliant,1926.43,9.1,0.81
FUL-006718,ORD-006718,2023-08-15,2023-08-16,2023-08-16,WH-REG-04,Delhivery Express,REG-04,1.4,5,Compliant,2639.83,7.1,0.7
FUL-001669,ORD-001669,2023-08-16,2023-08-18,2023-08-22,WH-REG-01,Delhivery Express,REG-01,6.6,5,Breached,2756.16,6.3,0.42
FUL-002301,ORD-002301,2023-08-16,2023-08-17,2023-08-18,WH-REG-02,FedEx Supply,REG-02,2.2,3,Compliant,4312.05,7.9,0.76
FUL-002974,ORD-002974,2023-08-16,2023-08-17,2023-08-18,WH-REG-03,FedEx Supply,REG-03,2.1,5,Compliant,3172.26,10.8,1.76
FUL-006535,ORD-006535,2023-08-16,2023-08-17,2023-08-18,WH-REG-02,DHL Freight,REG-02,2.0,5,Compliant,2509.11,11.3,0.99
FUL-007815,ORD-007815,2023-08-16,2023-08-17,2023-08-18,WH-REG-03,BlueDart Logistics,REG-03,2.0,5,Compliant,1551.95,6.8,0.48
FUL-008325,ORD-008325,2023-08-16,2023-08-17,2023-08-19,WH-REG-04,DHL Freight,REG-04,3.8,5,Compliant,3486.33,6.3,1.15
FUL-001952,ORD-001952,2023-08-17,2023-08-19,2023-08-22,WH-REG-01,BlueDart Logistics,REG-01,5.9,5,Breached,1508.79,7.5,0.9
FUL-005670,ORD-005670,2023-08-17,2023-08-18,2023-08-21,WH-REG-03,Ecom Express,REG-03,4.6,5,Compliant,885.78,10.9,1.44
FUL-006553,ORD-006553,2023-08-17,2023-08-18,2023-08-18,WH-REG-01,DHL Freight,REG-01,1.9,5,Compliant,2252.39,9.0,0.13
FUL-007086,ORD-007086,2023-08-17,2023-08-18,2023-08-19,WH-REG-02,FedEx Supply,REG-02,2.7,5,Compliant,2426.4,10.2,0.81
FUL-007311,ORD-007311,2023-08-17,2023-08-19,2023-08-22,WH-REG-01,FedEx Supply,REG-01,5.2,5,Breached,3172.78,11.8,1.43
FUL-007671,ORD-007671,2023-08-17,2023-08-18,2023-08-20,WH-REG-02,DHL Freight,REG-02,3.0,3,Compliant,1161.65,7.6,1.79
FUL-003780,ORD-003780,2023-08-18,2023-08-20,2023-08-24,WH-REG-03,FedEx Supply,REG-03,6.3,5,Breached,2611.04,10.6,0.49
FUL-004165,ORD-004165,2023-08-18,2023-08-20,2023-08-23,WH-REG-03,BlueDart Logistics,REG-03,5.6,3,Breached,1377.24,8.4,1.0
FUL-004178,ORD-004178,2023-08-18,2023-08-19,2023-08-22,WH-REG-01,Ecom Express,REG-01,4.0,5,Compliant,948.08,7.7,1.02
FUL-004943,ORD-004943,2023-08-18,2023-08-19,2023-08-19,WH-REG-05,FedEx Supply,REG-05,1.5,5,Compliant,1598.78,8.6,0.61
FUL-006707,ORD-006707,2023-08-18,2023-08-19,2023-08-22,WH-REG-04,Delhivery Express,REG-04,4.9,3,Breached,3240.45,11.3,0.34
FUL-007451,ORD-007451,2023-08-18,2023-08-20,2023-08-24,WH-REG-03,FedEx Supply,REG-03,6.5,3,Breached,4388.78,8.3,1.17
FUL-000285,ORD-000285,2023-08-19,2023-08-20,2023-08-21,WH-REG-05,DHL Freight,REG-05,2.1,5,Compliant,4416.71,9.6,0.1
FUL-000485,ORD-000485,2023-08-19,2023-08-20,2023-08-23,WH-REG-01,BlueDart Logistics,REG-01,4.7,5,Compliant,1749.68,8.1,0.43
FUL-001329,ORD-001329,2023-08-19,2023-08-20,2023-08-20,WH-REG-01,Ecom Express,REG-01,1.4,5,Compliant,3895.85,8.3,1.16
FUL-001659,ORD-001659,2023-08-19,2023-08-24,2023-09-01,WH-REG-03,DHL Freight,REG-03,13.7,5,Breached,3200.59,7.7,0.04
FUL-001866,ORD-001866,2023-08-19,2023-08-21,2023-08-24,WH-REG-05,Ecom Express,REG-05,5.4,5,Breached,2981.31,11.9,0.5
FUL-002643,ORD-002643,2023-08-19,2023-08-20,2023-08-21,WH-REG-05,FedEx Supply,REG-05,2.7,5,Compliant,1096.45,6.1,1.17
FUL-003637,ORD-003637,2023-08-19,2023-08-20,2023-08-20,WH-REG-02,Ecom Express,REG-02,1.4,5,Compliant,2451.21,11.2,1.26
FUL-005141,ORD-005141,2023-08-19,2023-08-20,2023-08-23,WH-REG-04,DHL Freight,REG-04,4.9,5,Compliant,2034.13,8.4,1.65
FUL-005946,ORD-005946,2023-08-19,2023-08-21,2023-08-25,WH-REG-03,FedEx Supply,REG-03,6.1,5,Breached,4177.48,12.0,1.29
FUL-008357,ORD-008357,2023-08-19,2023-08-20,2023-08-23,WH-REG-05,BlueDart Logistics,REG-05,4.1,5,Compliant,989.4,7.0,0.69
FUL-008429,ORD-008429,2023-08-19,2023-08-20,2023-08-21,WH-REG-02,Delhivery Express,REG-02,2.7,5,Compliant,1171.49,11.2,1.36
FUL-008440,ORD-008440,2023-08-19,2023-08-21,2023-08-25,WH-REG-04,BlueDart Logistics,REG-04,6.3,5,Breached,1300.17,11.1,1.67
FUL-004042,ORD-004042,2023-08-20,2023-08-21,2023-08-23,WH-REG-02,Delhivery Express,REG-02,3.3,5,Compliant,3747.49,5.7,0.31
FUL-004639,ORD-004639,2023-08-20,2023-08-21,2023-08-22,WH-REG-05,Delhivery Express,REG-05,2.3,5,Compliant,2259.79,10.8,0.5
FUL-005293,ORD-005293,2023-08-20,2023-08-21,2023-08-21,WH-REG-01,Ecom Express,REG-01,1.7,5,Compliant,4403.69,6.1,0.75
FUL-006866,ORD-006866,2023-08-20,2023-08-22,2023-08-26,WH-REG-05,FedEx Supply,REG-05,6.1,5,Breached,2346.89,11.8,0.2
FUL-002650,ORD-002650,2023-08-21,2023-08-22,2023-08-22,WH-REG-04,Ecom Express,REG-04,1.8,5,Compliant,1951.06,9.6,1.35
FUL-004206,ORD-004206,2023-08-21,2023-08-22,2023-08-23,WH-REG-05,Ecom Express,REG-05,2.6,5,Compliant,3236.46,11.9,1.59
FUL-004243,ORD-004243,2023-08-21,2023-08-22,2023-08-24,WH-REG-05,BlueDart Logistics,REG-05,3.6,3,Breached,4473.34,6.1,1.76
FUL-008026,ORD-008026,2023-08-21,2023-08-22,2023-08-24,WH-REG-01,FedEx Supply,REG-01,3.7,5,Compliant,961.87,9.0,1.25
FUL-002371,ORD-002371,2023-08-22,2023-08-24,2023-08-28,WH-REG-01,Delhivery Express,REG-01,6.5,3,Breached,2857.49,8.3,1.61
FUL-002655,ORD-002655,2023-08-22,2023-08-23,2023-08-25,WH-REG-01,FedEx Supply,REG-01,3.9,5,Compliant,2631.91,10.8,1.1
FUL-002668,ORD-002668,2023-08-22,2023-08-24,2023-08-28,WH-REG-01,BlueDart Logistics,REG-01,6.7,3,Breached,3679.72,6.7,1.19
FUL-003586,ORD-003586,2023-08-22,2023-08-24,2023-08-27,WH-REG-04,BlueDart Logistics,REG-04,5.0,5,Compliant,3114.87,10.4,1.65
FUL-005350,ORD-005350,2023-08-22,2023-08-23,2023-08-24,WH-REG-02,DHL Freight,REG-02,2.9,3,Compliant,875.56,9.1,0.56
FUL-006060,ORD-006060,2023-08-22,2023-08-23,2023-08-23,WH-REG-02,BlueDart Logistics,REG-02,1.7,5,Compliant,1103.11,8.2,0.56
FUL-007069,ORD-007069,2023-08-22,2023-08-23,2023-08-25,WH-REG-03,FedEx Supply,REG-03,3.5,5,Compliant,1084.51,5.9,1.52
FUL-007777,ORD-007777,2023-08-22,2023-08-23,2023-08-26,WH-REG-01,Delhivery Express,REG-01,4.0,5,Compliant,1488.83,10.6,1.63
FUL-007870,ORD-007870,2023-08-22,2023-08-23,2023-08-24,WH-REG-01,FedEx Supply,REG-01,2.2,5,Compliant,2769.42,7.4,1.73
FUL-008462,ORD-008462,2023-08-22,2023-08-23,2023-08-25,WH-REG-05,FedEx Supply,REG-05,3.4,3,Breached,2104.94,8.2,0.22
FUL-000973,ORD-000973,2023-08-23,2023-08-24,2023-08-24,WH-REG-03,Ecom Express,REG-03,1.6,5,Compliant,3680.62,7.3,0.04
FUL-001793,ORD-001793,2023-08-23,2023-08-24,2023-08-25,WH-REG-03,DHL Freight,REG-03,2.5,5,Compliant,2858.24,5.8,0.07
FUL-002596,ORD-002596,2023-08-23,2023-08-25,2023-08-29,WH-REG-05,Delhivery Express,REG-05,6.4,5,Breached,3816.98,8.4,1.1
FUL-002989,ORD-002989,2023-08-23,2023-08-24,2023-08-24,WH-REG-04,FedEx Supply,REG-04,1.9,5,Compliant,4392.34,11.9,1.1
FUL-005390,ORD-005390,2023-08-23,2023-08-24,2023-08-27,WH-REG-05,FedEx Supply,REG-05,4.1,5,Compliant,2687.25,12.0,0.12
FUL-007839,ORD-007839,2023-08-23,2023-08-24,2023-08-27,WH-REG-01,DHL Freight,REG-01,4.7,5,Compliant,1464.66,10.5,1.13
FUL-008001,ORD-008001,2023-08-23,2023-08-24,2023-08-24,WH-REG-05,Delhivery Express,REG-05,1.7,5,Compliant,3360.78,8.3,1.05
FUL-008146,ORD-008146,2023-08-23,2023-08-24,2023-08-27,WH-REG-04,DHL Freight,REG-04,4.1,5,Compliant,1434.38,11.3,0.61
FUL-002670,ORD-002670,2023-08-24,2023-08-25,2023-08-25,WH-REG-02,Delhivery Express,REG-02,1.8,5,Compliant,1711.94,6.6,1.72
FUL-003322,ORD-003322,2023-08-24,2023-08-26,2023-08-30,WH-REG-04,Delhivery Express,REG-04,6.4,3,Breached,4323.32,6.7,0.56
FUL-004023,ORD-004023,2023-08-24,2023-08-25,2023-08-25,WH-REG-05,Delhivery Express,REG-05,1.6,5,Compliant,4437.1,11.3,0.87
FUL-000204,ORD-000204,2023-08-25,2023-08-26,2023-08-29,WH-REG-01,DHL Freight,REG-01,4.7,5,Compliant,881.16,10.3,1.57
FUL-002307,ORD-002307,2023-08-25,2023-08-27,2023-08-30,WH-REG-03,Ecom Express,REG-03,5.5,3,Breached,4284.8,6.0,1.79
FUL-003889,ORD-003889,2023-08-25,2023-08-26,2023-08-26,WH-REG-03,Delhivery Express,REG-03,1.3,5,Compliant,1996.62,7.7,0.41
FUL-003939,ORD-003939,2023-08-25,2023-08-26,2023-08-27,WH-REG-01,FedEx Supply,REG-01,2.6,5,Compliant,4151.63,11.0,0.5
FUL-006278,ORD-006278,2023-08-25,2023-08-27,2023-08-31,WH-REG-04,BlueDart Logistics,REG-04,6.4,5,Breached,3275.69,9.0,1.01
FUL-008449,ORD-008449,2023-08-25,2023-08-27,2023-08-31,WH-REG-03,Ecom Express,REG-03,6.4,3,Breached,1129.94,9.2,0.79
FUL-000274,ORD-000274,2023-08-26,2023-08-27,2023-08-28,WH-REG-04,BlueDart Logistics,REG-04,2.7,5,Compliant,2496.74,6.7,1.5
FUL-002454,ORD-002454,2023-08-26,2023-08-28,2023-09-01,WH-REG-01,Delhivery Express,REG-01,6.0,5,Breached,3890.97,9.1,0.18
FUL-003346,ORD-003346,2023-08-26,2023-08-27,2023-08-27,WH-REG-01,DHL Freight,REG-01,1.5,5,Compliant,3175.13,9.6,1.08
FUL-004398,ORD-004398,2023-08-26,2023-08-27,2023-08-28,WH-REG-03,Delhivery Express,REG-03,2.0,5,Compliant,3820.26,6.2,0.1
FUL-006604,ORD-006604,2023-08-26,2023-08-28,2023-08-31,WH-REG-03,Delhivery Express,REG-03,5.9,3,Breached,1170.49,10.7,0.75
FUL-007994,ORD-007994,2023-08-26,2023-08-27,2023-08-28,WH-REG-01,DHL Freight,REG-01,2.6,5,Compliant,2742.74,8.5,1.47
FUL-001080,ORD-001080,2023-08-27,2023-08-28,2023-08-31,WH-REG-04,FedEx Supply,REG-04,4.7,5,Compliant,966.79,6.0,0.88
FUL-002632,ORD-002632,2023-08-27,2023-08-31,2023-09-06,WH-REG-01,Ecom Express,REG-01,10.8,5,Breached,4125.99,9.8,1.16
FUL-003365,ORD-003365,2023-08-28,2023-08-29,2023-08-31,WH-REG-03,DHL Freight,REG-03,3.2,3,Breached,1870.4,5.6,1.61
FUL-005861,ORD-005861,2023-08-28,2023-08-29,2023-08-31,WH-REG-05,Delhivery Express,REG-05,3.6,5,Compliant,1151.53,6.4,0.12
FUL-007444,ORD-007444,2023-08-28,2023-08-29,2023-08-31,WH-REG-04,DHL Freight,REG-04,3.7,5,Compliant,3078.98,7.7,1.02
FUL-008193,ORD-008193,2023-08-28,2023-08-30,2023-09-02,WH-REG-05,Delhivery Express,REG-05,5.0,3,Breached,3148.76,10.9,0.77
FUL-008204,ORD-008204,2023-08-28,2023-08-29,2023-08-31,WH-REG-02,Ecom Express,REG-02,3.5,5,Compliant,4075.59,11.4,1.4
FUL-001947,ORD-001947,2023-08-29,2023-08-30,2023-09-02,WH-REG-04,BlueDart Logistics,REG-04,4.0,5,Compliant,2918.04,11.6,0.43
FUL-003558,ORD-003558,2023-08-29,2023-08-31,2023-09-03,WH-REG-01,FedEx Supply,REG-01,5.0,5,Compliant,1378.48,7.2,1.63
FUL-003664,ORD-003664,2023-08-29,2023-08-30,2023-09-02,WH-REG-01,Ecom Express,REG-01,4.7,5,Compliant,1222.12,10.5,1.48
FUL-004004,ORD-004004,2023-08-29,2023-08-30,2023-09-02,WH-REG-04,BlueDart Logistics,REG-04,4.2,5,Compliant,3573.22,5.6,0.17
FUL-004031,ORD-004031,2023-08-29,2023-08-30,2023-08-31,WH-REG-03,Ecom Express,REG-03,2.1,5,Compliant,3760.91,9.1,0.42
FUL-004928,ORD-004928,2023-08-29,2023-08-30,2023-09-01,WH-REG-02,DHL Freight,REG-02,3.4,3,Breached,4133.05,6.2,0.85
FUL-005066,ORD-005066,2023-08-29,2023-08-31,2023-09-04,WH-REG-01,FedEx Supply,REG-01,6.7,5,Breached,1452.73,7.2,0.08
FUL-005620,ORD-005620,2023-08-29,2023-08-30,2023-09-02,WH-REG-02,Delhivery Express,REG-02,4.3,5,Compliant,1112.11,8.7,0.69
FUL-005756,ORD-005756,2023-08-29,2023-08-30,2023-09-02,WH-REG-01,Delhivery Express,REG-01,4.8,5,Compliant,2620.44,9.3,0.62
FUL-006036,ORD-006036,2023-08-29,2023-08-30,2023-09-01,WH-REG-05,BlueDart Logistics,REG-05,3.4,3,Breached,3085.46,6.5,0.39
FUL-008280,ORD-008280,2023-08-29,2023-08-31,2023-09-03,WH-REG-05,BlueDart Logistics,REG-05,5.1,3,Breached,4241.87,9.4,0.05
FUL-000633,ORD-000633,2023-08-30,2023-08-31,2023-08-31,WH-REG-05,Ecom Express,REG-05,1.8,5,Compliant,3002.65,10.2,0.33
FUL-000638,ORD-000638,2023-08-30,2023-08-31,2023-09-03,WH-REG-05,FedEx Supply,REG-05,4.1,3,Breached,1192.98,6.1,1.23
FUL-003993,ORD-003993,2023-08-30,2023-09-01,2023-09-05,WH-REG-04,Delhivery Express,REG-04,6.1,3,Breached,945.85,10.0,0.84
FUL-005244,ORD-005244,2023-08-30,2023-09-01,2023-09-05,WH-REG-02,BlueDart Logistics,REG-02,6.2,5,Breached,1061.22,10.2,1.23
FUL-005680,ORD-005680,2023-08-30,2023-08-31,2023-09-01,WH-REG-03,Ecom Express,REG-03,2.5,5,Compliant,2163.92,7.9,1.64
FUL-000395,ORD-000395,2023-08-31,2023-09-01,2023-09-04,WH-REG-04,Ecom Express,REG-04,4.9,5,Compliant,2038.9,8.0,0.5
FUL-001059,ORD-001059,2023-08-31,2023-09-01,2023-09-04,WH-REG-03,BlueDart Logistics,REG-03,4.7,5,Compliant,3869.08,10.2,1.6
FUL-001398,ORD-001398,2023-08-31,2023-09-01,2023-09-01,WH-REG-04,BlueDart Logistics,REG-04,1.3,3,Compliant,1700.72,10.6,0.35
FUL-001968,ORD-001968,2023-08-31,2023-09-01,2023-09-03,WH-REG-05,FedEx Supply,REG-05,3.9,5,Compliant,980.74,5.9,0.13
FUL-002120,ORD-002120,2023-08-31,2023-09-02,2023-09-05,WH-REG-01,Ecom Express,REG-01,5.8,5,Breached,4282.91,8.7,1.42
FUL-004714,ORD-004714,2023-08-31,2023-09-01,2023-09-02,WH-REG-01,Ecom Express,REG-01,2.5,5,Compliant,2771.48,7.4,0.74
FUL-006295,ORD-006295,2023-08-31,2023-09-01,2023-09-03,WH-REG-01,FedEx Supply,REG-01,3.4,5,Compliant,3896.83,8.4,1.73
FUL-006896,ORD-006896,2023-08-31,2023-09-01,2023-09-01,WH-REG-02,Delhivery Express,REG-02,1.6,3,Compliant,4257.82,11.1,1.78
