customer_id,customer_name,segment,region_id,acquisition_date,lifetime_value,credit_score,retention_status,churn_date
CUST-0304,Omni Industries 56,Enterprise,REG-01,2023-01-06,1000090.2,733,Active,
CUST-0305,Quantum Systems 26,Enterprise,REG-02,2024-03-17,567738.22,762,Active,
CUST-0306,Vanguard Tech 21,SMB,REG-05,2023-04-06,199231.14,820,Active,
CUST-0307,Omni Tech 47,Government,REG-04,2025-03-08,128114.78,850,Active,
CUST-0308,Starlight Digital 31,Government,REG-02,2023-05-23,211013.53,688,Active,
CUST-0309,Vanguard Solutions 65,SMB,REG-04,2023-11-03,171057.83,639,Active,
CUST-0310,Starlight Labs 86,Startup,REG-02,2024-04-13,76743.09,697,Churned,2025-01-30
CUST-0311,Synergy Holdings 52,Government,REG-03,2024-03-16,456963.96,840,Active,
CUST-0312,Titan Solutions 48,SMB,REG-05,2025-08-28,223823.07,742,Active,
CUST-0313,Omni Industries 47,Government,REG-05,2025-03-11,199090.93,716,Active,
CUST-0314,Omni Industries 24,Startup,REG-02,2024-08-29,299316.23,666,Active,
CUST-0315,Paramount Tech 69,Mid-Market,REG-04,2025-03-27,270232.16,797,Churned,2026-01-20
CUST-0316,Horizon Solutions 91,SMB,REG-02,2023-09-16,214665.74,803,Active,
CUST-0317,Omni Systems 67,Startup,REG-04,2024-08-19,150201.27,749,Active,
CUST-0318,Omni Digital 14,SMB,REG-05,2024-08-31,209545.09,641,Churned,2025-04-05
CUST-0319,Synergy Solutions 92,Startup,REG-01,2024-07-30,295902.05,793,Active,
CUST-0320,Synergy Holdings 23,Enterprise,REG-01,2023-09-22,369250.94,811,Active,
CUST-0321,Titan Dynamics 67,SMB,REG-04,2024-04-19,243085.56,770,Active,
CUST-0322,Nexus Industries 13,Government,REG-01,2023-10-30,277188.94,641,Churned,2024-04-09
CUST-0323,Synergy Enterprises 53,Government,REG-02,2024-06-17,307316.7,741,Churned,2025-05-04
CUST-0324,Synergy Systems 48,Enterprise,REG-01,2023-01-24,918032.51,785,Churned,2023-07-17
CUST-0325,Starlight Digital 32,Startup,REG-02,2023-12-05,189962.24,738,Active,
CUST-0326,Omni Solutions 33,Government,REG-04,2023-01-30,421824.77,846,Active,
CUST-0327,Titan Holdings 59,Enterprise,REG-02,2023-07-30,418551.73,800,Active,
CUST-0328,Vanguard Systems 78,Mid-Market,REG-03,2023-11-30,218390.85,649,Active,
CUST-0329,Horizon Digital 91,SMB,REG-05,2024-02-02,202827.11,770,Churned,2024-10-29
CUST-0330,Horizon Solutions 96,SMB,REG-05,2024-08-27,71187.99,654,Active,
CUST-0331,Starlight Enterprises 24,Mid-Market,REG-03,2024-12-11,187747.2,719,Active,
CUST-0332,Nexus Holdings 64,Mid-Market,REG-04,2024-10-12,405558.6,785,Active,
CUST-0333,Nexus Digital 31,Government,REG-03,2023-05-24,174194.36,835,Active,
CUST-0334,Apex Industries 11,Government,REG-02,2023-07-19,456847.17,763,Active,
CUST-0335,Horizon Holdings 97,Government,REG-04,2024-12-28,467951.31,745,Active,
CUST-0336,Titan Tech 38,SMB,REG-01,2023-10-09,106210.85,693,Active,
CUST-0337,Horizon Labs 80,Startup,REG-01,2024-08-09,78551.66,818,Active,
CUST-0338,Synergy Digital 15,Government,REG-05,2023-08-12,535399.08,646,Active,
CUST-0339,Starlight Enterprises 14,Government,REG-03,2023-12-23,477989.83,642,Active,
CUST-0340,Vanguard Dynamics 36,Startup,REG-03,2025-05-31,227688.49,781,Active,
CUST-0341,Titan Solutions 36,Mid-Market,REG-01,2024-08-06,302948.51,691,Active,
CUST-0342,Nexus Industries 47,SMB,REG-05,2023-10-01,288099.34,751,Active,
CUST-0343,Vanguard Solutions 62,Enterprise,REG-03,2025-06-06,748909.24,799,Active,
CUST-0344,Starlight Solutions 51,Mid-Market,REG-04,2024-05-16,188194.4,781,Active,
CUST-0345,Omni Holdings 67,Enterprise,REG-01,2024-02-17,626161.79,691,Active,
CUST-0346,Synergy Labs 72,SMB,REG-05,2023-01-03,267226.94,836,Active,
CUST-0347,Horizon Industries 18,Startup,REG-04,2023-08-12,292032.15,831,Active,
CUST-0348,Quantum Industries 46,SMB,REG-05,2024-08-14,82648.56,838,Active,
CUST-0349,Synergy Tech 15,Enterprise,REG-04,2023-01-17,283707.53,839,Active,
CUST-0350,Horizon Tech 64,Mid-Market,REG-02,2025-06-22,467498.46,660,Active,
CUST-0351,Quantum Systems 93,SMB,REG-03,2023-03-26,142960.94,786,Active,
CUST-0352,Omni Enterprises 99,Mid-Market,REG-04,2024-11-02,160159.55,644,Churned,2025-10-02
CUST-0353,Vanguard Solutions 85,Mid-Market,REG-05,2024-11-27,354786.78,622,Active,
CUST-0354,Vanguard Holdings 98,Mid-Market,REG-04,2023-03-14,235920.78,642,Active,
CUST-0355,Vanguard Systems 50,SMB,REG-03,2023-05-21,145680.26,828,Active,
CUST-0356,Nexus Solutions 18,Startup,REG-05,2023-01-09,202579.81,662,Active,
CUST-0357,Starlight Solutions 62,Startup,REG-04,2025-05-30,104311.17,849,Churned,2025-10-30
CUST-0358,Titan Holdings 54,Government,REG-03,2025-03-21,152923.58,690,Active,
CUST-0359,Starlight Digital 86,Startup,REG-05,2023-10-19,244742.41,796,Churned,2024-06-19
CUST-0360,Starlight Digital 87,Startup,REG-02,2025-02-04,147937.75,785,Churned,2025-09-04
CUST-0361,Horizon Holdings 24,Mid-Market,REG-04,2024-10-15,436661.37,755,Active,
CUST-0362,Apex Industries 50,Mid-Market,REG-04,2025-05-31,571435.32,727,Active,
CUST-0363,Nexus Labs 19,Enterprise,REG-05,2023-03-11,187069.25,675,Churned,2023-07-09
CUST-0364,Omni Digital 46,Startup,REG-04,2024-03-09,225452.66,641,Active,
CUST-0365,Paramount Solutions 45,Enterprise,REG-03,2023-03-22,622391.61,672,Active,
CUST-0366,Nexus Digital 51,Government,REG-05,2024-10-11,433450.86,786,Active,
CUST-0367,Vanguard Enterprises 99,Government,REG-02,2023-03-01,200015.89,731,Churned,2023-06-27
CUST-0368,Quantum Solutions 25,Enterprise,REG-02,2024-12-19,184931.78,747,Active,
CUST-0369,Paramount Digital 43,Mid-Market,REG-03,2023-05-10,522377.01,843,Active,
CUST-0370,Vanguard Tech 52,Government,REG-03,2024-06-20,118742.4,802,Active,
CUST-0371,Vanguard Labs 68,Startup,REG-03,2023-02-26,174902.5,765,Active,
CUST-0372,Nexus Enterprises 23,Startup,REG-01,2023-08-22,235194.99,620,Churned,2023-11-26
CUST-0373,Starlight Tech 70,SMB,REG-04,2025-07-31,87521.17,839,Churned,2026-05-31
CUST-0374,Starlight Industries 41,Government,REG-03,2023-10-05,461698.65,766,Active,
CUST-0375,Paramount Tech 32,Mid-Market,REG-05,2025-10-01,135260.73,722,Churned,2026-08-25
CUST-0376,Quantum Enterprises 51,Enterprise,REG-05,2024-04-12,181973.03,671,Active,
CUST-0377,Quantum Dynamics 69,SMB,REG-05,2025-09-22,173340.17,817,Active,
CUST-0378,Paramount Dynamics 29,Enterprise,REG-04,2023-01-25,378873.02,708,Active,
CUST-0379,Apex Industries 10,Government,REG-03,2023-04-17,182337.47,680,Active,
CUST-0380,Apex Solutions 45,Enterprise,REG-01,2025-08-01,377538.5,836,Active,
CUST-0381,Synergy Labs 20,Startup,REG-01,2024-06-01,83378.46,829,Active,
CUST-0382,Titan Tech 65,Mid-Market,REG-02,2023-10-26,253545.02,700,Active,
CUST-0383,Omni Industries 50,Government,REG-03,2023-08-28,123609.35,671,Active,
CUST-0384,Titan Systems 29,Enterprise,REG-02,2024-04-05,582798.22,724,Active,
CUST-0385,Synergy Dynamics 67,SMB,REG-04,2023-09-29,263120.55,643,Active,
CUST-0386,Quantum Tech 37,SMB,REG-02,2023-04-04,227789.35,711,Active,
CUST-0387,Apex Enterprises 43,Mid-Market,REG-01,2025-09-01,332415.72,735,Active,
CUST-0388,Paramount Dynamics 22,Government,REG-01,2025-04-03,447214.38,651,Churned,2025-10-23
CUST-0389,Nexus Dynamics 61,SMB,REG-01,2024-08-19,196529.69,828,Churned,2024-12-20
CUST-0390,Starlight Labs 26,Enterprise,REG-03,2023-05-06,212359.28,738,Churned,2024-05-23
CUST-0391,Omni Holdings 73,Enterprise,REG-04,2024-11-30,548331.02,710,Active,
CUST-0392,Nexus Enterprises 45,Government,REG-02,2023-02-05,366347.96,777,Active,
CUST-0393,Quantum Labs 62,Startup,REG-04,2023-03-04,71930.39,718,Active,
CUST-0394,Starlight Digital 41,Startup,REG-01,2024-01-27,245478.94,711,Active,
CUST-0395,Horizon Industries 82,Startup,REG-03,2024-02-02,117608.92,626,Active,
CUST-0396,Starlight Tech 45,Enterprise,REG-04,2024-06-26,487753.78,769,Active,
CUST-0397,Nexus Systems 41,Mid-Market,REG-03,2024-06-30,558956.84,808,Churned,2025-01-18
CUST-0398,Titan Holdings 55,Mid-Market,REG-02,2023-08-31,435885.73,826,Active,
CUST-0399,Synergy Tech 99,SMB,REG-05,2024-07-31,85525.57,668,Active,
CUST-0400,Horizon Digital 49,Mid-Market,REG-04,2023-02-08,159641.56,679,Active,
CUST-0401,Apex Digital 71,Enterprise,REG-03,2025-07-28,712367.92,826,Active,
CUST-0402,Nexus Industries 17,Enterprise,REG-02,2024-08-23,791609.3,656,Active,
CUST-0403,Paramount Industries 19,SMB,REG-04,2024-08-23,75258.04,697,Active,
CUST-0404,Nexus Holdings 91,Government,REG-03,2023-06-28,408232.31,763,Active,
CUST-0405,Titan Industries 38,Startup,REG-02,2024-01-23,126705.81,796,Active,
CUST-0406,Nexus Tech 99,Startup,REG-04,2025-05-21,298570.78,765,Churned,2026-06-23
CUST-0407,Synergy Dynamics 91,Startup,REG-01,2025-08-17,174046.26,704,Active,
CUST-0408,Starlight Industries 50,Mid-Market,REG-01,2025-04-21,499931.2,783,Active,
CUST-0409,Synergy Labs 11,SMB,REG-02,2023-09-13,223294.02,709,Active,
CUST-0410,Vanguard Tech 16,Government,REG-04,2025-01-20,278843.95,662,Active,
CUST-0411,Horizon Holdings 54,Startup,REG-04,2023-04-14,257201.74,821,Active,
CUST-0412,Starlight Solutions 67,Enterprise,REG-01,2023-10-29,192568.25,686,Active,
CUST-0413,Vanguard Industries 31,Government,REG-02,2025-01-19,123751.09,849,Active,
CUST-0414,Synergy Labs 13,Government,REG-02,2024-09-13,490388.97,660,Churned,2025-05-30
CUST-0415,Starlight Dynamics 62,Startup,REG-05,2023-09-29,215149.47,696,Active,
CUST-0416,Apex Holdings 83,Startup,REG-04,2023-06-07,63626.21,620,Active,
CUST-0417,Quantum Labs 35,Enterprise,REG-01,2023-07-31,324478.17,694,Active,
CUST-0418,Horizon Systems 49,Government,REG-04,2024-05-15,492694.87,687,Churned,2025-05-18
CUST-0419,Omni Solutions 57,Government,REG-03,2023-07-11,290598.87,687,Active,
CUST-0420,Quantum Dynamics 44,Startup,REG-01,2023-06-04,238058.79,790,Churned,2024-02-25
CUST-0421,Paramount Holdings 85,Mid-Market,REG-05,2023-03-04,572438.44,829,Active,
CUST-0422,Paramount Labs 83,Mid-Market,REG-04,2023-11-03,153425.28,838,Active,
CUST-0423,Paramount Digital 83,Startup,REG-02,2023-05-04,287313.7,734,Active,
CUST-0424,Nexus Dynamics 34,Mid-Market,REG-01,2024-03-09,153102.69,794,Active,
CUST-0425,Nexus Enterprises 50,Enterprise,REG-01,2024-02-02,661818.68,761,Active,
CUST-0426,Quantum Digital 68,Enterprise,REG-05,2024-08-24,632241.76,727,Churned,2025-02-06
CUST-0427,Nexus Systems 23,Startup,REG-01,2025-03-15,121523.21,757,Active,
CUST-0428,Omni Enterprises 59,Government,REG-05,2024-09-15,302870.98,664,Active,
CUST-0429,Nexus Holdings 14,Government,REG-03,2024-12-08,196910.68,810,Active,
CUST-0430,Quantum Industries 12,SMB,REG-03,2023-11-15,120086.66,745,Active,
CUST-0431,Vanguard Dynamics 27,SMB,REG-04,2025-03-03,256455.83,688,Active,
CUST-0432,Titan Systems 34,Government,REG-02,2025-07-24,460786.25,809,Active,
CUST-0433,Paramount Industries 17,Startup,REG-02,2023-03-09,127780.77,749,Active,
CUST-0434,Paramount Tech 32,Mid-Market,REG-02,2025-05-07,141695.13,628,Active,
CUST-0435,Synergy Dynamics 45,SMB,REG-04,2024-06-01,149235.57,651,Active,
CUST-0436,Starlight Industries 72,Startup,REG-04,2023-07-01,290130.09,741,Active,
CUST-0437,Synergy Industries 30,SMB,REG-01,2023-10-19,56862.62,632,Active,
CUST-0438,Titan Dynamics 38,Mid-Market,REG-02,2023-10-03,468373.03,751,Churned,2024-01-05
CUST-0439,Horizon Solutions 92,Mid-Market,REG-05,2025-03-31,114655.05,684,Active,
CUST-0440,Quantum Enterprises 64,Government,REG-03,2024-04-15,203399.42,739,Active,
CUST-0441,Paramount Holdings 84,Enterprise,REG-01,2024-06-07,1049500.71,835,Active,
CUST-0442,Paramount Enterprises 48,Enterprise,REG-04,2023-03-07,469248.2,690,Active,
CUST-0443,Quantum Enterprises 93,SMB,REG-02,2023-06-03,179323.4,681,Active,
CUST-0444,Titan Holdings 94,SMB,REG-02,2025-01-08,56363.82,747,Active,
CUST-0445,Quantum Holdings 61,Government,REG-01,2024-08-20,408631.03,766,Active,
CUST-0446,Synergy Dynamics 97,Startup,REG-04,2025-07-17,285166.99,711,Active,
CUST-0447,Nexus Digital 33,SMB,REG-01,2024-04-27,81986.03,686,Active,
CUST-0448,Paramount Solutions 97,SMB,REG-01,2023-08-16,138820.85,810,Active,
CUST-0449,Omni Industries 57,SMB,REG-05,2023-10-29,165940.16,650,Active,
CUST-0450,Titan Systems 70,Mid-Market,REG-05,2023-05-03,587123.77,717,Active,
CUST-0451,Omni Tech 29,Mid-Market,REG-02,2023-12-17,335055.52,765,Active,
CUST-0452,Horizon Solutions 50,Mid-Market,REG-01,2024-05-14,292946.2,665,Active,
CUST-0453,Apex Tech 67,SMB,REG-02,2025-02-18,243385.57,767,Active,
CUST-0454,Horizon Systems 26,Startup,REG-04,2024-10-10,157352.43,729,Active,
CUST-0455,Omni Tech 14,Startup,REG-02,2025-01-18,143275.35,623,Active,
CUST-0456,Paramount Dynamics 12,Enterprise,REG-02,2023-08-20,781834.15,708,Active,
CUST-0457,Vanguard Holdings 74,Startup,REG-03,2023-06-21,66321.76,631,Active,
CUST-0458,Quantum Labs 76,Startup,REG-05,2023-12-12,158416.31,795,Active,
CUST-0459,Synergy Labs 55,Mid-Market,REG-02,2025-08-28,608791.83,827,Active,
CUST-0460,Starlight Dynamics 26,Mid-Market,REG-01,2024-08-26,387548.46,651,Active,
CUST-0461,Apex Holdings 91,SMB,REG-05,2024-09-30,62146.74,632,Active,
CUST-0462,Apex Tech 98,Enterprise,REG-04,2024-03-30,507722.04,760,Active,
CUST-0463,Nexus Dynamics 98,Enterprise,REG-03,2024-03-06,753956.5,789,Active,
CUST-0464,Titan Solutions 63,Enterprise,REG-05,2025-01-06,715485.71,692,Churned,2025-05-30
CUST-0465,Horizon Dynamics 87,Mid-Market,REG-03,2025-05-01,397730.36,671,Active,
CUST-0466,Omni Enterprises 30,Enterprise,REG-05,2024-05-23,971562.05,796,Active,
CUST-0467,Synergy Dynamics 10,Enterprise,REG-01,2025-07-17,271627.05,766,Active,
CUST-0468,Nexus Systems 75,Enterprise,REG-01,2025-07-15,398905.59,679,Active,
CUST-0469,Quantum Enterprises 69,Enterprise,REG-01,2025-04-12,327864.08,630,Active,
CUST-0470,Synergy Industries 64,Enterprise,REG-01,2025-05-21,838428.5,631,Churned,2025-10-28
CUST-0471,Nexus Industries 55,Government,REG-05,2023-10-02,485313.99,643,Active,
CUST-0472,Synergy Solutions 24,Government,REG-04,2025-09-12,295442.41,833,Active,
CUST-0473,Horizon Holdings 93,Mid-Market,REG-01,2023-05-16,492893.43,635,Active,
CUST-0474,Nexus Systems 63,Startup,REG-04,2025-04-01,192235.86,732,Active,
CUST-0475,Omni Industries 88,Enterprise,REG-02,2024-05-09,980348.24,648,Active,
CUST-0476,Horizon Tech 18,SMB,REG-03,2023-01-13,226142.04,793,Active,
CUST-0477,Titan Dynamics 95,SMB,REG-05,2024-06-19,222060.41,778,Churned,2025-01-22
CUST-0478,Horizon Industries 94,Government,REG-02,2025-05-09,461897.02,848,Active,
CUST-0479,Apex Tech 92,Mid-Market,REG-05,2025-05-19,368108.92,746,Active,
CUST-0480,Vanguard Labs 51,Mid-Market,REG-03,2025-09-20,262986.42,749,Active,
CUST-0481,Omni Holdings 40,Enterprise,REG-04,2024-03-30,876103.63,734,Churned,2025-03-10
CUST-0482,Horizon Industries 25,Government,REG-01,2023-04-16,271547.85,629,Active,
CUST-0483,Apex Systems 87,Startup,REG-03,2025-06-30,177084.44,672,Active,
CUST-0484,Horizon Industries 56,Enterprise,REG-02,2025-05-14,572652.48,763,Active,
CUST-0485,Titan Labs 94,SMB,REG-04,2023-04-27,74359.26,788,Active,
CUST-0486,Synergy Industries 91,SMB,REG-05,2024-06-18,143472.59,647,Churned,2024-12-09
CUST-0487,Horizon Solutions 62,Enterprise,REG-03,2024-09-17,346431.28,650,Active,
CUST-0488,Omni Dynamics 68,Mid-Market,REG-03,2023-04-21,526432.14,631,Active,
CUST-0489,Titan Systems 67,Government,REG-05,2025-09-06,316888.91,747,Churned,2025-12-29
CUST-0490,Paramount Holdings 84,Government,REG-05,2025-03-10,504523.04,665,Active,
CUST-0491,Nexus Solutions 23,Government,REG-05,2024-09-12,487213.14,749,Active,
CUST-0492,Omni Dynamics 45,Government,REG-03,2025-09-20,222378.09,826,Active,
CUST-0493,Omni Digital 48,Startup,REG-03,2024-12-29,234204.66,761,Active,
CUST-0494,Starlight Dynamics 89,SMB,REG-03,2025-08-01,218093.43,801,Active,
CUST-0495,Nexus Digital 79,SMB,REG-01,2025-02-18,138059.45,742,Active,
CUST-0496,Omni Digital 46,Government,REG-01,2024-06-19,137911.71,717,Active,
CUST-0497,Apex Dynamics 44,Mid-Market,REG-03,2024-11-30,247808.55,834,Churned,2025-07-29
CUST-0498,Starlight Digital 14,SMB,REG-04,2023-04-15,204027.21,792,Active,
CUST-0499,Starlight Digital 59,Mid-Market,REG-05,2025-03-14,548258.51,798,Active,
CUST-0500,Apex Holdings 59,Government,REG-03,2025-09-16,338456.07,623,Active,
CUST-0501,Starlight Labs 38,SMB,REG-05,2024-07-13,234612.51,670,Active,
CUST-0502,Starlight Enterprises 67,Mid-Market,REG-01,2023-07-11,639361.39,808,Active,
CUST-0503,Omni Tech 64,SMB,REG-05,2023-09-28,82516.63,769,Active,
CUST-0504,Apex Industries 69,Mid-Market,REG-01,2023-06-07,620745.53,772,Churned,2024-02-06
CUST-0505,Horizon Digital 55,Enterprise,REG-03,2024-06-22,367466.76,667,Active,
CUST-0506,Paramount Solutions 63,Startup,REG-05,2024-02-18,72986.39,676,Active,
CUST-0507,Synergy Industries 56,SMB,REG-02,2025-08-31,238163.92,755,Active,
CUST-0508,Paramount Tech 24,SMB,REG-04,2023-09-04,276124.11,777,Active,
CUST-0509,Starlight Tech 97,SMB,REG-04,2025-07-26,249051.65,649,Active,
CUST-0510,Paramount Enterprises 13,Startup,REG-03,2024-06-10,250704.18,734,Active,
CUST-0511,Quantum Dynamics 51,Startup,REG-01,2025-08-28,73989.11,817,Active,
CUST-0512,Apex Systems 36,Mid-Market,REG-04,2025-05-05,167159.75,757,Active,
CUST-0513,Omni Systems 97,Mid-Market,REG-01,2024-04-15,504277.56,629,Churned,2024-08-10
CUST-0514,Nexus Enterprises 81,Enterprise,REG-05,2025-04-21,374189.93,686,Active,
CUST-0515,Horizon Holdings 65,SMB,REG-01,2024-02-03,218324.68,756,Churned,2024-06-04
CUST-0516,Titan Tech 99,Enterprise,REG-03,2025-08-08,614982.33,694,Active,
CUST-0517,Quantum Systems 46,Government,REG-04,2024-02-09,459955.07,627,Active,
CUST-0518,Paramount Dynamics 27,Government,REG-05,2023-10-30,522060.42,656,Active,
CUST-0519,Synergy Tech 80,Startup,REG-02,2023-05-07,60443.29,766,Active,
CUST-0520,Paramount Digital 20,SMB,REG-02,2025-02-05,235357.62,805,Active,
CUST-0521,Omni Digital 28,Mid-Market,REG-02,2023-08-15,449286.71,684,Active,
CUST-0522,Nexus Tech 80,Government,REG-05,2023-03-16,220793.7,637,Active,
CUST-0523,Starlight Labs 52,SMB,REG-02,2024-11-18,213868.25,645,Active,
CUST-0524,Vanguard Dynamics 50,Government,REG-04,2023-12-03,367354.09,698,Active,
CUST-0525,Nexus Industries 50,Government,REG-02,2023-01-05,230946.65,821,Active,
CUST-0526,Omni Enterprises 56,Mid-Market,REG-03,2025-06-17,373974.68,734,Active,
CUST-0527,Quantum Labs 80,Enterprise,REG-02,2024-10-23,705799.21,835,Active,
CUST-0528,Nexus Digital 35,SMB,REG-01,2025-01-14,68849.99,624,Active,
CUST-0529,Apex Holdings 85,Mid-Market,REG-01,2024-07-18,253338.98,848,Active,
CUST-0530,Horizon Solutions 56,Government,REG-02,2025-07-01,437465.18,807,Active,
CUST-0531,Nexus Labs 74,Startup,REG-01,2024-02-11,140966.39,622,Active,
CUST-0532,Titan Solutions 75,Mid-Market,REG-04,2023-06-13,208529.85,764,Active,
CUST-0533,Nexus Labs 55,Enterprise,REG-02,2025-02-18,601686.88,636,Active,
CUST-0534,Starlight Tech 95,Mid-Market,REG-05,2025-07-18,545303.25,719,Active,
CUST-0535,Horizon Tech 15,SMB,REG-01,2024-12-21,292110.35,782,Active,
CUST-0536,Quantum Digital 82,Mid-Market,REG-04,2024-10-31,318185.18,770,Active,
CUST-0537,Vanguard Digital 42,Government,REG-02,2024-06-12,272628.99,829,Active,
CUST-0538,Horizon Labs 87,Enterprise,REG-05,2025-06-22,296597.27,662,Active,
CUST-0539,Paramount Enterprises 37,Mid-Market,REG-02,2023-06-11,309222.62,803,Active,
CUST-0540,Starlight Holdings 52,Enterprise,REG-04,2024-11-22,593962.81,673,Active,
CUST-0541,Omni Tech 41,Enterprise,REG-02,2024-08-10,693304.2,654,Active,
CUST-0542,Apex Solutions 17,Mid-Market,REG-03,2025-08-02,209020.65,723,Active,
CUST-0543,Titan Tech 94,SMB,REG-01,2023-08-10,162300.84,740,Active,
CUST-0544,Nexus Dynamics 62,Startup,REG-02,2025-03-24,195661.53,816,Active,
CUST-0545,Paramount Enterprises 31,SMB,REG-04,2024-09-02,197649.0,678,Active,
CUST-0546,Nexus Systems 12,Mid-Market,REG-05,2025-05-30,610136.57,795,Active,
CUST-0547,Nexus Systems 32,Government,REG-05,2024-09-06,107566.45,820,Active,
CUST-0548,Vanguard Systems 71,Mid-Market,REG-05,2024-07-06,565136.98,849,Active,
CUST-0549,Omni Digital 63,SMB,REG-01,2024-12-15,182454.13,678,Active,
CUST-0550,Horizon Holdings 54,Startup,REG-05,2023-04-11,156372.35,685,Active,
CUST-0551,Starlight Systems 46,Startup,REG-05,2024-02-23,114451.24,621,Active,
CUST-0552,Apex Digital 25,Startup,REG-01,2024-01-20,213636.53,796,Active,
CUST-0553,Omni Industries 23,Mid-Market,REG-04,2024-10-29,431953.6,686,Active,
CUST-0554,Omni Industries 88,SMB,REG-04,2025-02-12,100923.42,761,Active,
CUST-0555,Horizon Solutions 57,Startup,REG-05,2024-05-10,113444.41,698,Active,
CUST-0556,Omni Solutions 94,Enterprise,REG-02,2024-04-02,860220.6,661,Churned,2025-03-18
CUST-0557,Omni Industries 80,Startup,REG-01,2023-06-14,147275.92,782,Churned,2023-10-28
CUST-0558,Nexus Labs 86,Government,REG-01,2023-03-07,208391.4,714,Churned,2023-06-24
CUST-0559,Omni Holdings 88,Startup,REG-03,2024-12-29,290882.46,634,Active,
CUST-0560,Nexus Labs 66,Enterprise,REG-02,2025-05-20,749773.69,825,Active,
CUST-0561,Starlight Tech 86,Startup,REG-05,2024-12-16,107917.74,663,Active,
CUST-0562,Synergy Dynamics 93,Enterprise,REG-02,2023-03-30,1047215.0,819,Active,
CUST-0563,Omni Holdings 85,Mid-Market,REG-05,2023-01-16,515309.05,637,Active,
CUST-0564,Paramount Enterprises 81,Startup,REG-03,2023-12-22,290821.92,690,Active,
CUST-0565,Starlight Labs 61,Startup,REG-01,2023-09-25,93758.7,749,Churned,2024-01-30
CUST-0566,Paramount Enterprises 53,Enterprise,REG-05,2025-09-06,400481.71,757,Active,
CUST-0567,Titan Enterprises 98,Government,REG-04,2024-07-30,307633.45,682,Active,
CUST-0568,Horizon Labs 85,Enterprise,REG-04,2023-04-30,400592.29,717,Active,
CUST-0569,Starlight Dynamics 50,Government,REG-03,2024-06-12,331043.36,799,Active,
CUST-0570,Starlight Enterprises 21,Government,REG-03,2023-03-19,339548.18,665,Active,
CUST-0571,Synergy Dynamics 83,SMB,REG-02,2025-08-27,236539.06,668,Active,
CUST-0572,Starlight Dynamics 40,SMB,REG-02,2023-08-23,100691.64,683,Active,
CUST-0573,Synergy Solutions 23,Enterprise,REG-01,2024-11-23,1011307.22,746,Active,
CUST-0574,Paramount Tech 71,SMB,REG-05,2023-11-19,173085.09,845,Active,
CUST-0575,Quantum Labs 33,Startup,REG-03,2024-02-12,105523.2,767,Active,
CUST-0576,Paramount Holdings 71,Startup,REG-01,2024-05-29,136822.24,840,Active,
CUST-0577,Nexus Labs 25,Startup,REG-04,2023-11-20,222302.64,623,Active,
CUST-0578,Omni Systems 51,SMB,REG-05,2025-06-01,114925.19,760,Active,
CUST-0579,Quantum Labs 88,SMB,REG-03,2023-07-08,174692.5,673,Active,
CUST-0580,Synergy Industries 61,SMB,REG-04,2023-07-04,192852.43,767,Active,
CUST-0581,Vanguard Enterprises 40,Startup,REG-04,2025-05-26,145220.85,657,Active,
CUST-0582,Nexus Labs 11,Mid-Market,REG-04,2024-05-26,183959.43,848,Active,
CUST-0583,Paramount Digital 50,Government,REG-03,2023-09-14,342962.3,765,Churned,2024-02-01
CUST-0584,Nexus Tech 37,SMB,REG-04,2025-05-09,207465.55,735,Active,
CUST-0585,Quantum Industries 56,Startup,REG-05,2025-08-12,252503.97,708,Churned,2026-01-11
CUST-0586,Synergy Dynamics 83,Startup,REG-05,2023-06-28,294843.28,692,Active,
CUST-0587,Paramount Labs 67,Enterprise,REG-04,2024-09-20,425708.13,781,Active,
CUST-0588,Nexus Industries 63,Startup,REG-05,2024-02-19,262225.19,638,Churned,2024-11-10
CUST-0589,Starlight Industries 50,SMB,REG-03,2024-09-11,211161.07,689,Active,
CUST-0590,Synergy Digital 67,Government,REG-02,2023-07-08,474395.33,652,Active,
CUST-0591,Quantum Systems 36,Mid-Market,REG-04,2023-04-16,162554.55,844,Active,
CUST-0592,Apex Tech 60,Startup,REG-01,2023-04-17,115613.07,659,Churned,2024-01-31
CUST-0593,Quantum Dynamics 41,SMB,REG-04,2024-10-03,81602.93,754,Active,
CUST-0594,Apex Tech 94,SMB,REG-03,2025-06-03,169038.69,842,Active,
CUST-0595,Quantum Digital 66,Mid-Market,REG-05,2023-07-01,434957.01,736,Active,
CUST-0596,Titan Holdings 77,Startup,REG-03,2025-07-19,136792.08,758,Active,
CUST-0597,Vanguard Labs 49,SMB,REG-04,2023-09-24,88929.38,622,Churned,2024-03-01
CUST-0598,Synergy Enterprises 70,Startup,REG-01,2024-12-05,280522.1,813,Active,
CUST-0599,Apex Holdings 47,Startup,REG-02,2025-03-26,51804.5,715,Active,
CUST-0600,Paramount Holdings 60,Mid-Market,REG-02,2025-01-02,515414.82,719,Active,
CUST-0601,Starlight Enterprises 20,Government,REG-02,2024-06-13,434042.23,776,Active,
CUST-0602,Quantum Enterprises 93,Startup,REG-03,2024-02-27,97000.16,637,Active,
CUST-0603,Quantum Systems 91,Government,REG-05,2024-04-08,212460.36,779,Active,
CUST-0604,Synergy Tech 29,Enterprise,REG-05,2023-01-23,337695.4,646,Active,
