transaction_id,transaction_date,revenue,operating_expense,marketing_expense,payroll_expense,operating_profit,cash_flow,budget
FIN-00284,2023-10-11,287690.42,105880.13,49827.88,61323.0,70659.41,66628.38,312929.85
FIN-00285,2023-10-12,319421.63,116610.29,42617.52,90099.37,70094.45,73173.2,307187.55
FIN-00286,2023-10-13,80989.66,28991.98,14697.87,21564.25,15735.56,15086.21,77511.65
FIN-00287,2023-10-14,253443.33,63808.83,31265.66,54927.06,103441.78,88753.42,276855.51
FIN-00288,2023-10-15,345594.87,136700.04,64227.75,83024.29,61642.79,60274.19,377174.67
FIN-00289,2023-10-16,298524.46,91910.92,52328.12,91878.78,62406.64,71463.21,310039.12
FIN-00290,2023-10-17,281792.37,97826.48,45593.62,97731.35,40640.92,39221.55,274356.07
FIN-00291,2023-10-18,338888.62,93217.3,65594.07,100361.66,79715.59,68769.37,334381.93
FIN-00292,2023-10-19,324160.75,110379.41,47669.04,84963.81,81148.49,80296.78,314951.36
FIN-00293,2023-10-20,265211.63,90065.33,28050.0,64448.5,82647.8,80933.71,268498.86
FIN-00294,2023-10-21,294507.19,108970.87,34719.97,82187.09,68629.26,64015.31,308142.61
FIN-00295,2023-10-22,205350.67,64160.56,31665.62,43765.75,65758.74,74941.38,210600.99
FIN-00296,2023-10-23,159237.86,50630.28,29989.82,55382.62,23235.14,25836.57,152395.0
FIN-00297,2023-10-24,213277.28,67811.41,37938.27,71645.45,35882.15,37479.13,233235.58
FIN-00298,2023-10-25,432287.08,153737.17,86262.23,104568.07,87719.61,90883.93,442029.69
FIN-00299,2023-10-26,223725.3,77140.03,44705.33,46208.49,55671.45,48164.73,245215.88
FIN-00300,2023-10-27,157155.72,44041.86,20292.55,37196.39,55624.92,48665.73,172652.95
FIN-00301,2023-10-28,317006.19,97262.7,48690.53,75643.33,95409.63,82546.14,310814.2
FIN-00302,2023-10-29,152017.4,46656.24,29796.69,40525.79,35038.68,35631.48,159164.47
FIN-00303,2023-10-30,360118.38,98952.49,63619.82,74745.51,122800.56,134942.08,389626.64
FIN-00304,2023-10-31,277627.19,102125.58,34775.88,67324.01,73401.72,75060.79,286388.41
FIN-00305,2023-11-01,196376.26,74891.55,36385.12,57339.03,27760.56,27279.49,215039.55
FIN-00306,2023-11-02,207497.61,77831.07,36693.45,54336.88,38636.21,39740.25,204031.63
FIN-00307,2023-11-03,173028.85,53776.35,17714.01,53587.15,47951.34,42219.53,166736.09
FIN-00308,2023-11-04,125489.48,47290.34,23262.1,43031.2,11905.84,13335.19,119574.65
FIN-00309,2023-11-05,261340.2,73386.89,43503.02,88101.69,56348.6,63468.23,255442.13
FIN-00310,2023-11-06,422099.85,110292.01,66722.56,105297.97,139787.31,150155.51,448932.74
FIN-00311,2023-11-07,268952.96,93981.77,48781.85,87608.2,38581.14,40552.11,276327.44
FIN-00312,2023-11-08,384766.4,124363.83,72539.56,120662.96,67200.05,71680.58,417035.22
FIN-00313,2023-11-09,110402.92,34338.93,18190.99,22828.56,35044.44,33528.43,106106.94
FIN-00314,2023-11-10,137384.14,41347.59,16514.33,37467.66,42054.56,39533.86,145444.99
FIN-00315,2023-11-11,239142.12,64499.77,42344.57,64612.08,67685.7,69512.82,240366.31
FIN-00316,2023-11-12,281865.39,71654.31,49192.62,88366.14,72652.32,79619.8,301446.48
FIN-00317,2023-11-13,443438.46,143289.16,88565.82,106941.46,104642.02,111572.64,431073.46
FIN-00318,2023-11-14,203449.74,80388.85,27272.88,68457.76,27330.25,25714.25,211249.36
FIN-00319,2023-11-15,157117.93,47032.35,20193.93,37118.03,52773.62,57031.07,158591.34
FIN-00320,2023-11-16,53984.98,21035.85,5638.51,15935.11,11375.51,12507.19,56719.87
FIN-00321,2023-11-17,216449.22,85449.46,39438.29,61815.64,29745.83,32110.43,236056.55
FIN-00322,2023-11-18,395875.9,112139.38,63938.12,84010.38,135788.02,155409.96,397308.09
FIN-00323,2023-11-19,123216.66,47283.4,21186.55,34182.66,20564.05,18924.22,118035.75
FIN-00324,2023-11-20,180894.56,64943.07,35713.99,39604.56,40632.94,40880.43,195094.44
FIN-00325,2023-11-21,355403.47,115488.01,56584.7,111507.81,71822.95,69450.67,344537.12
FIN-00326,2023-11-22,346045.79,98144.11,38218.93,112017.2,97665.55,101008.1,354044.78
FIN-00327,2023-11-23,382577.0,142747.9,42938.18,126910.41,69980.51,72698.35,400776.55
FIN-00328,2023-11-24,256411.69,85106.76,49299.72,84748.68,37256.53,33605.74,251503.9
FIN-00329,2023-11-25,200245.86,51460.56,25241.86,65356.04,58187.4,55962.2,206779.05
FIN-00330,2023-11-26,235499.12,69091.54,35922.89,72434.09,58050.6,64297.19,246979.46
FIN-00331,2023-11-27,85589.18,31177.02,13492.39,29070.52,11849.25,12437.28,84048.48
FIN-00332,2023-11-28,218680.66,59162.81,24734.47,70643.65,64139.73,61348.44,236567.66
FIN-00333,2023-11-29,69287.5,21789.23,10046.02,21541.4,15910.85,17412.35,74500.07
FIN-00334,2023-11-30,183806.19,47875.07,18955.91,41131.55,75843.66,66217.29,176257.78
FIN-00335,2023-12-01,86798.08,31025.63,11926.22,20072.87,23773.36,22651.46,93788.17
FIN-00336,2023-12-02,329288.87,126682.63,42412.9,105369.0,54824.34,58437.18,314720.85
FIN-00337,2023-12-03,257971.67,83026.79,47435.44,89019.76,38489.68,42563.21,261431.16
FIN-00338,2023-12-04,287535.03,72047.55,44930.1,77175.33,93382.05,80813.53,278685.17
FIN-00339,2023-12-05,184946.46,62805.55,20540.75,49220.95,52379.21,59915.92,200560.5
FIN-00340,2023-12-06,216533.25,62076.0,39975.42,43371.35,71110.48,68117.2,218790.65
FIN-00341,2023-12-07,168874.38,54709.14,28873.34,58190.14,27101.76,28389.29,173600.08
FIN-00342,2023-12-08,195307.24,51304.85,36918.84,56693.39,50390.16,49630.65,199813.85
FIN-00343,2023-12-09,130691.84,35201.83,19065.13,34697.35,41727.53,45641.6,135731.36
FIN-00344,2023-12-10,171237.71,48451.71,27103.64,41948.02,53734.34,54420.3,173275.96
FIN-00345,2023-12-11,305683.6,119069.95,60381.19,71590.03,54642.43,60994.53,301401.56
FIN-00346,2023-12-12,112028.86,28550.56,22137.16,28539.3,32801.84,29513.51,116760.01
FIN-00347,2023-12-13,303020.04,84697.84,58215.69,72137.3,87969.21,92009.32,305160.78
FIN-00348,2023-12-14,289253.69,94081.91,50993.42,60656.34,83522.02,94381.4,291173.23
FIN-00349,2023-12-15,281956.19,79735.12,41851.13,81878.13,78491.81,81303.53,309497.97
FIN-00350,2023-12-16,220868.75,71423.31,27327.67,52005.72,70112.05,61395.59,237828.26
FIN-00351,2023-12-17,387054.35,124484.98,70315.97,78857.89,113395.51,114281.85,380559.01
FIN-00352,2023-12-18,175996.46,55500.26,19057.93,48416.32,53021.95,48352.72,175875.77
FIN-00353,2023-12-19,158416.4,43724.53,25558.71,36294.24,52838.92,52236.55,167848.22
FIN-00354,2023-12-20,247911.85,63876.63,27114.39,74294.21,82626.62,74644.88,253875.08
FIN-00355,2023-12-21,328997.44,98292.7,40257.16,70454.36,119993.22,130408.12,314539.28
FIN-00356,2023-12-22,229222.17,73906.09,33878.13,69262.49,52175.46,58673.43,250063.76
FIN-00357,2023-12-23,294476.56,83844.41,52672.46,95762.23,62197.46,59226.98,298282.51
FIN-00358,2023-12-24,383313.27,136710.71,55466.28,89947.8,101188.48,105070.64,419228.34
FIN-00359,2023-12-25,227835.35,62891.53,23300.86,77398.73,64244.23,66957.63,236252.2
FIN-00360,2023-12-26,186423.18,56654.47,37233.05,52746.88,39788.78,38182.69,201268.6
FIN-00361,2023-12-27,316849.56,86094.73,33132.18,109543.9,88078.75,93086.99,307689.92
FIN-00362,2023-12-28,114056.57,34879.45,19587.06,30840.1,28749.96,32345.25,112449.92
FIN-00363,2023-12-29,284568.99,110967.75,31364.1,57532.99,84704.15,73329.36,297888.46
FIN-00364,2023-12-30,181407.83,49604.61,29078.29,61393.95,41330.98,45800.05,177594.69
FIN-00365,2023-12-31,283302.44,73170.62,35283.43,98552.63,76295.76,72022.15,293107.94
FIN-00366,2024-01-01,205728.64,73948.69,31133.71,43267.11,57379.13,49939.13,217986.33
FIN-00367,2024-01-02,210506.63,70191.23,23383.64,50073.97,66857.79,76454.66,217331.43
FIN-00368,2024-01-03,116941.99,32112.88,13256.66,27850.27,43722.18,44021.61,124851.46
FIN-00369,2024-01-04,70493.44,23512.84,11724.84,22172.04,13083.72,12096.65,73210.49
FIN-00370,2024-01-05,271429.63,72156.22,46143.98,70950.69,82178.74,85906.01,283156.81
FIN-00371,2024-01-06,190349.12,73124.5,31916.56,57804.43,27503.63,28023.36,182166.26
FIN-00372,2024-01-07,152826.6,54568.65,21499.71,33685.98,43072.26,37971.78,152439.49
FIN-00373,2024-01-08,187176.18,68512.22,31225.28,40653.04,46785.64,45303.83,205764.56
FIN-00374,2024-01-09,373372.91,98878.51,51639.43,116716.5,106138.47,113723.94,365542.3
FIN-00375,2024-01-10,297356.4,98814.45,45321.99,97360.24,55859.72,63255.07,291472.8
FIN-00376,2024-01-11,137858.2,53352.84,16538.25,44385.4,23581.71,23085.22,150950.61
FIN-00377,2024-01-12,268960.81,72209.12,36812.21,76233.7,83705.78,74841.08,285621.84
FIN-00378,2024-01-13,216311.37,79383.12,35708.76,68863.77,32355.72,35873.89,214448.68
FIN-00379,2024-01-14,184091.11,53653.43,36398.1,43476.29,50563.29,43498.08,187853.84
FIN-00380,2024-01-15,276179.39,83829.33,37953.17,67872.09,86524.8,90366.47,268103.38
FIN-00381,2024-01-16,221084.32,67218.72,41343.44,71377.17,41144.99,39287.18,210620.32
FIN-00382,2024-01-17,69563.02,26885.91,10882.84,15467.17,16327.1,14023.55,66399.41
FIN-00383,2024-01-18,319568.49,102199.26,38177.49,96353.23,82838.51,74908.24,328754.9
FIN-00384,2024-01-19,190486.62,63761.24,27218.88,41687.96,57818.54,53541.54,193835.78
FIN-00385,2024-01-20,237036.07,81843.27,24230.76,76481.42,54480.62,56525.24,243629.28
FIN-00386,2024-01-21,158497.53,54260.06,27853.9,44096.98,32286.59,29654.24,158319.94
FIN-00387,2024-01-22,101928.43,34214.29,10531.05,23394.6,33788.49,29205.78,110244.57
FIN-00388,2024-01-23,297422.68,78114.66,37686.54,63435.42,118186.06,122705.47,325838.07
FIN-00389,2024-01-24,370574.48,130068.99,67777.22,116831.75,55896.52,58120.5,374677.02
FIN-00390,2024-01-25,297887.67,102428.37,52411.07,82139.65,60908.58,55925.12,314911.59
FIN-00391,2024-01-26,247415.52,63824.11,39198.91,82135.45,62257.05,69989.6,247450.27
FIN-00392,2024-01-27,184056.99,51119.37,19617.98,40845.02,72474.62,74836.89,175964.17
FIN-00393,2024-01-28,218275.76,62535.28,21940.32,46927.02,86873.14,77873.02,237942.65
FIN-00394,2024-01-29,189095.17,57400.77,36224.58,65260.46,30209.36,27572.42,190818.61
FIN-00395,2024-01-30,88241.93,28507.8,14378.83,25517.29,19838.01,20736.33,96917.6
FIN-00396,2024-01-31,117447.47,39993.29,13507.26,31204.24,32742.68,29997.56,120196.38
FIN-00397,2024-02-01,241431.36,64671.19,47420.69,53412.39,75927.09,65684.29,257058.87
FIN-00398,2024-02-02,52425.35,20002.19,9999.02,11090.47,11333.67,9951.23,56923.1
FIN-00399,2024-02-03,256815.06,73071.14,43794.95,57360.96,82588.01,88446.75,259453.03
FIN-00400,2024-02-04,265860.39,73002.97,28852.74,72579.94,91424.74,79493.98,264952.17
FIN-00401,2024-02-05,147951.98,37968.92,18058.34,48624.5,43300.22,47501.02,150210.93
FIN-00402,2024-02-06,376027.73,129591.53,73356.66,96598.72,76480.82,79502.95,393162.46
FIN-00403,2024-02-07,136063.42,52665.12,20205.96,36967.66,26224.68,23974.42,131745.82
FIN-00404,2024-02-08,157287.37,57214.1,21308.15,40770.36,37994.76,34819.16,150654.07
FIN-00405,2024-02-09,328996.76,99964.95,58247.43,86651.09,84133.29,74616.31,319034.07
FIN-00406,2024-02-10,308756.31,90077.18,43466.18,94098.74,81114.21,85110.82,312928.09
FIN-00407,2024-02-11,241801.76,95779.07,35424.92,53434.04,57163.73,56626.84,243158.3
FIN-00408,2024-02-12,372405.18,119827.45,69727.76,110640.72,72209.25,64104.59,357720.21
FIN-00409,2024-02-13,227818.0,83921.98,44782.9,66249.01,32864.11,37046.38,238766.51
FIN-00410,2024-02-14,231180.75,75810.15,33458.68,49983.52,71928.4,71710.66,237893.97
FIN-00411,2024-02-15,92829.96,35732.8,10059.92,20946.93,26090.31,24750.03,94761.63
FIN-00412,2024-02-16,184122.84,67851.36,24995.39,39773.22,51502.87,45545.07,178616.85
FIN-00413,2024-02-17,151793.1,40704.16,27693.57,42935.05,40460.32,45490.89,152391.3
FIN-00414,2024-02-18,211053.47,57308.73,39551.31,47215.03,66978.4,67850.94,204605.08
FIN-00415,2024-02-19,123739.88,36923.16,20790.25,29252.06,36774.41,32555.95,126569.18
FIN-00416,2024-02-20,244376.83,82683.42,38558.37,76658.53,46476.51,45359.92,257379.72
FIN-00417,2024-02-21,260968.4,85308.35,50599.84,82037.01,43023.2,43110.95,261821.05
FIN-00418,2024-02-22,196037.02,64419.08,23088.61,40330.76,68198.57,76034.33,209268.27
FIN-00419,2024-02-23,182237.2,65014.36,28805.55,42583.75,45833.54,44903.4,189807.72
FIN-00420,2024-02-24,216288.57,54285.0,23127.39,59927.92,78948.26,82458.34,209260.97
FIN-00421,2024-02-25,149913.7,42035.32,27229.26,44987.48,35661.64,35031.8,144265.77
FIN-00422,2024-02-26,142564.97,40890.24,19192.29,42223.98,40258.46,38879.25,145669.62
FIN-00423,2024-02-27,83528.31,28442.71,9408.06,26747.29,18930.25,20866.35,81785.41
FIN-00424,2024-02-28,101610.37,32550.22,13502.32,25534.96,30022.87,31792.81,108110.25
FIN-00425,2024-02-29,176802.9,46784.94,18739.75,48645.29,62632.92,57512.75,182017.96
FIN-00426,2024-03-01,238118.04,90534.36,39622.42,47656.8,60304.46,59258.35,255784.84
FIN-00427,2024-03-02,91920.0,33822.1,18109.12,28627.35,11361.43,12920.11,100265.96
FIN-00428,2024-03-03,317957.34,81478.56,39732.37,91859.36,104887.05,108011.52,333702.84
FIN-00429,2024-03-04,279713.67,107497.3,36782.86,56837.9,78595.61,72673.86,275411.34
FIN-00430,2024-03-05,182384.52,65480.3,18330.17,43177.67,55396.38,59382.1,185749.94
FIN-00431,2024-03-06,399482.26,138254.64,45450.6,109424.33,106352.69,96909.45,438706.89
FIN-00432,2024-03-07,366372.06,94328.94,66382.81,125653.13,80007.18,86916.91,357785.8
FIN-00433,2024-03-08,218135.45,78063.63,35229.9,65550.72,39291.2,35983.33,211890.08
FIN-00434,2024-03-09,343158.51,87067.05,43083.37,92894.06,120114.03,111437.13,360160.96
FIN-00435,2024-03-10,259835.75,81252.14,33788.49,60285.8,84509.32,96828.95,281957.83
FIN-00436,2024-03-11,253593.69,86212.45,29015.46,65435.27,72930.51,69518.46,263568.13
FIN-00437,2024-03-12,129246.52,49307.28,14837.36,44345.44,20756.44,23695.24,138395.96
FIN-00438,2024-03-13,40297.2,13715.2,5835.38,8817.13,11929.49,13308.22,43231.13
FIN-00439,2024-03-14,69475.36,19511.74,7447.48,18670.1,23846.04,20634.19,72961.1
FIN-00440,2024-03-15,178973.22,65043.51,20195.83,56118.27,37615.61,43174.08,184891.52
FIN-00441,2024-03-16,183282.4,57749.29,24701.99,51806.87,49024.25,49131.68,186619.27
FIN-00442,2024-03-17,246014.14,91447.84,44573.95,74467.51,35524.84,32134.62,258778.51
FIN-00443,2024-03-18,157793.05,40879.53,18696.41,39847.21,58369.9,57236.19,161546.98
FIN-00444,2024-03-19,231178.81,73993.23,45746.94,77776.16,33662.48,31857.71,253485.82
FIN-00445,2024-03-20,388567.63,112609.47,40871.39,115039.62,120047.15,105206.42,393237.44
FIN-00446,2024-03-21,157099.74,43821.38,25376.75,53797.35,34104.26,37494.47,151741.11
FIN-00447,2024-03-22,113089.07,28678.98,15811.96,32845.04,35753.09,32728.67,113496.19
FIN-00448,2024-03-23,276902.58,76212.27,46558.81,88223.48,65908.02,72905.62,263498.13
FIN-00449,2024-03-24,75560.7,22448.22,8665.99,25954.75,18491.74,18519.16,79044.94
FIN-00450,2024-03-25,120570.08,32436.43,21446.25,25539.91,41147.49,43837.63,127042.63
FIN-00451,2024-03-26,237425.47,72477.67,34838.16,57471.14,72638.5,67130.7,258102.6
FIN-00452,2024-03-27,196407.48,66207.89,28236.82,64732.4,37230.37,41811.4,189724.44
FIN-00453,2024-03-28,408829.3,161929.17,45088.47,124122.63,77689.03,85971.44,410379.64
FIN-00454,2024-03-29,55297.43,14627.19,8864.24,17640.97,14165.03,14722.55,54901.37
FIN-00455,2024-03-30,260439.62,81802.86,37691.64,75987.51,64957.61,68417.08,256464.81
FIN-00456,2024-03-31,228470.72,64129.42,43139.45,67764.63,53437.22,59870.66,233069.65
FIN-00457,2024-04-01,181564.42,56462.2,28752.57,49516.43,46833.22,47379.15,198507.47
FIN-00458,2024-04-02,407833.21,160094.31,53688.86,132409.1,61640.94,66463.04,401393.84
FIN-00459,2024-04-03,125735.01,46658.73,22210.34,30492.9,26373.04,26541.26,132838.6
FIN-00460,2024-04-04,273801.74,83950.91,37193.31,58700.5,93957.02,90394.57,277850.31
FIN-00461,2024-04-05,132160.69,48403.64,15418.63,43809.71,24528.71,22978.15,126325.25
FIN-00462,2024-04-06,248661.91,70801.98,42123.53,81511.69,54224.71,52868.67,259048.67
FIN-00463,2024-04-07,154309.33,54070.97,20702.51,33543.69,45992.16,48663.6,149902.97
FIN-00464,2024-04-08,286597.11,77460.9,49509.78,82432.9,77193.53,79527.09,308621.58
FIN-00465,2024-04-09,98362.39,30816.46,13294.26,31584.03,22667.64,22507.35,100237.31
FIN-00466,2024-04-10,254364.75,67095.08,43311.82,66465.26,77492.59,87990.0,243164.8
FIN-00467,2024-04-11,267943.07,99260.79,53513.37,63793.39,51375.52,50557.79,271463.63
FIN-00468,2024-04-12,86527.03,26814.52,14929.37,26407.26,18375.88,20677.26,93166.12
FIN-00469,2024-04-13,184441.58,53689.12,18523.08,52162.37,60067.01,61358.07,201480.13
FIN-00470,2024-04-14,122342.5,47263.58,23990.02,28085.64,23003.26,25250.85,134447.35
FIN-00471,2024-04-15,133414.38,50527.83,18809.98,29450.42,34626.15,34342.2,130475.64
FIN-00472,2024-04-16,321605.78,123880.52,44182.76,84971.3,68571.2,74331.06,321250.54
FIN-00473,2024-04-17,150942.27,50195.73,17441.93,31478.16,51826.45,58934.19,155908.76
FIN-00474,2024-04-18,467872.37,134709.39,91839.68,125683.91,115639.39,111910.32,470547.29
FIN-00475,2024-04-19,110782.83,36432.48,20860.66,32665.65,20824.04,21275.25,113976.05
FIN-00476,2024-04-20,249371.13,65892.35,35929.36,55026.95,92522.47,80138.9,269330.16
FIN-00477,2024-04-21,142814.86,36878.12,21343.59,35624.94,48968.21,52247.1,141081.32
FIN-00478,2024-04-22,234440.35,59831.98,43965.97,47074.06,83568.34,86878.68,235894.25
FIN-00479,2024-04-23,112718.87,34476.19,14293.88,33985.75,29963.05,29626.4,113481.35
FIN-00480,2024-04-24,194460.8,74889.1,31842.75,39030.8,48698.15,44239.93,204327.35
FIN-00481,2024-04-25,230817.48,76667.34,31460.33,70427.3,52262.51,50660.09,244325.41
FIN-00482,2024-04-26,193039.55,75694.82,25679.07,60288.3,31377.36,33639.93,183435.13
FIN-00483,2024-04-27,177449.51,66688.36,25945.13,36545.94,48270.08,45190.78,182027.1
FIN-00484,2024-04-28,308433.9,90084.52,47378.21,94696.36,76274.81,72944.51,338225.85
FIN-00485,2024-04-29,250920.65,96123.89,34653.02,59906.06,60237.68,53383.78,267357.76
FIN-00486,2024-04-30,158126.9,59607.65,19624.98,43140.53,35753.74,37863.94,168691.21
FIN-00487,2024-05-01,291773.09,97493.65,56943.64,102099.83,35235.97,31430.83,299550.48
FIN-00488,2024-05-02,65228.18,21097.08,12816.0,18976.26,12338.84,10955.33,62069.85
FIN-00489,2024-05-03,217151.85,63293.19,22627.79,63967.11,67263.76,65407.99,216156.11
FIN-00490,2024-05-04,307346.17,92926.45,41708.82,88460.38,84250.52,84475.71,307303.83
FIN-00491,2024-05-05,378530.1,138218.15,71294.49,109079.87,59937.59,66173.26,382086.5
FIN-00492,2024-05-06,208044.97,59977.63,33736.73,61905.92,52424.69,56586.06,205533.6
FIN-00493,2024-05-07,169831.2,46138.23,26179.42,53528.08,43985.47,49862.59,167861.7
FIN-00494,2024-05-08,141278.02,38795.23,23830.79,48203.8,30448.2,28491.27,134842.16
FIN-00495,2024-05-09,147460.3,41028.79,18812.31,33929.09,53690.11,61600.98,142159.28
FIN-00496,2024-05-10,292119.32,95749.73,41437.47,67714.88,87217.24,82170.83,311773.23
FIN-00497,2024-05-11,310996.61,92302.29,45782.59,101827.69,71084.04,78651.67,337804.78
FIN-00498,2024-05-12,204207.59,58757.06,25658.12,54472.64,65319.77,66014.63,200832.11
FIN-00499,2024-05-13,184444.45,56304.31,24498.28,37323.39,66318.47,75011.7,199579.15
FIN-00500,2024-05-14,138243.47,38115.12,21154.5,44200.54,34773.31,35387.51,142471.75
FIN-00501,2024-05-15,82298.25,29225.76,10980.18,22361.82,19730.49,19922.06,84090.56
FIN-00502,2024-05-16,228398.82,82821.29,40158.11,57882.17,47537.25,54255.16,241544.8
FIN-00503,2024-05-17,227596.69,70620.07,32748.67,70349.18,53878.77,55189.73,220576.29
FIN-00504,2024-05-18,186238.06,47752.57,30369.03,51020.44,57096.02,57586.49,194315.35
FIN-00505,2024-05-19,182510.69,56438.48,36283.68,44056.54,45731.99,40908.62,184460.9
FIN-00506,2024-05-20,134658.8,42727.95,19105.12,33561.54,39264.19,43633.88,138400.68
FIN-00507,2024-05-21,30415.18,8112.91,4078.87,8253.36,9970.04,9715.92,31710.58
FIN-00508,2024-05-22,207706.9,82314.84,31098.22,67992.28,26301.56,26476.88,221133.97
FIN-00509,2024-05-23,196556.58,61174.0,26263.68,68533.05,40585.85,38414.16,201847.85
FIN-00510,2024-05-24,136094.33,54399.7,21434.74,33717.57,26542.32,26605.53,140092.82
FIN-00511,2024-05-25,277142.83,102608.08,36971.44,82150.65,55412.66,48246.44,275154.32
FIN-00512,2024-05-26,176982.63,48869.18,24067.99,46099.65,57945.81,54350.61,182705.49
FIN-00513,2024-05-27,228826.31,82306.61,36013.06,49394.41,61112.23,53140.96,249006.41
FIN-00514,2024-05-28,193466.31,55107.46,21946.53,48796.97,67615.35,59798.36,204058.11
FIN-00515,2024-05-29,199797.17,50021.49,37569.94,55770.86,56434.88,52405.94,199416.91
FIN-00516,2024-05-30,290914.36,87558.2,56786.92,97665.39,48903.85,50335.03,304354.22
FIN-00517,2024-05-31,349837.27,138099.52,35928.47,102047.45,73761.83,73037.4,378784.69
FIN-00518,2024-06-01,332272.27,102125.76,51606.0,69865.45,108675.06,94195.61,323170.01
FIN-00519,2024-06-02,232230.18,77902.18,38391.62,52409.44,63526.94,69591.94,253765.16
FIN-00520,2024-06-03,100462.3,26476.6,13715.87,23987.22,36282.61,37366.3,102088.96
FIN-00521,2024-06-04,120851.26,36302.65,19428.58,31622.16,33497.87,33478.4,116731.61
FIN-00522,2024-06-05,216594.41,71175.34,32366.12,56081.79,56971.16,60912.7,223441.49
FIN-00523,2024-06-06,285936.1,88272.7,54566.08,59296.82,83800.5,86388.39,302752.24
FIN-00524,2024-06-07,108954.56,36718.82,19672.62,33169.49,19393.63,17078.88,112681.76
FIN-00525,2024-06-08,252512.3,89403.48,32855.22,58115.67,72137.93,62677.62,254499.24
FIN-00526,2024-06-09,283621.0,83089.0,40343.89,94711.71,65476.4,56738.05,293125.14
FIN-00527,2024-06-10,403395.65,157941.0,51676.55,95277.15,98500.95,89915.5,420211.11
FIN-00528,2024-06-11,185285.89,52025.86,20429.76,59209.45,53620.82,46441.23,202978.07
FIN-00529,2024-06-12,160076.14,56713.17,18530.73,38487.18,46345.06,47513.83,171830.52
FIN-00530,2024-06-13,81531.84,28749.13,8378.27,18331.98,26072.46,26045.37,86688.99
FIN-00531,2024-06-14,70106.61,24270.88,12791.5,20583.42,12460.81,10880.06,71325.98
FIN-00532,2024-06-15,193248.94,76915.88,34085.84,65424.66,16822.56,15789.02,192465.17
FIN-00533,2024-06-16,294707.4,80598.95,30991.13,100395.19,82722.13,92640.45,320205.32
FIN-00534,2024-06-17,184492.92,65994.1,21426.92,38677.16,58394.74,54950.63,198238.02
FIN-00535,2024-06-18,141793.67,45059.57,20820.92,40551.13,35362.05,38870.97,154949.06
FIN-00536,2024-06-19,135075.43,51250.26,17759.22,29145.25,36920.7,39613.19,132486.09
FIN-00537,2024-06-20,109243.14,39678.25,21759.32,22218.36,25587.21,23140.19,110137.86
FIN-00538,2024-06-21,231034.58,86195.86,30106.93,59860.71,54871.08,53667.41,244482.31
FIN-00539,2024-06-22,58904.52,19320.08,7433.53,17923.1,14227.81,12439.74,56055.66
FIN-00540,2024-06-23,193699.52,60350.75,38104.28,59595.17,35649.32,35526.12,194473.8
FIN-00541,2024-06-24,279168.96,102415.11,48061.34,92263.51,36429.0,38135.69,276388.67
FIN-00542,2024-06-25,208976.13,81781.59,33379.29,70144.58,23670.67,24889.77,217509.13
FIN-00543,2024-06-26,226336.71,89748.94,34653.16,60190.87,41743.74,44284.62,235522.19
FIN-00544,2024-06-27,237530.67,64071.34,47093.74,69902.9,56462.69,62998.69,230302.79
FIN-00545,2024-06-28,221779.65,73924.47,36914.26,54135.43,56805.49,51630.12,218614.22
FIN-00546,2024-06-29,210755.05,56058.84,24559.97,57368.08,72768.16,63996.8,226085.28
FIN-00547,2024-06-30,223191.57,82655.17,40760.45,46966.64,52809.31,59323.57,231672.87
FIN-00548,2024-07-01,389151.33,101285.26,75586.53,105683.81,106595.73,93424.8,420471.44
FIN-00549,2024-07-02,421978.23,138816.85,83215.48,94722.55,105223.35,99441.91,448226.64
FIN-00550,2024-07-03,281216.56,73879.7,55864.6,68238.2,83234.06,83501.81,277883.72
FIN-00551,2024-07-04,160645.19,52428.72,21718.95,45581.4,40916.12,34959.92,152797.53
FIN-00552,2024-07-05,156627.46,53716.18,29975.29,47672.21,25263.78,24035.21,167098.16
FIN-00553,2024-07-06,211549.08,53300.81,41553.79,45064.66,71629.82,62705.8,201128.0
FIN-00554,2024-07-07,366694.43,95398.38,62057.56,112136.42,97102.07,86723.87,366014.48
FIN-00555,2024-07-08,101854.28,39530.86,14268.14,33951.41,14103.87,13196.58,109999.74
FIN-00556,2024-07-09,189319.85,51150.17,30717.7,40586.17,66865.81,75024.32,199370.92
FIN-00557,2024-07-10,342530.11,132729.12,53501.63,102955.28,53344.08,50059.85,337732.3
FIN-00558,2024-07-11,401257.99,101914.13,68146.18,121822.98,109374.7,109131.17,410049.23
FIN-00559,2024-07-12,107993.39,31232.08,21287.47,36661.6,18812.24,20034.74,105690.39
FIN-00560,2024-07-13,215944.27,62964.41,36371.25,61954.53,54654.08,61474.33,229876.82
FIN-00561,2024-07-14,62748.78,25090.16,8366.47,14988.8,14303.35,15639.65,59808.78
FIN-00562,2024-07-15,286649.44,79975.4,50691.46,99626.5,56356.08,63836.26,301703.09
FIN-00563,2024-07-16,330753.87,110226.59,48905.48,103113.14,68508.66,63797.42,351481.97
FIN-00564,2024-07-17,112868.7,44249.19,12544.78,35085.56,20989.17,20544.62,117735.95
FIN-00565,2024-07-18,179591.34,50981.23,24304.94,53929.45,50375.72,42887.27,176296.77
FIN-00566,2024-07-19,116138.17,40728.93,22917.16,39494.57,12997.51,11288.01,122186.33
FIN-00567,2024-07-20,153826.38,44043.49,23611.2,35740.81,50430.88,47674.1,160257.89
