customer_id,customer_name,customer_segment,region,acquisition_date,purchase_frequency,average_order_value,lifetime_value,retention_status
CUST-00549,Omni Digital 549,SMB,REG-03,2025-09-08,9.7,516.91,8855.79,Active
CUST-00550,Nexus Dynamic 550,SMB,REG-03,2023-05-18,14.2,1660.47,54322.77,Active
CUST-00551,Synergy Systems 551,Government,REG-05,2023-04-22,7.7,3934.8,95018.16,Active
CUST-00552,Starlight Media 552,Startup,REG-02,2023-09-27,15.2,2693.17,117612.86,Active
CUST-00553,Starlight Media 553,Enterprise,REG-05,2024-08-15,27.9,7695.38,705185.39,Active
CUST-00554,Nexus Dynamic 554,Startup,REG-04,2024-10-31,16.0,1780.37,48813.62,Active
CUST-00555,Innovate X 555,Mid-Market,REG-04,2024-05-28,22.4,3777.5,199269.39,Active
CUST-00556,Synergy Systems 556,Mid-Market,REG-05,2023-05-24,20.1,2254.02,153225.91,Active
CUST-00557,TechCorp 557,Government,REG-03,2023-02-11,8.9,3310.12,39611.44,Active
CUST-00558,TechCorp 558,Mid-Market,REG-05,2025-07-18,32.5,3716.65,399960.49,Active
CUST-00559,Innovate X 559,SMB,REG-01,2024-12-21,19.4,2717.48,96425.32,Active
CUST-00560,Apex Global 560,Startup,REG-05,2023-06-28,8.8,1824.81,40975.41,Active
CUST-00561,Horizon Inc 561,Startup,REG-03,2024-01-21,19.5,1280.15,53256.83,Active
CUST-00562,Apex Global 562,Government,REG-04,2025-06-27,19.3,3384.64,99267.44,Active
CUST-00563,Vanguard Solutions 563,Startup,REG-03,2023-08-05,4.7,1050.75,12764.34,Active
CUST-00564,Omni Digital 564,Government,REG-03,2025-01-07,6.1,4294.95,60303.96,Active
CUST-00565,Innovate X 565,Enterprise,REG-02,2023-02-14,12.9,7719.65,150357.65,Active
CUST-00566,Innovate X 566,Mid-Market,REG-01,2023-06-20,13.3,2260.26,102327.65,Active
CUST-00567,Synergy Systems 567,Enterprise,REG-03,2025-08-27,10.6,6216.64,229542.44,Active
CUST-00568,Starlight Media 568,Mid-Market,REG-04,2024-09-07,9.1,5078.52,137036.59,Active
CUST-00569,Omni Digital 569,SMB,REG-02,2025-01-11,14.3,3728.23,137124.23,Churned
CUST-00570,Synergy Systems 570,Government,REG-02,2023-04-22,3.4,3494.23,39104.04,Active
CUST-00571,Starlight Media 571,Startup,REG-01,2023-07-01,10.6,2651.62,36252.18,Active
CUST-00572,Omni Digital 572,Enterprise,REG-01,2024-05-08,41.6,10970.84,1113747.42,Churned
CUST-00573,Quantum Labs 573,Startup,REG-04,2024-01-15,17.7,2941.75,113853.99,Active
CUST-00574,Omni Digital 574,Government,REG-03,2024-08-26,24.7,5516.26,425859.65,Active
CUST-00575,Starlight Media 575,Mid-Market,REG-03,2024-05-03,31.6,7370.6,324393.83,Active
CUST-00576,Starlight Media 576,Government,REG-03,2023-07-13,3.1,4654.14,17549.47,Active
CUST-00577,Omni Digital 577,Enterprise,REG-04,2024-11-01,17.1,9945.02,363986.51,Churned
CUST-00578,Omni Digital 578,Startup,REG-03,2023-09-25,17.4,1982.47,70403.61,Active
CUST-00579,Nexus Dynamic 579,Mid-Market,REG-04,2024-07-19,32.2,4377.27,289153.58,Active
CUST-00580,Apex Global 580,SMB,REG-05,2023-12-19,15.9,1893.45,45687.37,Active
CUST-00581,Horizon Inc 581,Mid-Market,REG-04,2025-03-12,29.2,2132.57,105440.68,Active
CUST-00582,Apex Global 582,Startup,REG-05,2024-12-14,14.3,682.18,20436.49,Active
CUST-00583,Innovate X 583,Mid-Market,REG-04,2025-08-06,25.6,1616.98,74722.03,Active
CUST-00584,Innovate X 584,Enterprise,REG-04,2025-08-11,59.2,7946.64,1128264.86,Active
CUST-00585,Starlight Media 585,Enterprise,REG-02,2024-10-17,32.7,1612.46,166423.92,Active
CUST-00586,TechCorp 586,SMB,REG-02,2023-02-04,16.1,2286.92,103331.26,Active
CUST-00587,Horizon Inc 587,SMB,REG-02,2024-11-01,2.0,1051.06,7342.03,Active
CUST-00588,Starlight Media 588,Government,REG-04,2024-08-23,8.4,830.67,19665.26,Active
CUST-00589,Vanguard Solutions 589,SMB,REG-05,2025-07-25,12.5,1716.16,65979.58,Active
CUST-00590,Starlight Media 590,Government,REG-04,2024-08-11,3.1,1668.93,12232.39,Active
CUST-00591,Innovate X 591,SMB,REG-03,2025-08-27,4.1,2296.5,16879.39,Active
CUST-00592,Quantum Labs 592,SMB,REG-04,2025-09-16,8.8,2192.7,33951.44,Active
CUST-00593,Vanguard Solutions 593,Government,REG-05,2025-06-01,3.7,1360.41,6822.3,Active
CUST-00594,Vanguard Solutions 594,Mid-Market,REG-03,2024-02-27,38.4,4615.53,216647.22,Active
CUST-00595,Quantum Labs 595,SMB,REG-01,2024-02-13,14.1,3373.76,65402.41,Active
CUST-00596,Vanguard Solutions 596,SMB,REG-03,2023-08-12,18.1,1441.77,88162.11,Active
CUST-00597,Vanguard Solutions 597,Government,REG-02,2023-08-29,22.9,5331.9,204590.5,Active
CUST-00598,Quantum Labs 598,Startup,REG-03,2023-06-09,16.0,919.57,20311.78,Active
CUST-00599,Horizon Inc 599,Startup,REG-01,2025-02-21,17.4,3852.98,211210.28,Active
CUST-00600,Omni Digital 600,Government,REG-05,2025-06-08,10.4,1710.08,52604.04,Active
CUST-00601,Starlight Media 601,Mid-Market,REG-05,2023-05-12,5.9,6594.89,89497.96,Active
CUST-00602,Quantum Labs 602,SMB,REG-04,2025-05-31,14.4,1111.8,55169.65,Active
CUST-00603,Nexus Dynamic 603,SMB,REG-01,2023-01-13,14.1,1828.0,36902.3,Active
CUST-00604,Quantum Labs 604,Mid-Market,REG-05,2023-09-27,12.5,4299.42,140273.59,Active
CUST-00605,Synergy Systems 605,Government,REG-02,2024-03-05,21.9,2704.63,187464.41,Active
CUST-00606,Vanguard Solutions 606,Startup,REG-02,2025-09-29,12.4,1299.98,23046.42,Active
CUST-00607,TechCorp 607,Startup,REG-04,2025-05-26,8.9,1010.45,30630.54,Churned
CUST-00608,Horizon Inc 608,Mid-Market,REG-04,2024-05-26,8.8,7252.89,169169.28,Active
CUST-00609,TechCorp 609,Government,REG-03,2023-09-14,18.2,3731.13,143712.32,Active
CUST-00610,Horizon Inc 610,Mid-Market,REG-03,2024-05-02,34.2,1674.11,166757.6,Active
CUST-00611,Innovate X 611,Startup,REG-05,2025-08-12,16.6,1704.49,60749.78,Active
CUST-00612,Horizon Inc 612,Mid-Market,REG-05,2024-08-12,27.4,4769.07,451154.47,Active
CUST-00613,Synergy Systems 613,Startup,REG-04,2025-03-04,15.3,3613.71,114807.16,Active
CUST-00614,Synergy Systems 614,Mid-Market,REG-03,2024-03-07,26.7,5001.46,420977.87,Churned
CUST-00615,Nexus Dynamic 615,SMB,REG-02,2023-11-18,7.7,1519.75,21241.45,Active
CUST-00616,TechCorp 616,Government,REG-03,2025-02-04,18.8,5819.01,235442.31,Active
CUST-00617,Omni Digital 617,Mid-Market,REG-02,2024-11-08,13.1,6207.13,237793.03,Active
CUST-00618,Starlight Media 618,Enterprise,REG-01,2023-03-07,56.6,6468.45,484661.52,Active
CUST-00619,Vanguard Solutions 619,Enterprise,REG-01,2023-09-26,39.4,2385.27,314141.6,Active
CUST-00620,Horizon Inc 620,Mid-Market,REG-03,2024-03-29,26.6,1918.94,159695.18,Churned
CUST-00621,Starlight Media 621,SMB,REG-04,2024-04-23,19.5,2392.04,85199.17,Active
CUST-00622,Starlight Media 622,Mid-Market,REG-05,2024-09-03,20.4,6242.38,409766.18,Active
CUST-00623,Nexus Dynamic 623,SMB,REG-03,2024-05-08,11.7,3316.48,85997.85,Active
CUST-00624,Quantum Labs 624,Mid-Market,REG-03,2023-01-11,4.0,6707.66,84523.95,Active
CUST-00625,Omni Digital 625,Startup,REG-01,2024-12-05,18.6,3814.35,162983.09,Churned
CUST-00626,Omni Digital 626,SMB,REG-05,2023-08-25,16.3,2418.74,64409.9,Active
CUST-00627,Apex Global 627,Government,REG-02,2023-06-17,22.3,4141.45,286795.47,Active
CUST-00628,Nexus Dynamic 628,Government,REG-02,2024-06-13,23.6,5527.26,398820.37,Active
CUST-00629,Quantum Labs 629,Startup,REG-03,2024-02-27,5.4,739.62,6047.78,Churned
CUST-00630,Starlight Media 630,Startup,REG-04,2023-10-06,14.6,2221.99,62853.91,Active
CUST-00631,Vanguard Solutions 631,Enterprise,REG-02,2025-09-22,11.5,4326.55,141551.45,Active
CUST-00632,Horizon Inc 632,Enterprise,REG-02,2023-01-16,32.7,5090.08,319014.06,Active
CUST-00633,Omni Digital 633,Government,REG-01,2023-12-05,5.2,4690.49,37463.93,Active
CUST-00634,TechCorp 634,Enterprise,REG-05,2024-04-26,15.8,10904.84,305857.73,Active
CUST-00635,Quantum Labs 635,Enterprise,REG-02,2024-01-30,47.6,6151.09,848078.64,Churned
CUST-00636,Horizon Inc 636,Enterprise,REG-05,2024-11-12,59.0,6464.67,1055497.81,Active
CUST-00637,Vanguard Solutions 637,Mid-Market,REG-01,2025-02-01,37.7,4646.48,312265.52,Active
CUST-00638,TechCorp 638,SMB,REG-01,2025-06-03,14.0,3906.46,95310.2,Active
CUST-00639,Quantum Labs 639,Mid-Market,REG-03,2024-08-21,8.3,6524.01,66091.29,Churned
CUST-00640,Horizon Inc 640,Startup,REG-02,2024-01-16,15.9,1370.53,51205.8,Active
CUST-00641,Vanguard Solutions 641,Enterprise,REG-01,2023-12-31,40.8,8863.95,1092315.13,Churned
CUST-00642,TechCorp 642,SMB,REG-05,2025-03-18,13.6,1715.61,75856.34,Active
CUST-00643,Nexus Dynamic 643,Government,REG-03,2025-01-11,6.6,5467.98,83588.39,Active
CUST-00644,Innovate X 644,Startup,REG-04,2023-07-14,12.2,2402.67,56997.3,Active
CUST-00645,Quantum Labs 645,Startup,REG-02,2023-03-12,11.6,2072.84,74170.54,Active
CUST-00646,Innovate X 646,Enterprise,REG-05,2024-01-24,45.6,10770.79,1289454.91,Active
CUST-00647,Quantum Labs 647,Mid-Market,REG-03,2025-01-08,6.3,7770.14,150958.52,Active
CUST-00648,Apex Global 648,Startup,REG-02,2024-09-19,7.1,1934.32,26652.32,Churned
CUST-00649,Innovate X 649,Enterprise,REG-02,2023-07-02,53.2,3621.83,446317.78,Churned
CUST-00650,Apex Global 650,Government,REG-04,2024-06-22,19.8,3849.08,100058.22,Active
CUST-00651,TechCorp 651,Enterprise,REG-02,2024-11-02,32.5,10842.56,487663.34,Active
CUST-00652,Innovate X 652,SMB,REG-05,2025-01-31,18.9,1955.84,75736.8,Active
CUST-00653,Starlight Media 653,SMB,REG-05,2023-02-11,15.2,3420.6,71711.58,Active
CUST-00654,Innovate X 654,Enterprise,REG-01,2025-01-12,18.5,5545.98,168693.36,Active
CUST-00655,Quantum Labs 655,Mid-Market,REG-05,2025-02-06,24.1,6222.76,444274.51,Active
CUST-00656,Starlight Media 656,Government,REG-01,2023-06-20,24.4,3637.32,209521.85,Active
CUST-00657,Horizon Inc 657,Startup,REG-04,2025-08-13,8.3,1603.04,46307.06,Active
CUST-00658,Starlight Media 658,Government,REG-04,2025-04-25,22.6,3944.17,222420.67,Active
CUST-00659,Nexus Dynamic 659,SMB,REG-03,2025-09-11,10.1,3859.39,46793.35,Churned
CUST-00660,Vanguard Solutions 660,Startup,REG-01,2024-06-14,4.4,3616.14,19333.61,Active
CUST-00661,Starlight Media 661,SMB,REG-01,2025-03-01,16.8,2914.02,89818.79,Active
CUST-00662,Innovate X 662,Startup,REG-05,2023-06-08,3.7,2111.29,12178.92,Active
CUST-00663,Apex Global 663,Mid-Market,REG-02,2023-09-20,33.2,1643.34,115639.53,Active
CUST-00664,Apex Global 664,SMB,REG-04,2023-06-27,10.8,3646.58,110924.38,Active
CUST-00665,Horizon Inc 665,Startup,REG-03,2023-02-08,15.2,2516.99,52815.44,Churned
CUST-00666,Innovate X 666,SMB,REG-04,2024-03-02,18.7,921.89,51233.55,Active
CUST-00667,Starlight Media 667,Enterprise,REG-04,2023-02-25,22.5,1932.41,106169.24,Churned
CUST-00668,Innovate X 668,Mid-Market,REG-02,2023-02-21,28.3,7981.57,775529.33,Active
CUST-00669,Quantum Labs 669,Startup,REG-01,2023-08-16,9.8,3252.29,49097.22,Active
CUST-00670,Synergy Systems 670,Startup,REG-01,2024-07-15,9.2,797.78,17278.78,Active
CUST-00671,Starlight Media 671,Mid-Market,REG-04,2024-07-26,11.1,3767.23,105128.59,Active
CUST-00672,Apex Global 672,Mid-Market,REG-02,2023-03-15,13.6,4010.46,151349.16,Active
CUST-00673,Nexus Dynamic 673,Government,REG-04,2024-01-10,12.4,2433.88,77439.68,Churned
CUST-00674,Vanguard Solutions 674,Mid-Market,REG-03,2024-09-23,33.6,6619.57,585696.36,Active
CUST-00675,Innovate X 675,Mid-Market,REG-03,2023-06-09,31.3,6969.35,318148.33,Churned
CUST-00676,Horizon Inc 676,Mid-Market,REG-03,2023-01-15,16.4,6629.97,206782.48,Active
CUST-00677,Synergy Systems 677,Mid-Market,REG-05,2023-08-05,11.3,4662.86,94574.56,Active
CUST-00678,Vanguard Solutions 678,Enterprise,REG-04,2024-08-19,54.9,7031.39,690035.81,Churned
CUST-00679,Horizon Inc 679,Startup,REG-03,2023-02-24,10.4,3808.12,53591.75,Active
CUST-00680,Apex Global 680,Enterprise,REG-01,2023-10-27,52.8,8318.82,760615.64,Active
CUST-00681,Starlight Media 681,SMB,REG-04,2025-06-06,12.7,808.07,17009.18,Active
CUST-00682,TechCorp 682,Enterprise,REG-01,2023-09-11,55.8,4701.74,610464.43,Active
CUST-00683,TechCorp 683,SMB,REG-03,2023-12-30,13.3,1326.72,60875.87,Active
CUST-00684,Vanguard Solutions 684,SMB,REG-04,2025-06-30,20.0,3966.27,267446.73,Active
CUST-00685,Innovate X 685,Mid-Market,REG-03,2025-07-07,18.1,1960.82,102169.13,Active
CUST-00686,Quantum Labs 686,Mid-Market,REG-04,2023-09-04,24.6,3985.25,188082.35,Active
CUST-00687,Synergy Systems 687,Startup,REG-02,2023-07-31,13.7,2533.61,96262.92,Active
CUST-00688,Innovate X 688,SMB,REG-05,2025-07-20,4.4,3984.9,60390.61,Churned
CUST-00689,Synergy Systems 689,Mid-Market,REG-03,2023-03-11,24.1,7640.21,271091.52,Active
CUST-00690,Nexus Dynamic 690,Enterprise,REG-03,2025-06-20,58.5,11592.56,1286953.7,Active
CUST-00691,Innovate X 691,Mid-Market,REG-02,2023-04-20,8.7,1183.39,35701.66,Active
CUST-00692,Quantum Labs 692,Startup,REG-05,2023-08-25,12.7,1308.19,20933.56,Churned
CUST-00693,Quantum Labs 693,Mid-Market,REG-05,2025-05-16,25.8,5984.13,318061.0,Active
CUST-00694,Nexus Dynamic 694,Government,REG-02,2023-06-17,8.2,919.21,22299.3,Churned
CUST-00695,Quantum Labs 695,Government,REG-02,2025-01-30,21.1,1814.88,63969.8,Active
CUST-00696,TechCorp 696,Startup,REG-04,2024-12-05,7.8,2101.41,28972.77,Active
CUST-00697,Starlight Media 697,Startup,REG-04,2025-01-07,7.6,2640.27,58345.58,Active
CUST-00698,Starlight Media 698,Enterprise,REG-05,2023-04-22,30.4,10183.61,401699.84,Active
CUST-00699,Vanguard Solutions 699,Startup,REG-04,2025-01-22,2.7,1855.89,14831.61,Active
CUST-00700,Nexus Dynamic 700,SMB,REG-04,2024-02-12,17.9,3207.87,106665.22,Active
CUST-00701,Starlight Media 701,Startup,REG-01,2024-12-07,11.3,997.84,35053.05,Active
CUST-00702,Horizon Inc 702,Enterprise,REG-02,2025-03-08,37.6,10890.44,1005985.73,Active
CUST-00703,Apex Global 703,Government,REG-01,2023-07-03,15.2,5457.24,270444.39,Active
CUST-00704,Apex Global 704,SMB,REG-03,2024-12-09,13.7,2990.14,64609.31,Active
CUST-00705,Starlight Media 705,Enterprise,REG-04,2024-10-11,25.6,7000.08,373349.72,Active
CUST-00706,Synergy Systems 706,Startup,REG-02,2024-01-23,11.9,653.67,12391.7,Active
CUST-00707,Quantum Labs 707,Mid-Market,REG-02,2023-07-03,31.7,1359.17,82230.89,Active
CUST-00708,TechCorp 708,SMB,REG-02,2023-05-01,18.2,3861.52,84906.67,Active
CUST-00709,Vanguard Solutions 709,Government,REG-04,2025-05-25,16.5,4989.14,213899.35,Active
CUST-00710,Starlight Media 710,Startup,REG-04,2024-04-09,9.4,777.92,18867.83,Active
CUST-00711,Horizon Inc 711,SMB,REG-05,2024-10-05,12.0,3388.38,53367.52,Churned
CUST-00712,Apex Global 712,Enterprise,REG-02,2025-05-24,7.8,7569.97,152784.26,Active
CUST-00713,Innovate X 713,Enterprise,REG-01,2024-03-02,59.7,3194.02,353540.62,Active
CUST-00714,Nexus Dynamic 714,Startup,REG-05,2023-07-01,19.4,3122.67,122882.12,Churned
CUST-00715,Nexus Dynamic 715,SMB,REG-03,2025-07-08,8.8,736.83,14153.79,Active
CUST-00716,Vanguard Solutions 716,Government,REG-02,2023-05-05,21.8,2190.7,115201.08,Active
CUST-00717,Innovate X 717,Startup,REG-01,2023-04-22,12.3,3927.72,116747.16,Churned
CUST-00718,Synergy Systems 718,SMB,REG-04,2024-09-15,17.3,1408.81,61487.41,Active
CUST-00719,Innovate X 719,Startup,REG-05,2024-05-23,11.4,2711.5,72108.19,Active
CUST-00720,Vanguard Solutions 720,Mid-Market,REG-03,2025-09-29,11.0,1827.45,45616.09,Active
CUST-00721,Vanguard Solutions 721,Startup,REG-04,2024-02-28,2.8,1723.78,14739.91,Active
CUST-00722,Apex Global 722,SMB,REG-03,2025-03-20,3.2,1550.99,12234.14,Active
CUST-00723,Horizon Inc 723,SMB,REG-03,2024-02-10,15.0,2655.98,50475.7,Active
CUST-00724,Quantum Labs 724,SMB,REG-04,2025-07-27,10.5,624.45,9915.3,Active
CUST-00725,Nexus Dynamic 725,Startup,REG-03,2024-04-18,16.1,1948.84,91240.61,Active
CUST-00726,Horizon Inc 726,Startup,REG-03,2024-07-22,11.6,1228.92,39582.24,Active
CUST-00727,Synergy Systems 727,Enterprise,REG-02,2023-10-15,51.4,5061.1,536683.93,Active
CUST-00728,Horizon Inc 728,Startup,REG-05,2024-02-03,5.4,908.96,14722.16,Active
CUST-00729,Nexus Dynamic 729,Enterprise,REG-03,2024-02-28,10.7,10709.01,235434.07,Active
CUST-00730,Apex Global 730,Mid-Market,REG-05,2023-11-06,10.3,3619.51,47943.63,Active
CUST-00731,Quantum Labs 731,Government,REG-05,2023-01-26,24.6,5501.02,210346.47,Active
CUST-00732,Starlight Media 732,Startup,REG-03,2025-03-05,7.9,3193.18,35971.91,Active
CUST-00733,Nexus Dynamic 733,Mid-Market,REG-02,2025-01-11,5.3,3713.12,62759.29,Churned
CUST-00734,Nexus Dynamic 734,Enterprise,REG-05,2025-06-11,10.7,6402.2,89473.94,Active
CUST-00735,Nexus Dynamic 735,Enterprise,REG-05,2025-02-15,22.9,10867.42,482304.46,Active
CUST-00736,TechCorp 736,Startup,REG-03,2025-03-02,9.9,911.78,13932.03,Active
CUST-00737,Nexus Dynamic 737,Startup,REG-05,2024-06-10,3.8,2398.85,22456.73,Active
CUST-00738,Synergy Systems 738,Startup,REG-02,2023-06-25,3.3,2646.42,17283.84,Active
CUST-00739,Synergy Systems 739,Enterprise,REG-04,2025-07-13,42.5,2612.23,146961.29,Active
CUST-00740,Vanguard Solutions 740,Startup,REG-05,2024-10-06,17.1,2947.78,131941.7,Active
CUST-00741,Quantum Labs 741,Startup,REG-01,2025-09-24,18.6,3175.5,148010.14,Churned
CUST-00742,Vanguard Solutions 742,Enterprise,REG-04,2023-11-14,43.0,8957.27,874477.85,Active
CUST-00743,Horizon Inc 743,Mid-Market,REG-05,2023-09-22,36.9,3744.54,388145.13,Active
CUST-00744,Nexus Dynamic 744,Government,REG-04,2023-01-31,4.8,1342.66,14828.77,Active
CUST-00745,Horizon Inc 745,SMB,REG-05,2024-08-11,4.3,860.26,11394.66,Active
CUST-00746,Vanguard Solutions 746,Startup,REG-01,2025-03-22,7.4,2113.41,40008.8,Active
CUST-00747,Omni Digital 747,Startup,REG-02,2025-09-24,10.7,731.21,13136.0,Active
CUST-00748,Innovate X 748,Government,REG-05,2025-03-17,12.2,4394.2,85672.74,Active
CUST-00749,Nexus Dynamic 749,Government,REG-01,2024-08-29,19.1,2458.23,66888.28,Active
CUST-00750,Quantum Labs 750,Government,REG-01,2024-09-04,5.9,5023.85,88154.15,Active
CUST-00751,TechCorp 751,Enterprise,REG-01,2023-08-11,50.1,10816.25,1776051.93,Active
CUST-00752,Horizon Inc 752,Mid-Market,REG-02,2024-04-08,23.1,3729.88,217920.09,Active
CUST-00753,Horizon Inc 753,SMB,REG-05,2025-03-24,18.4,1565.93,97090.58,Active
CUST-00754,TechCorp 754,Enterprise,REG-05,2023-01-09,39.0,6859.45,842566.93,Active
CUST-00755,Nexus Dynamic 755,SMB,REG-05,2025-09-18,3.0,2961.74,27435.18,Active
CUST-00756,Omni Digital 756,Enterprise,REG-02,2024-03-18,43.9,5639.82,478264.15,Active
CUST-00757,Horizon Inc 757,Government,REG-05,2023-08-05,20.9,3243.07,110679.7,Active
CUST-00758,TechCorp 758,Government,REG-02,2023-10-23,29.9,4267.85,192540.9,Churned
CUST-00759,Omni Digital 759,Mid-Market,REG-04,2024-11-04,19.7,7931.52,217927.24,Active
CUST-00760,Quantum Labs 760,Government,REG-05,2025-08-10,14.5,1693.94,58252.88,Active
CUST-00761,Vanguard Solutions 761,Government,REG-03,2023-08-20,8.0,3924.01,79398.69,Active
CUST-00762,Quantum Labs 762,Startup,REG-03,2024-02-25,18.7,2517.23,60109.43,Churned
CUST-00763,Nexus Dynamic 763,SMB,REG-01,2024-08-17,10.7,2916.74,47650.12,Active
CUST-00764,Apex Global 764,Government,REG-05,2023-03-22,17.1,3952.87,119238.11,Active
CUST-00765,Quantum Labs 765,Startup,REG-05,2023-11-16,13.0,3662.55,115727.4,Churned
CUST-00766,Nexus Dynamic 766,Startup,REG-04,2024-08-10,15.2,1973.56,102273.67,Active
CUST-00767,TechCorp 767,Mid-Market,REG-01,2024-12-12,37.2,6245.98,667318.63,Active
CUST-00768,TechCorp 768,Government,REG-05,2023-06-23,18.5,4195.68,145229.68,Active
CUST-00769,Innovate X 769,SMB,REG-04,2023-03-26,4.3,769.02,9929.14,Active
CUST-00770,Synergy Systems 770,SMB,REG-03,2025-05-28,6.6,3095.0,52881.2,Active
CUST-00771,Starlight Media 771,Government,REG-03,2025-04-07,7.7,4858.27,65212.7,Active
CUST-00772,Omni Digital 772,Enterprise,REG-03,2023-03-28,58.2,7753.21,1394305.84,Active
CUST-00773,Horizon Inc 773,Government,REG-02,2024-11-07,14.9,4097.27,102866.31,Active
CUST-00774,Quantum Labs 774,Enterprise,REG-03,2025-02-12,50.3,2051.49,233955.79,Active
CUST-00775,Omni Digital 775,Startup,REG-02,2024-01-24,14.3,1865.25,48119.24,Active
CUST-00776,TechCorp 776,Enterprise,REG-03,2025-08-07,49.1,5511.04,521183.0,Active
CUST-00777,Nexus Dynamic 777,Enterprise,REG-05,2024-10-14,25.1,10364.51,677458.91,Active
CUST-00778,Vanguard Solutions 778,SMB,REG-03,2023-10-01,16.4,1393.7,58138.4,Active
CUST-00779,TechCorp 779,Startup,REG-02,2024-06-16,8.1,2915.97,38117.11,Active
CUST-00780,Nexus Dynamic 780,Enterprise,REG-01,2024-02-26,11.3,2591.03,65164.5,Active
CUST-00781,Vanguard Solutions 781,SMB,REG-02,2023-02-04,2.4,821.79,6624.08,Active
CUST-00782,Innovate X 782,Startup,REG-01,2024-12-26,19.2,802.35,39911.24,Active
CUST-00783,Quantum Labs 783,Mid-Market,REG-01,2024-12-13,10.6,3061.98,88253.77,Churned
CUST-00784,Apex Global 784,SMB,REG-04,2024-12-09,18.3,3194.58,113637.85,Active
CUST-00785,Synergy Systems 785,SMB,REG-01,2024-01-27,9.0,3985.85,64353.7,Active
CUST-00786,Apex Global 786,Government,REG-01,2024-05-18,29.4,1803.51,111510.92,Active
CUST-00787,Nexus Dynamic 787,Mid-Market,REG-05,2025-02-26,19.5,5297.76,149213.0,Active
CUST-00788,Quantum Labs 788,Enterprise,REG-01,2023-03-16,9.8,9139.22,267586.54,Churned
CUST-00789,Omni Digital 789,Mid-Market,REG-01,2025-08-13,5.4,3733.39,31222.21,Active
CUST-00790,Apex Global 790,Startup,REG-01,2024-06-11,14.7,3198.47,108127.14,Active
CUST-00791,Starlight Media 791,Startup,REG-02,2023-01-04,8.9,2912.41,77595.68,Churned
CUST-00792,Horizon Inc 792,SMB,REG-03,2024-11-29,7.5,693.18,18160.29,Active
CUST-00793,Starlight Media 793,Startup,REG-03,2023-03-24,17.1,3161.59,100930.83,Active
CUST-00794,Horizon Inc 794,Enterprise,REG-04,2024-11-07,16.3,8806.76,468240.56,Active
CUST-00795,Innovate X 795,Government,REG-01,2025-06-25,20.1,4610.45,141031.65,Active
CUST-00796,Quantum Labs 796,Mid-Market,REG-04,2024-02-03,6.3,4783.86,57497.31,Active
CUST-00797,Starlight Media 797,Enterprise,REG-01,2023-12-14,9.0,9771.67,114194.28,Churned
CUST-00798,Quantum Labs 798,Government,REG-05,2023-06-02,23.0,1973.17,61978.4,Active
CUST-00799,Synergy Systems 799,Enterprise,REG-04,2025-07-17,55.6,1980.92,309819.53,Churned
CUST-00800,Apex Global 800,Enterprise,REG-03,2025-04-20,48.9,6289.94,489844.4,Active
CUST-00801,Omni Digital 801,Enterprise,REG-04,2024-09-01,49.2,3816.01,572676.11,Active
CUST-00802,Vanguard Solutions 802,SMB,REG-01,2025-09-26,14.3,2410.6,66863.03,Active
CUST-00803,Horizon Inc 803,Enterprise,REG-05,2023-06-27,24.1,2767.83,101714.31,Active
CUST-00804,Innovate X 804,Startup,REG-02,2024-03-25,6.4,2536.95,24464.37,Active
CUST-00805,Innovate X 805,Government,REG-02,2023-01-17,26.7,1173.79,38128.95,Active
CUST-00806,Nexus Dynamic 806,SMB,REG-04,2024-12-11,16.5,3203.97,147622.91,Active
CUST-00807,Quantum Labs 807,Startup,REG-04,2024-02-26,6.3,1110.92,19532.58,Active
CUST-00808,Vanguard Solutions 808,Startup,REG-01,2024-10-04,16.9,1554.2,56818.76,Active
CUST-00809,Vanguard Solutions 809,Enterprise,REG-05,2025-09-27,11.2,5299.96,175145.99,Active
CUST-00810,Quantum Labs 810,Government,REG-02,2023-10-11,4.4,1341.57,9109.37,Active
CUST-00811,Omni Digital 811,Government,REG-02,2023-06-13,21.1,976.36,55276.72,Active
CUST-00812,Starlight Media 812,SMB,REG-03,2024-09-23,16.5,3154.43,67643.28,Active
CUST-00813,Quantum Labs 813,Mid-Market,REG-02,2025-03-15,5.0,4604.33,31377.98,Active
CUST-00814,Apex Global 814,Startup,REG-05,2023-11-30,9.5,3114.8,96650.51,Active
CUST-00815,Apex Global 815,SMB,REG-02,2023-04-11,6.3,1944.08,20329.94,Active
CUST-00816,Synergy Systems 816,Government,REG-05,2024-05-11,4.5,3038.29,23204.36,Active
CUST-00817,Horizon Inc 817,Government,REG-03,2023-05-20,15.4,1769.31,55169.32,Active
CUST-00818,Omni Digital 818,Mid-Market,REG-01,2024-12-09,24.5,2964.23,105707.43,Active
CUST-00819,Innovate X 819,Mid-Market,REG-03,2023-08-14,35.9,5225.45,565774.59,Active
CUST-00820,Vanguard Solutions 820,Mid-Market,REG-05,2025-09-20,23.9,2607.92,133814.82,Active
CUST-00821,Vanguard Solutions 821,Startup,REG-04,2025-05-07,10.3,550.76,12393.17,Active
CUST-00822,TechCorp 822,SMB,REG-04,2024-08-16,6.0,3746.18,75891.17,Active
CUST-00823,Omni Digital 823,Government,REG-01,2023-02-11,29.8,4600.75,323520.08,Active
CUST-00824,Omni Digital 824,Government,REG-01,2024-04-08,16.4,1186.23,57041.21,Active
