campaign_id,campaign_name,campaign_date,channel,campaign_cost,impressions,clicks,leads,conversions,customers_acquired,revenue_generated
CAMP-00854,LinkedIn Ads Campaign 2023-10-13,2023-10-13,LinkedIn Ads,2921.79,63573,3796,383,50,39,90250.92
CAMP-00855,Google Ads Campaign 2023-10-13,2023-10-13,Google Ads,1160.16,74836,3919,594,214,144,489165.17
CAMP-00856,SEO Content Campaign 2023-10-13,2023-10-13,SEO Content,3286.52,65708,3052,200,38,34,34037.37
CAMP-00857,Email Campaigns Campaign 2023-10-14,2023-10-14,Email Campaigns,3061.64,66772,4766,708,214,144,227293.96
CAMP-00858,Google Ads Campaign 2023-10-14,2023-10-14,Google Ads,1339.03,50987,1907,127,41,26,75912.81
CAMP-00859,SEO Content Campaign 2023-10-14,2023-10-14,SEO Content,1007.1,40334,3114,618,95,73,242785.56
CAMP-00860,LinkedIn Ads Campaign 2023-10-14,2023-10-14,LinkedIn Ads,970.05,78001,5496,347,34,24,62499.52
CAMP-00861,LinkedIn Ads Campaign 2023-10-15,2023-10-15,LinkedIn Ads,356.05,66643,2803,219,86,58,56292.06
CAMP-00862,Email Campaigns Campaign 2023-10-15,2023-10-15,Email Campaigns,654.56,95890,6620,524,172,119,467440.12
CAMP-00863,Events & Webinars Campaign 2023-10-16,2023-10-16,Events & Webinars,1350.11,84742,2948,267,76,66,67693.59
CAMP-00864,Google Ads Campaign 2023-10-16,2023-10-16,Google Ads,2693.66,67516,1571,291,73,48,204262.96
CAMP-00865,LinkedIn Ads Campaign 2023-10-16,2023-10-16,LinkedIn Ads,462.44,99121,3038,481,168,117,443962.12
CAMP-00866,SEO Content Campaign 2023-10-16,2023-10-16,SEO Content,3003.51,52234,2199,143,15,13,42455.69
CAMP-00867,Events & Webinars Campaign 2023-10-17,2023-10-17,Events & Webinars,2094.19,54844,3364,366,70,62,150260.06
CAMP-00868,SEO Content Campaign 2023-10-17,2023-10-17,SEO Content,1601.19,80759,2758,315,86,60,223958.91
CAMP-00869,Google Ads Campaign 2023-10-18,2023-10-18,Google Ads,2236.03,45221,1958,292,77,47,147723.71
CAMP-00870,SEO Content Campaign 2023-10-18,2023-10-18,SEO Content,2924.25,11945,848,97,23,21,72607.63
CAMP-00871,Events & Webinars Campaign 2023-10-19,2023-10-19,Events & Webinars,2315.71,34928,2774,432,69,58,139385.86
CAMP-00872,Email Campaigns Campaign 2023-10-19,2023-10-19,Email Campaigns,1910.54,96581,2144,147,51,36,83870.87
CAMP-00873,LinkedIn Ads Campaign 2023-10-19,2023-10-19,LinkedIn Ads,2436.65,55728,2566,504,68,45,147704.95
CAMP-00874,Partner Referrals Campaign 2023-10-19,2023-10-19,Partner Referrals,2450.49,99545,7180,1089,146,116,103367.37
CAMP-00875,Google Ads Campaign 2023-10-20,2023-10-20,Google Ads,3097.31,41333,1854,184,69,62,102120.8
CAMP-00876,Email Campaigns Campaign 2023-10-20,2023-10-20,Email Campaigns,2856.25,76656,3080,180,65,64,95603.87
CAMP-00877,Events & Webinars Campaign 2023-10-20,2023-10-20,Events & Webinars,1600.33,26926,1727,318,86,76,85362.86
CAMP-00878,Events & Webinars Campaign 2023-10-21,2023-10-21,Events & Webinars,1499.94,20144,1218,176,36,31,73247.12
CAMP-00879,Google Ads Campaign 2023-10-21,2023-10-21,Google Ads,1414.15,97606,2455,260,63,55,187611.73
CAMP-00880,LinkedIn Ads Campaign 2023-10-21,2023-10-21,LinkedIn Ads,2477.76,90218,6856,1044,105,81,188700.08
CAMP-00881,Partner Referrals Campaign 2023-10-21,2023-10-21,Partner Referrals,3127.93,77937,3732,236,83,80,167706.64
CAMP-00882,LinkedIn Ads Campaign 2023-10-22,2023-10-22,LinkedIn Ads,2891.45,62782,3047,477,141,119,440381.4
CAMP-00883,SEO Content Campaign 2023-10-22,2023-10-22,SEO Content,781.02,56871,4068,315,49,36,159306.41
CAMP-00884,Google Ads Campaign 2023-10-22,2023-10-22,Google Ads,2242.57,11446,515,89,13,8,15932.96
CAMP-00885,Email Campaigns Campaign 2023-10-22,2023-10-22,Email Campaigns,1564.36,70808,5136,325,83,58,221997.35
CAMP-00886,Events & Webinars Campaign 2023-10-23,2023-10-23,Events & Webinars,412.78,77939,2654,463,81,74,308000.11
CAMP-00887,SEO Content Campaign 2023-10-23,2023-10-23,SEO Content,1678.33,67557,3016,473,108,90,371279.31
CAMP-00888,Google Ads Campaign 2023-10-23,2023-10-23,Google Ads,2618.83,64987,5159,990,295,262,782452.4
CAMP-00889,Partner Referrals Campaign 2023-10-23,2023-10-23,Partner Referrals,2168.5,81271,5549,632,233,230,520247.34
CAMP-00890,LinkedIn Ads Campaign 2023-10-24,2023-10-24,LinkedIn Ads,735.82,43261,2359,147,31,25,55607.66
CAMP-00891,Email Campaigns Campaign 2023-10-24,2023-10-24,Email Campaigns,1401.36,65469,4706,632,118,78,68300.48
CAMP-00892,SEO Content Campaign 2023-10-24,2023-10-24,SEO Content,2373.37,50391,2463,467,106,103,212960.33
CAMP-00893,Google Ads Campaign 2023-10-25,2023-10-25,Google Ads,814.94,49561,3137,254,52,41,33328.67
CAMP-00894,Partner Referrals Campaign 2023-10-25,2023-10-25,Partner Referrals,2777.81,11898,389,66,14,12,45021.08
CAMP-00895,LinkedIn Ads Campaign 2023-10-25,2023-10-25,LinkedIn Ads,1702.16,74130,2893,189,73,51,189281.19
CAMP-00896,Google Ads Campaign 2023-10-26,2023-10-26,Google Ads,563.84,38506,2580,146,33,20,88665.69
CAMP-00897,Partner Referrals Campaign 2023-10-26,2023-10-26,Partner Referrals,3072.97,39212,1317,228,50,37,161582.94
CAMP-00898,LinkedIn Ads Campaign 2023-10-27,2023-10-27,LinkedIn Ads,768.55,31253,1617,260,88,76,96900.08
CAMP-00899,Events & Webinars Campaign 2023-10-27,2023-10-27,Events & Webinars,3118.78,41827,1337,175,59,55,141401.68
CAMP-00900,Google Ads Campaign 2023-10-27,2023-10-27,Google Ads,994.09,23381,1307,75,14,12,13432.02
CAMP-00901,SEO Content Campaign 2023-10-28,2023-10-28,SEO Content,2982.38,74249,3871,448,60,42,165737.58
CAMP-00902,Email Campaigns Campaign 2023-10-28,2023-10-28,Email Campaigns,1829.26,90265,6978,1076,301,261,934771.38
CAMP-00903,Events & Webinars Campaign 2023-10-28,2023-10-28,Events & Webinars,870.57,25832,1530,198,76,71,306053.33
CAMP-00904,Google Ads Campaign 2023-10-29,2023-10-29,Google Ads,683.49,86908,6559,403,47,34,152290.96
CAMP-00905,Partner Referrals Campaign 2023-10-29,2023-10-29,Partner Referrals,1246.04,64415,2543,152,16,11,39893.28
CAMP-00906,LinkedIn Ads Campaign 2023-10-30,2023-10-30,LinkedIn Ads,2455.39,59226,2904,485,152,107,154435.98
CAMP-00907,SEO Content Campaign 2023-10-30,2023-10-30,SEO Content,3010.45,29745,2345,143,32,30,118398.9
CAMP-00908,Partner Referrals Campaign 2023-10-31,2023-10-31,Partner Referrals,3100.64,45263,3577,406,44,38,67233.72
CAMP-00909,SEO Content Campaign 2023-10-31,2023-10-31,SEO Content,433.52,5435,322,28,2,1,2735.57
CAMP-00910,Google Ads Campaign 2023-11-01,2023-11-01,Google Ads,1925.54,75196,2959,402,152,98,109650.9
CAMP-00911,Email Campaigns Campaign 2023-11-01,2023-11-01,Email Campaigns,1462.21,80961,6115,690,182,152,604761.89
CAMP-00912,LinkedIn Ads Campaign 2023-11-02,2023-11-02,LinkedIn Ads,1672.49,34214,721,46,9,8,30078.38
CAMP-00913,SEO Content Campaign 2023-11-02,2023-11-02,SEO Content,2866.2,38646,1080,124,42,35,103109.49
CAMP-00914,Partner Referrals Campaign 2023-11-02,2023-11-02,Partner Referrals,1342.16,71516,1937,362,125,80,145975.74
CAMP-00915,LinkedIn Ads Campaign 2023-11-03,2023-11-03,LinkedIn Ads,1551.11,23417,1684,230,60,44,92329.76
CAMP-00916,Google Ads Campaign 2023-11-03,2023-11-03,Google Ads,1524.89,49910,3434,669,152,112,358326.4
CAMP-00917,Events & Webinars Campaign 2023-11-03,2023-11-03,Events & Webinars,663.9,48156,976,150,33,22,28138.79
CAMP-00918,SEO Content Campaign 2023-11-04,2023-11-04,SEO Content,1754.22,42562,2294,399,117,103,352893.01
CAMP-00919,Events & Webinars Campaign 2023-11-04,2023-11-04,Events & Webinars,2096.1,17346,550,109,15,14,52080.24
CAMP-00920,SEO Content Campaign 2023-11-05,2023-11-05,SEO Content,876.58,78229,4970,341,101,91,291038.17
CAMP-00921,Email Campaigns Campaign 2023-11-05,2023-11-05,Email Campaigns,1098.97,52367,2374,172,22,18,42566.18
CAMP-00922,LinkedIn Ads Campaign 2023-11-05,2023-11-05,LinkedIn Ads,1260.08,16681,625,70,22,19,82914.4
CAMP-00923,Events & Webinars Campaign 2023-11-05,2023-11-05,Events & Webinars,3484.33,91650,2926,395,103,99,262391.98
CAMP-00924,Google Ads Campaign 2023-11-06,2023-11-06,Google Ads,2559.45,43111,1454,264,30,20,69191.13
CAMP-00925,Events & Webinars Campaign 2023-11-06,2023-11-06,Events & Webinars,2463.21,34869,2530,181,60,38,58162.51
CAMP-00926,LinkedIn Ads Campaign 2023-11-06,2023-11-06,LinkedIn Ads,1839.83,27764,708,106,13,12,10336.79
CAMP-00927,Email Campaigns Campaign 2023-11-06,2023-11-06,Email Campaigns,887.5,21923,1530,255,52,45,187039.38
CAMP-00928,Events & Webinars Campaign 2023-11-07,2023-11-07,Events & Webinars,1800.97,18601,837,157,18,17,14485.94
CAMP-00929,Partner Referrals Campaign 2023-11-07,2023-11-07,Partner Referrals,2568.39,78800,2730,272,43,36,148255.11
CAMP-00930,Google Ads Campaign 2023-11-07,2023-11-07,Google Ads,2908.43,22327,1725,90,30,25,20719.28
CAMP-00931,Events & Webinars Campaign 2023-11-08,2023-11-08,Events & Webinars,1003.71,98691,6556,1299,261,234,994727.56
CAMP-00932,LinkedIn Ads Campaign 2023-11-08,2023-11-08,LinkedIn Ads,2912.19,9085,290,49,16,9,23983.28
CAMP-00933,Email Campaigns Campaign 2023-11-08,2023-11-08,Email Campaigns,3084.14,85362,3496,373,93,62,267791.75
CAMP-00934,Email Campaigns Campaign 2023-11-09,2023-11-09,Email Campaigns,363.08,29866,2273,173,61,39,135451.46
CAMP-00935,Google Ads Campaign 2023-11-09,2023-11-09,Google Ads,719.22,41489,3128,392,156,151,511372.01
CAMP-00936,Partner Referrals Campaign 2023-11-10,2023-11-10,Partner Referrals,1565.34,63325,2569,242,60,55,162809.79
CAMP-00937,Google Ads Campaign 2023-11-10,2023-11-10,Google Ads,2069.05,29591,2350,388,55,54,223492.49
CAMP-00938,SEO Content Campaign 2023-11-10,2023-11-10,SEO Content,2354.5,27486,1114,146,49,33,123469.34
CAMP-00939,LinkedIn Ads Campaign 2023-11-10,2023-11-10,LinkedIn Ads,2948.64,26279,1263,238,60,43,80306.02
CAMP-00940,Events & Webinars Campaign 2023-11-11,2023-11-11,Events & Webinars,3202.18,18290,1174,156,44,33,108627.17
CAMP-00941,Google Ads Campaign 2023-11-11,2023-11-11,Google Ads,2824.01,98834,5527,510,73,52,70583.91
CAMP-00942,Partner Referrals Campaign 2023-11-11,2023-11-11,Partner Referrals,2835.26,52991,2121,194,50,44,55831.88
CAMP-00943,Email Campaigns Campaign 2023-11-11,2023-11-11,Email Campaigns,1384.47,20511,1515,114,31,22,95132.36
CAMP-00944,Email Campaigns Campaign 2023-11-12,2023-11-12,Email Campaigns,3227.62,99319,3626,692,159,106,173030.29
CAMP-00945,Partner Referrals Campaign 2023-11-12,2023-11-12,Partner Referrals,1605.73,8649,341,38,4,3,8070.45
CAMP-00946,LinkedIn Ads Campaign 2023-11-12,2023-11-12,LinkedIn Ads,1952.9,51351,3277,443,133,123,538769.52
CAMP-00947,SEO Content Campaign 2023-11-12,2023-11-12,SEO Content,2014.87,19365,871,130,21,18,48500.67
CAMP-00948,Email Campaigns Campaign 2023-11-13,2023-11-13,Email Campaigns,3260.62,56395,4369,523,132,102,198433.37
CAMP-00949,Events & Webinars Campaign 2023-11-13,2023-11-13,Events & Webinars,1251.36,11081,772,142,49,30,131220.6
CAMP-00950,Events & Webinars Campaign 2023-11-14,2023-11-14,Events & Webinars,502.36,76451,5548,1047,415,279,757473.89
CAMP-00951,SEO Content Campaign 2023-11-14,2023-11-14,SEO Content,2245.43,62310,3325,559,104,88,219338.23
CAMP-00952,Partner Referrals Campaign 2023-11-15,2023-11-15,Partner Referrals,2165.75,48838,3624,615,195,189,762018.46
CAMP-00953,Events & Webinars Campaign 2023-11-15,2023-11-15,Events & Webinars,2423.68,74669,5945,471,111,99,231879.53
CAMP-00954,SEO Content Campaign 2023-11-15,2023-11-15,SEO Content,2143.56,50347,1504,101,36,32,66493.79
CAMP-00955,Email Campaigns Campaign 2023-11-15,2023-11-15,Email Campaigns,2742.37,5179,316,35,8,5,22397.24
CAMP-00956,Events & Webinars Campaign 2023-11-16,2023-11-16,Events & Webinars,834.13,65627,2879,257,31,19,58641.8
CAMP-00957,Email Campaigns Campaign 2023-11-16,2023-11-16,Email Campaigns,2374.8,84708,1951,302,51,34,131506.03
CAMP-00958,LinkedIn Ads Campaign 2023-11-16,2023-11-16,LinkedIn Ads,1945.42,18582,449,64,20,18,56680.8
CAMP-00959,SEO Content Campaign 2023-11-16,2023-11-16,SEO Content,2127.52,99611,7817,1259,343,254,423302.2
CAMP-00960,Email Campaigns Campaign 2023-11-17,2023-11-17,Email Campaigns,340.69,79573,6310,811,250,231,885705.03
CAMP-00961,LinkedIn Ads Campaign 2023-11-17,2023-11-17,LinkedIn Ads,866.69,46093,3506,395,134,111,358894.38
CAMP-00962,Partner Referrals Campaign 2023-11-18,2023-11-18,Partner Referrals,706.65,67492,1371,109,41,35,95341.12
CAMP-00963,LinkedIn Ads Campaign 2023-11-18,2023-11-18,LinkedIn Ads,477.09,69039,4334,249,77,63,117807.62
CAMP-00964,Google Ads Campaign 2023-11-18,2023-11-18,Google Ads,1007.47,59520,4510,418,129,96,248584.71
CAMP-00965,SEO Content Campaign 2023-11-19,2023-11-19,SEO Content,955.38,56255,2247,138,36,33,92318.42
CAMP-00966,LinkedIn Ads Campaign 2023-11-19,2023-11-19,LinkedIn Ads,2036.27,53665,4125,533,126,103,226667.7
CAMP-00967,Google Ads Campaign 2023-11-19,2023-11-19,Google Ads,410.78,7800,492,56,16,12,38838.63
CAMP-00968,Email Campaigns Campaign 2023-11-19,2023-11-19,Email Campaigns,879.5,99356,2949,501,114,73,146211.18
CAMP-00969,Events & Webinars Campaign 2023-11-20,2023-11-20,Events & Webinars,641.56,62543,3572,335,37,29,72528.74
CAMP-00970,Google Ads Campaign 2023-11-20,2023-11-20,Google Ads,2131.54,30394,1593,235,35,26,48855.31
CAMP-00971,LinkedIn Ads Campaign 2023-11-21,2023-11-21,LinkedIn Ads,1991.33,47558,3542,596,96,94,237241.39
CAMP-00972,Google Ads Campaign 2023-11-21,2023-11-21,Google Ads,1738.93,43623,1206,140,36,25,30598.34
CAMP-00973,SEO Content Campaign 2023-11-22,2023-11-22,SEO Content,2528.44,83911,3085,407,122,94,289028.89
CAMP-00974,LinkedIn Ads Campaign 2023-11-22,2023-11-22,LinkedIn Ads,1546.29,86849,3399,585,86,68,303594.33
CAMP-00975,Google Ads Campaign 2023-11-23,2023-11-23,Google Ads,2736.65,71398,5085,656,198,122,150830.85
CAMP-00976,Email Campaigns Campaign 2023-11-23,2023-11-23,Email Campaigns,2709.96,32831,1144,86,29,19,40120.06
CAMP-00977,LinkedIn Ads Campaign 2023-11-23,2023-11-23,LinkedIn Ads,3410.67,9697,467,59,6,4,12443.32
CAMP-00978,Events & Webinars Campaign 2023-11-23,2023-11-23,Events & Webinars,3003.21,31360,1006,147,48,47,115717.74
CAMP-00979,LinkedIn Ads Campaign 2023-11-24,2023-11-24,LinkedIn Ads,1930.49,78478,3679,390,146,136,239561.86
CAMP-00980,Google Ads Campaign 2023-11-24,2023-11-24,Google Ads,752.31,52114,1583,92,15,14,32402.98
CAMP-00981,Partner Referrals Campaign 2023-11-24,2023-11-24,Partner Referrals,875.63,81313,4999,802,251,245,984384.14
CAMP-00982,Google Ads Campaign 2023-11-25,2023-11-25,Google Ads,2391.56,78251,5207,694,220,140,173231.55
CAMP-00983,LinkedIn Ads Campaign 2023-11-25,2023-11-25,LinkedIn Ads,3247.41,85064,5544,824,252,174,443311.71
CAMP-00984,Email Campaigns Campaign 2023-11-25,2023-11-25,Email Campaigns,2379.67,26448,1219,205,77,64,77395.9
CAMP-00985,Partner Referrals Campaign 2023-11-26,2023-11-26,Partner Referrals,1647.41,85906,3989,695,88,53,91331.34
CAMP-00986,SEO Content Campaign 2023-11-26,2023-11-26,SEO Content,650.58,22946,802,43,6,3,11253.52
CAMP-00987,Google Ads Campaign 2023-11-26,2023-11-26,Google Ads,2688.9,25191,1441,179,30,24,92736.66
CAMP-00988,Google Ads Campaign 2023-11-27,2023-11-27,Google Ads,910.85,11473,279,52,20,15,14015.73
CAMP-00989,Partner Referrals Campaign 2023-11-27,2023-11-27,Partner Referrals,1123.75,47749,3774,495,183,165,244672.11
CAMP-00990,Events & Webinars Campaign 2023-11-27,2023-11-27,Events & Webinars,913.28,94114,4417,847,193,189,634799.45
CAMP-00991,Partner Referrals Campaign 2023-11-28,2023-11-28,Partner Referrals,2164.87,89237,3994,432,77,72,121126.44
CAMP-00992,Events & Webinars Campaign 2023-11-28,2023-11-28,Events & Webinars,2976.64,28104,2122,318,49,47,115837.42
CAMP-00993,Email Campaigns Campaign 2023-11-28,2023-11-28,Email Campaigns,1062.34,65887,5092,767,290,255,961564.89
CAMP-00994,SEO Content Campaign 2023-11-29,2023-11-29,SEO Content,3145.83,67014,3096,335,112,69,116210.63
CAMP-00995,Partner Referrals Campaign 2023-11-29,2023-11-29,Partner Referrals,1572.71,37472,1374,157,26,21,17834.32
CAMP-00996,Email Campaigns Campaign 2023-11-29,2023-11-29,Email Campaigns,2451.62,86336,4303,424,72,63,263857.84
CAMP-00997,Events & Webinars Campaign 2023-11-29,2023-11-29,Events & Webinars,1793.27,7078,517,95,25,23,24792.44
CAMP-00998,SEO Content Campaign 2023-11-30,2023-11-30,SEO Content,1609.46,58824,2084,385,143,91,232898.3
CAMP-00999,Events & Webinars Campaign 2023-11-30,2023-11-30,Events & Webinars,1127.83,82856,4610,918,323,282,1084121.52
CAMP-01000,Google Ads Campaign 2023-11-30,2023-11-30,Google Ads,1346.95,73349,5495,1093,313,204,611857.14
CAMP-01001,LinkedIn Ads Campaign 2023-11-30,2023-11-30,LinkedIn Ads,2669.33,35647,873,49,18,16,37978.57
CAMP-01002,Email Campaigns Campaign 2023-12-01,2023-12-01,Email Campaigns,756.87,95505,4765,815,236,218,294038.94
CAMP-01003,SEO Content Campaign 2023-12-01,2023-12-01,SEO Content,1241.29,59975,4288,222,39,25,41115.53
CAMP-01004,Google Ads Campaign 2023-12-01,2023-12-01,Google Ads,1397.36,5496,389,65,17,15,24008.44
CAMP-01005,LinkedIn Ads Campaign 2023-12-02,2023-12-02,LinkedIn Ads,1789.29,78237,4494,813,259,198,884080.95
CAMP-01006,SEO Content Campaign 2023-12-02,2023-12-02,SEO Content,869.97,71621,3008,341,39,29,41595.44
CAMP-01007,Partner Referrals Campaign 2023-12-02,2023-12-02,Partner Referrals,1785.1,75439,5670,359,139,91,83023.06
CAMP-01008,Events & Webinars Campaign 2023-12-02,2023-12-02,Events & Webinars,790.82,52511,1536,173,38,36,127931.2
CAMP-01009,Partner Referrals Campaign 2023-12-03,2023-12-03,Partner Referrals,2924.31,51019,2008,175,40,31,28463.82
CAMP-01010,Events & Webinars Campaign 2023-12-03,2023-12-03,Events & Webinars,1018.12,26722,1114,125,45,40,94917.55
CAMP-01011,Partner Referrals Campaign 2023-12-04,2023-12-04,Partner Referrals,2775.36,44908,1918,371,63,46,40579.1
CAMP-01012,Google Ads Campaign 2023-12-04,2023-12-04,Google Ads,2471.0,73830,4868,933,127,98,99568.9
CAMP-01013,SEO Content Campaign 2023-12-04,2023-12-04,SEO Content,2959.11,81214,2435,240,26,19,29068.29
CAMP-01014,Google Ads Campaign 2023-12-05,2023-12-05,Google Ads,531.92,7858,162,12,4,3,9573.33
CAMP-01015,Partner Referrals Campaign 2023-12-05,2023-12-05,Partner Referrals,1533.68,98695,7200,673,133,116,389367.99
CAMP-01016,Events & Webinars Campaign 2023-12-05,2023-12-05,Events & Webinars,2524.88,14033,524,42,16,11,36300.82
CAMP-01017,Email Campaigns Campaign 2023-12-05,2023-12-05,Email Campaigns,2497.25,20045,436,41,14,9,17345.34
CAMP-01018,Events & Webinars Campaign 2023-12-06,2023-12-06,Events & Webinars,2711.06,38689,2311,321,59,47,88195.75
CAMP-01019,Email Campaigns Campaign 2023-12-06,2023-12-06,Email Campaigns,2125.43,40328,1402,252,43,25,71504.7
CAMP-01020,SEO Content Campaign 2023-12-07,2023-12-07,SEO Content,1555.9,46732,1849,223,67,61,103103.29
CAMP-01021,Google Ads Campaign 2023-12-07,2023-12-07,Google Ads,1642.16,7219,235,16,3,2,5567.94
CAMP-01022,LinkedIn Ads Campaign 2023-12-08,2023-12-08,LinkedIn Ads,3113.81,77665,1656,266,49,45,108631.71
CAMP-01023,Partner Referrals Campaign 2023-12-08,2023-12-08,Partner Referrals,1473.82,72340,3532,309,80,75,157664.98
CAMP-01024,Google Ads Campaign 2023-12-08,2023-12-08,Google Ads,510.95,95824,3038,163,43,26,64806.21
CAMP-01025,SEO Content Campaign 2023-12-09,2023-12-09,SEO Content,2544.9,84207,5088,881,229,190,558574.22
CAMP-01026,Events & Webinars Campaign 2023-12-09,2023-12-09,Events & Webinars,2264.67,41116,2864,412,132,104,347308.72
CAMP-01027,LinkedIn Ads Campaign 2023-12-09,2023-12-09,LinkedIn Ads,519.1,43648,911,177,22,13,48916.55
CAMP-01028,Email Campaigns Campaign 2023-12-09,2023-12-09,Email Campaigns,1315.06,20137,1524,234,64,55,244273.63
CAMP-01029,SEO Content Campaign 2023-12-10,2023-12-10,SEO Content,787.16,18212,1235,154,35,24,102498.44
CAMP-01030,Events & Webinars Campaign 2023-12-10,2023-12-10,Events & Webinars,2737.26,12501,731,89,20,12,31233.49
CAMP-01031,Partner Referrals Campaign 2023-12-10,2023-12-10,Partner Referrals,440.97,97570,2436,319,92,63,248275.39
CAMP-01032,Partner Referrals Campaign 2023-12-11,2023-12-11,Partner Referrals,1851.43,27400,722,124,28,25,94334.75
CAMP-01033,Google Ads Campaign 2023-12-11,2023-12-11,Google Ads,1331.85,20690,1366,71,27,17,26822.45
CAMP-01034,LinkedIn Ads Campaign 2023-12-11,2023-12-11,LinkedIn Ads,2925.04,95920,2491,366,111,107,337107.26
CAMP-01035,Events & Webinars Campaign 2023-12-12,2023-12-12,Events & Webinars,2240.77,38888,3046,405,132,123,221619.47
CAMP-01036,SEO Content Campaign 2023-12-12,2023-12-12,SEO Content,2152.84,27053,730,110,35,31,43349.81
CAMP-01037,Partner Referrals Campaign 2023-12-12,2023-12-12,Partner Referrals,3496.22,84417,4757,820,126,95,305814.23
CAMP-01038,Partner Referrals Campaign 2023-12-13,2023-12-13,Partner Referrals,3465.06,49193,1740,334,77,71,271198.98
CAMP-01039,Events & Webinars Campaign 2023-12-13,2023-12-13,Events & Webinars,1219.64,5791,184,13,3,2,6584.57
CAMP-01040,SEO Content Campaign 2023-12-13,2023-12-13,SEO Content,1440.53,77726,5687,843,85,77,268962.77
CAMP-01041,Google Ads Campaign 2023-12-13,2023-12-13,Google Ads,3442.21,7346,544,70,9,8,10458.76
CAMP-01042,LinkedIn Ads Campaign 2023-12-14,2023-12-14,LinkedIn Ads,414.2,21614,708,105,35,28,103055.47
CAMP-01043,Events & Webinars Campaign 2023-12-14,2023-12-14,Events & Webinars,1387.99,54958,1846,101,28,20,74153.85
CAMP-01044,Google Ads Campaign 2023-12-14,2023-12-14,Google Ads,2131.76,31852,1296,89,10,9,34847.96
CAMP-01045,Email Campaigns Campaign 2023-12-14,2023-12-14,Email Campaigns,1897.37,53499,2304,247,42,27,109041.48
CAMP-01046,Events & Webinars Campaign 2023-12-15,2023-12-15,Events & Webinars,968.81,33497,1817,275,70,44,186195.67
CAMP-01047,Partner Referrals Campaign 2023-12-15,2023-12-15,Partner Referrals,551.68,53464,2959,375,56,55,79595.83
CAMP-01048,LinkedIn Ads Campaign 2023-12-16,2023-12-16,LinkedIn Ads,1563.06,75479,2422,313,75,60,82096.2
CAMP-01049,Email Campaigns Campaign 2023-12-16,2023-12-16,Email Campaigns,1865.78,54502,1806,162,50,47,91133.38
CAMP-01050,Google Ads Campaign 2023-12-16,2023-12-16,Google Ads,2178.68,36960,1922,265,52,40,74809.82
CAMP-01051,LinkedIn Ads Campaign 2023-12-17,2023-12-17,LinkedIn Ads,635.65,52268,3413,323,119,91,397009.23
CAMP-01052,SEO Content Campaign 2023-12-17,2023-12-17,SEO Content,776.2,41975,1535,226,81,65,195069.27
CAMP-01053,Partner Referrals Campaign 2023-12-17,2023-12-17,Partner Referrals,892.57,16906,812,154,27,20,86421.51
CAMP-01054,Google Ads Campaign 2023-12-17,2023-12-17,Google Ads,2101.16,44755,2954,413,42,32,47617.07
CAMP-01055,LinkedIn Ads Campaign 2023-12-18,2023-12-18,LinkedIn Ads,873.14,71459,1507,167,41,40,169589.28
CAMP-01056,Events & Webinars Campaign 2023-12-18,2023-12-18,Events & Webinars,788.24,13057,822,152,49,38,93760.91
CAMP-01057,Events & Webinars Campaign 2023-12-19,2023-12-19,Events & Webinars,2903.22,18093,1222,133,21,14,29631.25
CAMP-01058,Email Campaigns Campaign 2023-12-19,2023-12-19,Email Campaigns,1945.71,86301,6680,699,104,103,449229.99
CAMP-01059,Google Ads Campaign 2023-12-19,2023-12-19,Google Ads,3336.14,13122,615,92,29,19,61529.79
CAMP-01060,SEO Content Campaign 2023-12-19,2023-12-19,SEO Content,3185.32,76382,5115,554,106,64,251896.64
CAMP-01061,Google Ads Campaign 2023-12-20,2023-12-20,Google Ads,3164.56,25618,612,33,4,2,2270.92
CAMP-01062,Events & Webinars Campaign 2023-12-20,2023-12-20,Events & Webinars,2458.99,67389,2430,145,41,37,150928.53
CAMP-01063,Email Campaigns Campaign 2023-12-20,2023-12-20,Email Campaigns,803.5,46985,1182,231,70,56,64268.84
CAMP-01064,Partner Referrals Campaign 2023-12-21,2023-12-21,Partner Referrals,1327.57,28264,572,98,21,12,53689.44
CAMP-01065,SEO Content Campaign 2023-12-21,2023-12-21,SEO Content,2384.26,73608,3858,219,33,21,29325.63
CAMP-01066,Google Ads Campaign 2023-12-21,2023-12-21,Google Ads,2760.19,65245,3524,327,115,69,82674.31
CAMP-01067,Email Campaigns Campaign 2023-12-21,2023-12-21,Email Campaigns,2949.06,41445,2822,332,69,64,141526.99
CAMP-01068,Events & Webinars Campaign 2023-12-22,2023-12-22,Events & Webinars,559.19,46766,2992,588,132,100,161788.47
CAMP-01069,Google Ads Campaign 2023-12-22,2023-12-22,Google Ads,2692.15,92514,2474,319,43,36,68890.37
CAMP-01070,Events & Webinars Campaign 2023-12-23,2023-12-23,Events & Webinars,1936.1,94719,6586,1055,395,340,524353.64
CAMP-01071,LinkedIn Ads Campaign 2023-12-23,2023-12-23,LinkedIn Ads,2202.2,87520,3766,197,37,34,86021.94
CAMP-01072,LinkedIn Ads Campaign 2023-12-24,2023-12-24,LinkedIn Ads,1859.4,51807,2486,283,44,27,54305.72
CAMP-01073,Google Ads Campaign 2023-12-24,2023-12-24,Google Ads,1577.27,32161,1816,176,25,19,49109.25
CAMP-01074,Events & Webinars Campaign 2023-12-24,2023-12-24,Events & Webinars,1364.01,50347,3221,170,42,41,157896.58
