operation_id,order_id,processing_time,fulfillment_time,delivery_time,inventory_level,inventory_turnover,sla_target,sla_actual,sla_status
OPS-006161,ORD-006161,2.1,6.4,1.6,1717,7.3,5.0,2.0,Met
OPS-012195,ORD-012195,2.7,7.6,5.6,463,6.09,5.0,6.0,Breached
OPS-000629,ORD-000629,2.1,2.5,6.7,155,10.0,5.0,6.9,Breached
OPS-008070,ORD-008070,0.7,7.0,1.0,1732,10.83,5.0,1.3,Met
OPS-006623,ORD-006623,3.4,1.7,5.1,341,12.26,5.0,5.3,Breached
OPS-005722,ORD-005722,1.7,3.3,4.7,1288,9.5,5.0,4.9,Met
OPS-000966,ORD-000966,3.6,5.0,1.4,1753,6.15,5.0,1.8,Met
OPS-005772,ORD-005772,1.1,5.5,6.9,658,4.08,5.0,7.2,Breached
OPS-003022,ORD-003022,3.4,6.7,3.1,1331,13.37,5.0,3.5,Met
OPS-006338,ORD-006338,3.9,1.1,5.6,676,13.19,5.0,5.8,Breached
OPS-003054,ORD-003054,2.5,6.2,2.4,548,13.14,5.0,2.8,Met
OPS-010712,ORD-010712,3.8,6.2,3.0,229,7.61,5.0,3.4,Met
OPS-005318,ORD-005318,0.7,5.6,2.0,1025,5.12,5.0,2.3,Met
OPS-012054,ORD-012054,1.9,5.3,5.0,235,9.72,5.0,5.3,Breached
OPS-001258,ORD-001258,3.4,2.9,2.9,533,13.47,5.0,3.2,Met
OPS-011753,ORD-011753,3.9,2.6,3.6,542,8.04,5.0,3.9,Met
OPS-007245,ORD-007245,3.5,4.8,6.4,1406,10.22,5.0,6.7,Breached
OPS-001865,ORD-001865,4.0,5.8,5.0,1669,4.08,5.0,5.4,Breached
OPS-003851,ORD-003851,3.5,2.9,3.3,859,7.72,5.0,3.6,Met
OPS-001148,ORD-001148,2.7,2.5,5.4,442,8.6,5.0,5.6,Breached
OPS-009827,ORD-009827,0.6,3.3,4.0,293,12.62,5.0,4.2,Met
OPS-009761,ORD-009761,1.1,6.5,3.7,314,13.52,5.0,4.0,Met
OPS-009027,ORD-009027,1.5,7.2,2.8,264,11.3,5.0,3.2,Met
OPS-006661,ORD-006661,1.1,3.3,3.0,1712,10.31,5.0,3.2,Met
OPS-002840,ORD-002840,3.4,3.9,1.3,1347,5.91,5.0,1.6,Met
OPS-007795,ORD-007795,3.5,2.2,1.2,257,12.76,5.0,1.4,Met
OPS-003989,ORD-003989,2.2,3.5,1.7,1732,5.77,5.0,1.9,Met
OPS-011057,ORD-011057,2.7,6.6,3.8,1535,8.57,5.0,4.2,Met
OPS-011033,ORD-011033,0.8,1.6,6.1,1060,8.34,5.0,6.2,Breached
OPS-010874,ORD-010874,1.0,1.5,2.9,973,8.42,5.0,3.0,Met
OPS-008847,ORD-008847,1.4,1.1,2.5,327,6.16,5.0,2.6,Met
OPS-002963,ORD-002963,2.8,2.2,5.2,909,4.96,5.0,5.4,Breached
OPS-012104,ORD-012104,1.5,3.8,4.7,1583,10.89,5.0,4.9,Met
OPS-007972,ORD-007972,2.2,6.7,3.5,520,10.94,5.0,3.9,Met
OPS-004847,ORD-004847,2.0,3.9,1.5,1583,7.37,5.0,1.7,Met
OPS-008312,ORD-008312,1.9,2.2,4.2,1511,12.03,5.0,4.4,Met
OPS-012354,ORD-012354,1.6,6.4,1.6,1893,5.68,5.0,1.9,Met
OPS-010866,ORD-010866,3.1,4.2,7.0,879,7.71,5.0,7.3,Breached
OPS-007611,ORD-007611,0.9,1.6,5.9,1707,7.52,5.0,6.0,Breached
OPS-011673,ORD-011673,3.6,5.7,1.3,517,5.97,5.0,1.7,Met
OPS-001412,ORD-001412,1.7,1.4,3.8,1525,7.97,5.0,3.9,Met
OPS-005238,ORD-005238,2.9,6.4,2.1,1697,13.94,5.0,2.5,Met
OPS-011403,ORD-011403,1.7,1.5,5.3,929,8.42,5.0,5.4,Breached
OPS-008797,ORD-008797,2.2,7.2,1.4,720,5.28,5.0,1.8,Met
OPS-001232,ORD-001232,2.6,4.4,1.3,233,7.19,5.0,1.6,Met
OPS-001164,ORD-001164,1.4,3.9,5.1,1334,5.99,5.0,5.3,Breached
OPS-008234,ORD-008234,1.6,7.5,2.2,1596,4.85,5.0,2.6,Met
OPS-011426,ORD-011426,3.5,3.2,2.2,268,4.29,5.0,2.5,Met
OPS-002047,ORD-002047,3.8,6.0,6.3,885,12.63,5.0,6.7,Breached
OPS-005693,ORD-005693,1.6,5.4,3.1,344,5.28,5.0,3.4,Met
OPS-005311,ORD-005311,3.2,2.2,2.1,1277,11.92,5.0,2.3,Met
OPS-004584,ORD-004584,2.9,2.9,4.2,443,5.18,5.0,4.4,Met
OPS-001668,ORD-001668,1.7,6.9,3.6,1854,7.42,5.0,4.0,Met
OPS-006033,ORD-006033,2.1,2.8,5.3,108,8.61,5.0,5.5,Breached
OPS-005771,ORD-005771,1.1,4.7,6.3,1308,7.38,5.0,6.5,Breached
OPS-007809,ORD-007809,1.5,4.8,3.0,1129,5.4,5.0,3.3,Met
OPS-004128,ORD-004128,3.1,7.1,5.4,1812,10.85,5.0,5.8,Breached
OPS-008345,ORD-008345,3.4,3.0,5.2,1668,10.44,5.0,5.5,Breached
OPS-006189,ORD-006189,2.2,7.4,1.5,604,5.21,5.0,1.9,Met
OPS-001490,ORD-001490,1.4,1.9,1.2,810,6.21,5.0,1.3,Met
OPS-002560,ORD-002560,2.7,2.6,1.5,1329,7.29,5.0,1.7,Met
OPS-003813,ORD-003813,1.9,1.4,2.4,1203,6.83,5.0,2.5,Met
OPS-004368,ORD-004368,1.7,5.6,6.2,1548,7.13,5.0,6.5,Breached
OPS-006035,ORD-006035,2.4,5.6,5.4,599,11.48,5.0,5.7,Breached
OPS-000656,ORD-000656,0.8,4.2,1.1,685,13.55,5.0,1.3,Met
OPS-012273,ORD-012273,1.7,3.9,1.5,1901,7.75,5.0,1.7,Met
OPS-001295,ORD-001295,2.4,2.5,2.6,547,5.36,5.0,2.8,Met
OPS-003403,ORD-003403,3.3,5.2,5.3,606,13.57,5.0,5.7,Breached
OPS-004833,ORD-004833,2.3,6.8,5.4,438,12.72,5.0,5.8,Breached
OPS-009408,ORD-009408,3.6,1.1,1.1,120,12.65,5.0,1.3,Met
OPS-003273,ORD-003273,1.6,2.5,5.1,261,10.87,5.0,5.3,Breached
OPS-006107,ORD-006107,1.7,5.6,4.0,1388,9.78,5.0,4.3,Met
OPS-005699,ORD-005699,1.3,6.9,3.6,1080,4.97,5.0,3.9,Met
OPS-002745,ORD-002745,0.6,6.4,3.5,378,7.96,5.0,3.8,Met
OPS-006039,ORD-006039,0.9,2.2,5.3,1929,7.26,5.0,5.4,Breached
OPS-004774,ORD-004774,3.3,4.6,6.2,1480,12.02,5.0,6.5,Breached
OPS-010790,ORD-010790,0.5,1.3,5.6,1065,11.05,5.0,5.7,Breached
OPS-005078,ORD-005078,2.9,7.4,2.3,432,4.26,5.0,2.7,Met
OPS-010319,ORD-010319,1.1,2.2,4.2,1795,8.56,5.0,4.3,Met
OPS-007453,ORD-007453,2.1,7.8,3.4,1524,6.7,5.0,3.8,Met
OPS-005859,ORD-005859,2.6,3.8,3.1,1562,5.86,5.0,3.4,Met
OPS-007817,ORD-007817,2.3,7.3,1.9,103,7.14,5.0,2.3,Met
OPS-009739,ORD-009739,2.9,4.0,2.0,683,12.8,5.0,2.3,Met
OPS-008697,ORD-008697,3.4,4.2,1.6,859,10.06,5.0,1.9,Met
OPS-003250,ORD-003250,0.9,1.8,1.1,1781,12.3,5.0,1.2,Met
OPS-011235,ORD-011235,3.2,2.9,3.5,207,12.98,5.0,3.8,Met
OPS-005152,ORD-005152,1.0,6.1,5.3,1063,9.81,5.0,5.6,Breached
OPS-001872,ORD-001872,0.6,2.6,2.6,1322,12.79,5.0,2.7,Met
OPS-002452,ORD-002452,0.8,4.2,3.1,1517,7.87,5.0,3.3,Met
OPS-008868,ORD-008868,1.8,6.0,1.2,588,4.83,5.0,1.5,Met
OPS-006973,ORD-006973,1.1,2.5,2.1,1193,10.57,5.0,2.2,Met
OPS-000995,ORD-000995,0.9,5.9,6.1,791,11.75,5.0,6.4,Breached
OPS-009715,ORD-009715,2.9,3.5,5.6,199,12.63,5.0,5.9,Breached
OPS-007902,ORD-007902,2.8,1.5,3.8,1073,12.05,5.0,4.0,Met
OPS-002769,ORD-002769,0.6,6.4,4.3,139,9.07,5.0,4.6,Met
OPS-008501,ORD-008501,2.6,5.2,6.8,582,7.67,5.0,7.1,Breached
OPS-000969,ORD-000969,3.8,4.6,6.4,1467,5.39,5.0,6.8,Breached
OPS-001681,ORD-001681,1.5,3.1,1.6,1080,11.46,5.0,1.8,Met
OPS-003179,ORD-003179,2.6,7.2,5.1,564,11.27,5.0,5.5,Breached
OPS-010414,ORD-010414,3.6,2.9,6.5,565,7.52,5.0,6.8,Breached
OPS-011992,ORD-011992,3.9,2.3,2.9,1734,6.87,5.0,3.2,Met
OPS-002419,ORD-002419,1.0,3.7,3.2,1698,10.91,5.0,3.4,Met
OPS-000318,ORD-000318,3.0,7.7,6.2,140,7.55,5.0,6.6,Breached
OPS-003302,ORD-003302,3.6,1.2,5.1,1846,6.55,5.0,5.3,Breached
OPS-007900,ORD-007900,3.0,1.7,4.5,1031,13.76,5.0,4.7,Met
OPS-001838,ORD-001838,3.2,3.2,3.8,127,13.67,5.0,4.1,Met
OPS-000424,ORD-000424,0.8,1.1,6.5,1129,7.66,5.0,6.6,Breached
OPS-001787,ORD-001787,3.7,1.5,5.4,686,7.85,5.0,5.6,Breached
OPS-001532,ORD-001532,1.6,3.2,6.7,391,11.34,5.0,6.9,Breached
OPS-012341,ORD-012341,3.3,3.7,1.4,1380,6.36,5.0,1.7,Met
OPS-006392,ORD-006392,3.7,4.3,1.1,1281,13.92,5.0,1.4,Met
OPS-005521,ORD-005521,3.8,3.6,4.6,853,5.47,5.0,4.9,Met
OPS-007377,ORD-007377,1.6,4.0,5.1,1111,8.12,5.0,5.3,Breached
OPS-005575,ORD-005575,3.3,4.4,6.5,1635,6.66,5.0,6.8,Breached
OPS-003582,ORD-003582,3.7,1.7,3.8,1133,4.84,5.0,4.0,Met
OPS-008081,ORD-008081,3.0,6.1,1.8,220,12.3,5.0,2.2,Met
OPS-003995,ORD-003995,1.6,5.3,1.3,1718,9.51,5.0,1.6,Met
OPS-008085,ORD-008085,0.9,4.1,5.7,685,6.6,5.0,5.9,Breached
OPS-000569,ORD-000569,2.1,7.2,3.2,1355,8.36,5.0,3.6,Met
OPS-012487,ORD-012487,3.7,1.6,5.9,1990,10.31,5.0,6.1,Breached
OPS-003568,ORD-003568,2.4,7.4,5.0,1835,8.33,5.0,5.4,Breached
OPS-006448,ORD-006448,3.1,5.6,1.9,607,4.1,5.0,2.3,Met
OPS-005481,ORD-005481,3.8,2.2,3.9,1686,13.4,5.0,4.2,Met
OPS-010166,ORD-010166,2.7,2.5,5.3,385,4.11,5.0,5.5,Breached
OPS-011817,ORD-011817,2.7,4.4,3.7,687,11.6,5.0,4.0,Met
OPS-008876,ORD-008876,2.8,1.5,1.8,1110,11.42,5.0,2.0,Met
OPS-009487,ORD-009487,3.4,3.7,3.1,144,10.57,5.0,3.4,Met
OPS-007125,ORD-007125,0.9,3.2,4.3,524,9.18,5.0,4.5,Met
OPS-010663,ORD-010663,2.0,3.4,2.1,1206,10.27,5.0,2.3,Met
OPS-007733,ORD-007733,1.9,7.8,6.0,1272,5.33,5.0,6.4,Breached
OPS-003082,ORD-003082,3.4,6.3,1.7,959,8.11,5.0,2.1,Met
OPS-011970,ORD-011970,1.6,2.1,6.5,590,9.63,5.0,6.7,Breached
OPS-003230,ORD-003230,0.8,2.2,2.1,773,8.06,5.0,2.2,Met
OPS-011452,ORD-011452,3.5,5.3,3.1,839,9.98,5.0,3.5,Met
OPS-011177,ORD-011177,2.2,1.2,5.8,1141,11.45,5.0,5.9,Breached
OPS-010207,ORD-010207,3.1,6.2,3.7,519,12.51,5.0,4.1,Met
OPS-003721,ORD-003721,2.5,1.8,6.7,1154,10.67,5.0,6.9,Breached
OPS-007918,ORD-007918,1.2,7.7,2.1,1587,10.44,5.0,2.5,Met
OPS-005784,ORD-005784,2.3,7.7,1.9,990,11.54,5.0,2.3,Met
OPS-004319,ORD-004319,2.3,8.0,1.4,1140,9.05,5.0,1.8,Met
OPS-001758,ORD-001758,2.8,5.7,5.9,1176,6.45,5.0,6.3,Breached
OPS-008952,ORD-008952,1.0,2.9,6.3,165,9.16,5.0,6.5,Breached
OPS-005939,ORD-005939,4.0,2.4,2.8,1096,6.88,5.0,3.1,Met
OPS-009734,ORD-009734,2.4,4.8,4.9,1233,6.25,5.0,5.2,Breached
OPS-006827,ORD-006827,3.5,5.2,6.4,1273,11.82,5.0,6.8,Breached
OPS-008106,ORD-008106,1.9,7.2,1.7,494,12.28,5.0,2.1,Met
OPS-000689,ORD-000689,3.1,7.1,4.3,1712,11.27,5.0,4.7,Met
OPS-000038,ORD-000038,3.2,4.7,5.7,661,5.75,5.0,6.0,Breached
OPS-006675,ORD-006675,3.3,2.8,2.0,402,13.28,5.0,2.3,Met
OPS-006077,ORD-006077,3.1,4.7,2.2,1891,8.84,5.0,2.5,Met
OPS-005328,ORD-005328,3.3,2.4,4.4,616,13.5,5.0,4.6,Met
OPS-001573,ORD-001573,1.1,1.4,1.2,1061,5.66,5.0,1.3,Met
OPS-010346,ORD-010346,0.8,3.9,2.6,1676,8.54,5.0,2.8,Met
OPS-004066,ORD-004066,1.4,8.0,2.5,962,12.67,5.0,2.9,Met
OPS-002833,ORD-002833,2.5,2.2,3.1,1697,10.84,5.0,3.3,Met
OPS-001809,ORD-001809,2.0,3.9,2.0,150,6.17,5.0,2.2,Met
OPS-002790,ORD-002790,1.5,7.2,1.9,224,10.87,5.0,2.3,Met
OPS-003123,ORD-003123,2.7,1.7,2.7,1310,11.76,5.0,2.9,Met
OPS-008686,ORD-008686,2.4,3.4,5.6,1333,11.72,5.0,5.8,Breached
OPS-008862,ORD-008862,3.3,2.0,1.2,1330,5.69,5.0,1.4,Met
OPS-012321,ORD-012321,1.1,6.0,1.5,445,7.04,5.0,1.8,Met
OPS-001099,ORD-001099,1.0,2.7,5.0,598,7.69,5.0,5.2,Breached
OPS-001221,ORD-001221,3.4,5.4,3.7,235,13.08,5.0,4.1,Met
OPS-001682,ORD-001682,0.6,3.4,2.3,216,11.4,5.0,2.5,Met
OPS-012317,ORD-012317,1.8,6.8,3.4,1478,4.56,5.0,3.8,Met
OPS-012411,ORD-012411,1.2,6.4,6.4,1654,7.19,5.0,6.7,Breached
OPS-004393,ORD-004393,0.6,5.1,6.2,1831,4.05,5.0,6.4,Breached
OPS-004942,ORD-004942,0.5,6.5,4.5,1828,13.64,5.0,4.8,Met
OPS-001740,ORD-001740,2.9,6.3,7.0,1913,8.57,5.0,7.4,Breached
OPS-002716,ORD-002716,2.5,4.0,6.4,1889,5.75,5.0,6.7,Breached
OPS-010629,ORD-010629,0.8,4.1,3.6,641,5.59,5.0,3.8,Met
OPS-002264,ORD-002264,1.0,1.3,3.9,1673,4.37,5.0,4.0,Met
OPS-000368,ORD-000368,1.0,3.5,3.9,121,11.13,5.0,4.1,Met
OPS-006518,ORD-006518,2.8,4.1,6.8,1040,7.51,5.0,7.1,Breached
OPS-009323,ORD-009323,1.8,4.3,2.9,1464,6.41,5.0,3.2,Met
OPS-006967,ORD-006967,1.1,3.5,3.5,385,13.06,5.0,3.7,Met
OPS-001156,ORD-001156,1.4,4.1,5.0,235,5.76,5.0,5.2,Breached
OPS-007772,ORD-007772,3.5,7.3,1.9,1400,12.42,5.0,2.3,Met
OPS-009361,ORD-009361,0.6,7.2,3.3,488,12.52,5.0,3.6,Met
OPS-009943,ORD-009943,0.9,1.4,3.5,354,10.56,5.0,3.6,Met
OPS-007652,ORD-007652,3.9,3.2,2.5,685,10.58,5.0,2.8,Met
OPS-006636,ORD-006636,1.5,7.7,5.0,1449,5.43,5.0,5.4,Breached
OPS-008078,ORD-008078,2.8,6.4,6.0,1625,5.93,5.0,6.4,Breached
OPS-002270,ORD-002270,3.4,4.0,2.8,1973,7.91,5.0,3.1,Met
OPS-009608,ORD-009608,1.3,4.9,4.0,389,7.49,5.0,4.3,Met
OPS-010821,ORD-010821,0.9,6.8,3.2,971,7.48,5.0,3.5,Met
OPS-009540,ORD-009540,1.6,6.2,2.6,190,9.83,5.0,2.9,Met
OPS-002457,ORD-002457,3.3,1.1,1.7,567,12.88,5.0,1.9,Met
OPS-003871,ORD-003871,3.0,6.0,6.7,1127,11.29,5.0,7.1,Breached
OPS-010044,ORD-010044,3.0,2.5,6.1,1837,13.9,5.0,6.3,Breached
OPS-011617,ORD-011617,3.0,4.1,2.7,705,7.06,5.0,3.0,Met
OPS-011215,ORD-011215,3.7,4.2,3.4,1037,12.74,5.0,3.7,Met
OPS-010723,ORD-010723,0.6,2.8,4.2,959,7.7,5.0,4.3,Met
OPS-006103,ORD-006103,2.7,2.2,4.8,1857,7.86,5.0,5.0,Met
OPS-007201,ORD-007201,1.0,1.2,6.1,1860,13.64,5.0,6.2,Breached
OPS-011909,ORD-011909,0.5,4.7,2.0,1994,13.64,5.0,2.2,Met
OPS-002001,ORD-002001,1.2,4.3,4.3,1930,8.78,5.0,4.5,Met
OPS-000432,ORD-000432,3.8,6.3,6.9,1263,5.13,5.0,7.3,Breached
OPS-000107,ORD-000107,2.3,4.3,5.4,664,11.81,5.0,5.7,Breached
OPS-002032,ORD-002032,1.4,5.0,3.6,1023,5.11,5.0,3.9,Met
OPS-007752,ORD-007752,3.9,2.3,1.3,1281,12.28,5.0,1.6,Met
OPS-003380,ORD-003380,2.4,2.8,6.0,1842,7.6,5.0,6.2,Breached
OPS-006686,ORD-006686,0.8,7.9,5.8,728,5.69,5.0,6.2,Breached
OPS-011740,ORD-011740,0.8,1.3,5.7,1224,9.31,5.0,5.8,Breached
OPS-007118,ORD-007118,4.0,2.2,4.1,1228,11.85,5.0,4.4,Met
OPS-007216,ORD-007216,1.0,4.9,6.0,1923,10.67,5.0,6.2,Breached
OPS-001880,ORD-001880,1.7,3.7,3.4,1802,8.08,5.0,3.6,Met
OPS-007332,ORD-007332,3.8,5.8,4.4,1209,4.15,5.0,4.8,Met
OPS-000693,ORD-000693,2.9,2.3,3.4,1633,5.1,5.0,3.6,Met
OPS-011760,ORD-011760,3.1,2.5,6.8,720,4.59,5.0,7.0,Breached
OPS-007624,ORD-007624,3.7,2.4,6.8,242,6.84,5.0,7.1,Breached
OPS-008109,ORD-008109,2.8,1.2,1.3,162,10.72,5.0,1.5,Met
OPS-008303,ORD-008303,1.5,2.8,1.7,1037,4.61,5.0,1.9,Met
OPS-002305,ORD-002305,0.9,6.1,1.8,1019,9.06,5.0,2.1,Met
OPS-007957,ORD-007957,3.1,5.0,3.9,1151,5.0,5.0,4.2,Met
OPS-003747,ORD-003747,2.6,6.4,6.6,104,6.47,5.0,7.0,Breached
OPS-006751,ORD-006751,3.3,4.3,1.3,992,6.4,5.0,1.6,Met
OPS-004906,ORD-004906,3.2,2.7,5.6,1262,9.84,5.0,5.8,Breached
OPS-011272,ORD-011272,3.9,6.2,2.8,338,4.97,5.0,3.2,Met
OPS-006755,ORD-006755,0.8,8.0,3.9,964,6.53,5.0,4.3,Met
OPS-004700,ORD-004700,3.4,1.9,1.3,792,5.09,5.0,1.5,Met
OPS-010403,ORD-010403,1.7,3.6,2.3,230,12.78,5.0,2.5,Met
OPS-008873,ORD-008873,1.6,6.6,4.4,688,8.08,5.0,4.7,Met
OPS-010913,ORD-010913,2.4,7.4,5.8,503,12.67,5.0,6.2,Breached
OPS-000753,ORD-000753,0.9,1.3,4.2,208,13.86,5.0,4.3,Met
OPS-000678,ORD-000678,3.9,4.8,5.0,213,12.85,5.0,5.4,Breached
OPS-009159,ORD-009159,1.9,5.5,3.8,544,11.54,5.0,4.1,Met
OPS-002189,ORD-002189,3.2,6.5,1.5,415,5.42,5.0,1.9,Met
OPS-005207,ORD-005207,4.0,5.0,3.6,1808,7.93,5.0,4.0,Met
OPS-000544,ORD-000544,2.5,5.0,4.7,1475,10.25,5.0,5.0,Met
OPS-001563,ORD-001563,2.2,7.1,4.8,1188,4.2,5.0,5.2,Breached
OPS-004848,ORD-004848,3.3,7.1,5.5,192,9.08,5.0,5.9,Breached
OPS-006966,ORD-006966,1.7,5.6,3.2,745,12.51,5.0,3.5,Met
OPS-002623,ORD-002623,3.4,3.1,4.6,1329,12.71,5.0,4.9,Met
OPS-001049,ORD-001049,3.1,2.1,6.4,1157,11.05,5.0,6.6,Breached
OPS-011053,ORD-011053,1.1,5.8,3.7,436,6.52,5.0,4.0,Met
OPS-007704,ORD-007704,3.2,4.7,6.8,1033,7.68,5.0,7.1,Breached
OPS-002156,ORD-002156,1.0,2.1,7.0,992,8.74,5.0,7.1,Breached
OPS-012037,ORD-012037,1.4,2.0,2.6,1863,7.85,5.0,2.7,Met
OPS-010608,ORD-010608,2.2,5.9,5.0,310,12.72,5.0,5.3,Breached
OPS-011011,ORD-011011,3.2,5.6,2.9,1003,6.4,5.0,3.3,Met
OPS-008522,ORD-008522,3.0,6.7,4.8,1956,7.66,5.0,5.2,Breached
OPS-001061,ORD-001061,1.1,6.6,1.3,851,10.81,5.0,1.6,Met
OPS-009730,ORD-009730,3.5,7.7,1.5,901,5.93,5.0,2.0,Met
OPS-011143,ORD-011143,1.0,3.0,3.4,820,13.35,5.0,3.6,Met
OPS-001596,ORD-001596,2.2,1.8,3.9,892,5.33,5.0,4.1,Met
OPS-000547,ORD-000547,2.6,1.9,6.4,1814,7.11,5.0,6.6,Breached
OPS-003461,ORD-003461,0.6,6.9,2.1,1424,4.89,5.0,2.4,Met
OPS-003092,ORD-003092,2.0,3.4,5.0,1030,10.12,5.0,5.2,Breached
OPS-010233,ORD-010233,1.1,1.3,2.4,1394,5.33,5.0,2.5,Met
OPS-001159,ORD-001159,1.6,2.8,6.4,1694,13.38,5.0,6.6,Breached
OPS-009335,ORD-009335,1.1,6.2,2.6,1988,8.1,5.0,2.9,Met
OPS-003536,ORD-003536,2.6,2.9,3.7,1765,9.59,5.0,3.9,Met
OPS-011639,ORD-011639,1.9,1.8,4.0,1070,9.85,5.0,4.2,Met
OPS-011845,ORD-011845,2.2,2.2,1.8,1266,9.65,5.0,2.0,Met
OPS-000246,ORD-000246,2.3,5.2,3.3,265,9.0,5.0,3.6,Met
OPS-008389,ORD-008389,1.7,6.3,5.3,845,8.35,5.0,5.6,Breached
OPS-010914,ORD-010914,1.1,1.9,3.7,706,8.24,5.0,3.8,Met
OPS-012362,ORD-012362,1.4,7.1,4.2,147,7.14,5.0,4.6,Met
OPS-006527,ORD-006527,1.7,2.4,4.2,346,6.76,5.0,4.4,Met
OPS-009955,ORD-009955,1.1,5.6,6.8,688,12.95,5.0,7.1,Breached
OPS-004111,ORD-004111,0.8,5.0,4.0,1173,4.89,5.0,4.2,Met
OPS-004790,ORD-004790,0.9,3.8,3.6,1335,10.6,5.0,3.8,Met
OPS-003677,ORD-003677,0.6,3.8,4.9,1352,5.98,5.0,5.1,Breached
OPS-007886,ORD-007886,2.0,1.8,3.8,1860,6.01,5.0,4.0,Met
OPS-011091,ORD-011091,3.1,4.3,2.8,1208,11.87,5.0,3.1,Met
OPS-006582,ORD-006582,1.2,6.7,4.2,1459,12.17,5.0,4.5,Met
OPS-006861,ORD-006861,2.1,2.1,2.9,651,7.21,5.0,3.1,Met
OPS-008337,ORD-008337,1.5,7.2,3.6,196,13.41,5.0,4.0,Met
OPS-005149,ORD-005149,3.2,2.9,6.4,1415,10.1,5.0,6.7,Breached
OPS-003198,ORD-003198,1.3,7.4,4.4,246,9.17,5.0,4.8,Met
OPS-000412,ORD-000412,1.6,5.2,4.0,1039,4.26,5.0,4.3,Met
OPS-001852,ORD-001852,3.2,7.4,5.2,1244,11.91,5.0,5.6,Breached
OPS-002592,ORD-002592,1.1,2.6,6.6,679,10.86,5.0,6.8,Breached
OPS-012053,ORD-012053,2.5,7.7,5.7,827,9.64,5.0,6.1,Breached
OPS-007415,ORD-007415,2.5,2.3,2.2,730,9.63,5.0,2.4,Met
OPS-004948,ORD-004948,2.0,1.6,5.6,1817,10.97,5.0,5.8,Breached
OPS-010358,ORD-010358,3.5,3.3,5.0,1841,5.79,5.0,5.3,Breached
OPS-003503,ORD-003503,0.8,3.1,2.2,1978,11.57,5.0,2.4,Met
OPS-001935,ORD-001935,1.0,7.2,4.2,1765,9.46,5.0,4.5,Met
OPS-001296,ORD-001296,3.6,1.9,1.4,365,7.24,5.0,1.6,Met
OPS-008675,ORD-008675,3.5,7.1,4.9,1433,11.64,5.0,5.3,Breached
OPS-007697,ORD-007697,2.5,2.5,1.3,1859,13.41,5.0,1.5,Met
OPS-010099,ORD-010099,1.0,5.5,5.7,566,10.75,5.0,6.0,Breached
OPS-003395,ORD-003395,2.6,6.1,4.8,1450,12.78,5.0,5.2,Breached
OPS-004225,ORD-004225,0.9,4.3,6.3,884,6.89,5.0,6.5,Breached
OPS-010567,ORD-010567,1.4,5.3,4.7,384,4.1,5.0,5.0,Met
OPS-006792,ORD-006792,3.3,1.9,1.4,214,6.69,5.0,1.6,Met
OPS-009428,ORD-009428,3.1,5.9,3.4,1114,9.36,5.0,3.8,Met
OPS-007012,ORD-007012,2.7,5.8,3.7,1908,12.42,5.0,4.1,Met
OPS-000814,ORD-000814,2.2,3.3,3.7,1154,4.77,5.0,3.9,Met
OPS-007300,ORD-007300,0.6,3.6,4.9,180,9.42,5.0,5.1,Breached
OPS-010598,ORD-010598,3.2,2.6,2.2,657,13.8,5.0,2.4,Met
OPS-005425,ORD-005425,2.1,2.1,5.9,1419,13.13,5.0,6.1,Breached
OPS-012067,ORD-012067,1.6,4.2,5.0,225,8.83,5.0,5.2,Breached
OPS-006733,ORD-006733,0.7,1.6,4.9,255,8.82,5.0,5.0,Met
OPS-009432,ORD-009432,3.7,6.5,5.9,1845,12.89,5.0,6.3,Breached
OPS-011995,ORD-011995,1.5,6.8,6.6,161,10.08,5.0,6.9,Breached
OPS-009490,ORD-009490,3.9,3.4,3.9,1239,4.2,5.0,4.2,Met
OPS-003881,ORD-003881,2.8,6.2,6.4,546,10.84,5.0,6.8,Breached
OPS-012068,ORD-012068,3.7,2.4,4.6,794,12.85,5.0,4.9,Met
OPS-005191,ORD-005191,0.6,5.7,2.8,1887,13.8,5.0,3.1,Met
OPS-007947,ORD-007947,3.0,1.5,4.4,490,5.54,5.0,4.6,Met
OPS-010449,ORD-010449,0.9,7.5,1.8,659,8.23,5.0,2.1,Met
OPS-003997,ORD-003997,0.5,2.6,6.9,1173,12.18,5.0,7.0,Breached
OPS-002323,ORD-002323,2.7,5.2,4.9,1998,4.64,5.0,5.2,Breached
OPS-011202,ORD-011202,0.6,2.0,1.6,1262,4.12,5.0,1.7,Met
OPS-005745,ORD-005745,1.5,2.9,6.4,263,5.89,5.0,6.6,Breached
OPS-000847,ORD-000847,1.9,1.6,3.8,1875,8.32,5.0,3.9,Met
OPS-004431,ORD-004431,2.8,4.3,6.1,1826,5.82,5.0,6.4,Breached
OPS-005526,ORD-005526,0.5,5.6,6.4,1614,9.61,5.0,6.7,Breached
OPS-002547,ORD-002547,1.4,1.9,6.5,546,7.55,5.0,6.6,Breached
OPS-009483,ORD-009483,3.3,1.7,3.3,1514,10.28,5.0,3.5,Met
OPS-002876,ORD-002876,2.1,2.6,4.1,1515,4.9,5.0,4.3,Met
OPS-006378,ORD-006378,0.9,7.6,2.4,1054,9.51,5.0,2.8,Met
OPS-001320,ORD-001320,1.2,4.1,3.9,938,12.02,5.0,4.1,Met
OPS-007655,ORD-007655,2.1,2.7,3.4,1608,5.94,5.0,3.6,Met
