order_id,order_date,customer_id,customer_segment,product_id,product_category,employee_id,region_id,quantity,unit_price,unit_cost,discount_pct,gross_revenue,revenue,cogs,profit,profit_margin
ORD-007068,2023-05-26,CUST-0237,Startup,PROD-116,Cloud Infrastructure,EMP-032,REG-04,3,35996.28,20153.24,0.08,107988.84,99349.73,60459.72,38890.01,39.14
ORD-007975,2023-05-26,CUST-0161,Government,PROD-102,Enterprise Software,EMP-049,REG-03,2,78000.0,35000.0,0.1,156000.0,140400.0,70000.0,70400.0,50.14
ORD-008199,2023-05-26,CUST-0317,Startup,PROD-110,Consulting Services,EMP-119,REG-04,1,210000.0,90000.0,0.0,210000.0,210000.0,90000.0,120000.0,57.14
ORD-001926,2023-05-27,CUST-0966,Startup,PROD-123,Hardware Workstations,EMP-024,REG-02,3,108253.94,48204.93,0.08,324761.82,298780.87,144614.79,154166.08,51.6
ORD-004829,2023-05-27,CUST-0449,SMB,PROD-119,Hardware Workstations,EMP-058,REG-05,2,95539.33,59518.68,0.1,191078.66,171970.79,119037.36,52933.43,30.78
ORD-006252,2023-05-27,CUST-0816,Enterprise,PROD-124,SaaS Subscriptions,EMP-033,REG-01,1,105825.2,44492.55,0.05,105825.2,100533.94,44492.55,56041.39,55.74
ORD-006671,2023-05-27,CUST-0293,Enterprise,PROD-122,Cloud Infrastructure,EMP-128,REG-03,7,33716.91,20101.02,0.1,236018.37,212416.53,140707.14,71709.39,33.76
ORD-008137,2023-05-27,CUST-0479,Mid-Market,PROD-105,Hardware Workstations,EMP-146,REG-05,6,75000.0,40000.0,0.15,450000.0,382500.0,240000.0,142500.0,37.25
ORD-000312,2023-05-28,CUST-0518,Government,PROD-113,Cloud Infrastructure,EMP-033,REG-05,5,29803.96,16375.59,0.1,149019.8,134117.82,81877.95,52239.87,38.95
ORD-002169,2023-05-28,CUST-0671,Startup,PROD-121,Enterprise Software,EMP-042,REG-02,2,59342.74,26842.26,0.08,118685.48,109190.64,53684.52,55506.12,50.83
ORD-005010,2023-05-28,CUST-0731,Startup,PROD-102,Enterprise Software,EMP-049,REG-03,3,78000.0,35000.0,0.15,234000.0,198900.0,105000.0,93900.0,47.21
ORD-006390,2023-05-28,CUST-0809,Enterprise,PROD-105,Hardware Workstations,EMP-090,REG-01,7,75000.0,40000.0,0.0,525000.0,525000.0,280000.0,245000.0,46.67
ORD-006470,2023-05-28,CUST-0945,Startup,PROD-108,Enterprise Software,EMP-033,REG-01,2,180000.0,85000.0,0.2,360000.0,288000.0,170000.0,118000.0,40.97
ORD-006701,2023-05-28,CUST-0681,Startup,PROD-101,Cloud Infrastructure,EMP-119,REG-05,3,95000.0,45000.0,0.08,285000.0,262200.0,135000.0,127200.0,48.51
ORD-006930,2023-05-28,CUST-1134,Mid-Market,PROD-108,Enterprise Software,EMP-033,REG-05,6,180000.0,85000.0,0.2,1080000.0,864000.0,510000.0,354000.0,40.97
ORD-001204,2023-05-29,CUST-0357,Startup,PROD-112,Enterprise Software,EMP-032,REG-04,1,110000.0,48000.0,0.1,110000.0,99000.0,48000.0,51000.0,51.52
ORD-003638,2023-05-29,CUST-0849,Enterprise,PROD-113,Cloud Infrastructure,EMP-147,REG-01,2,29803.96,16375.59,0.0,59607.92,59607.92,32751.18,26856.74,45.06
ORD-006081,2023-05-29,CUST-0156,SMB,PROD-102,Enterprise Software,EMP-146,REG-02,2,78000.0,35000.0,0.05,156000.0,148200.0,70000.0,78200.0,52.77
ORD-006218,2023-05-29,CUST-0970,Startup,PROD-115,Consulting Services,EMP-146,REG-02,2,38327.67,19781.64,0.0,76655.34,76655.34,39563.28,37092.06,48.39
ORD-000948,2023-05-30,CUST-0973,SMB,PROD-123,Hardware Workstations,EMP-117,REG-03,1,108253.94,48204.93,0.2,108253.94,86603.15,48204.93,38398.22,44.34
ORD-002312,2023-05-30,CUST-0049,Enterprise,PROD-104,Hardware Workstations,EMP-096,REG-03,10,120000.0,65000.0,0.08,1200000.0,1104000.0,650000.0,454000.0,41.12
ORD-004623,2023-05-30,CUST-0400,Mid-Market,PROD-113,Cloud Infrastructure,EMP-063,REG-04,6,29803.96,16375.59,0.2,178823.76,143059.01,98253.54,44805.47,31.32
ORD-005556,2023-05-31,CUST-0491,Government,PROD-102,Enterprise Software,EMP-058,REG-05,1,78000.0,35000.0,0.0,78000.0,78000.0,35000.0,43000.0,55.13
ORD-006918,2023-05-31,CUST-0812,Enterprise,PROD-116,Cloud Infrastructure,EMP-119,REG-05,8,35996.28,20153.24,0.2,287970.24,230376.19,161225.92,69150.27,30.02
ORD-000096,2023-06-01,CUST-0041,Mid-Market,PROD-119,Hardware Workstations,EMP-134,REG-02,6,95539.33,59518.68,0.1,573235.98,515912.38,357112.08,158800.3,30.78
ORD-000542,2023-06-01,CUST-0495,SMB,PROD-118,Consulting Services,EMP-147,REG-01,1,74600.14,38073.59,0.08,74600.14,68632.13,38073.59,30558.54,44.53
ORD-001116,2023-06-01,CUST-0962,Startup,PROD-113,Cloud Infrastructure,EMP-096,REG-05,3,29803.96,16375.59,0.0,89411.88,89411.88,49126.77,40285.11,45.06
ORD-002580,2023-06-01,CUST-0893,Mid-Market,PROD-102,Enterprise Software,EMP-134,REG-05,3,78000.0,35000.0,0.08,234000.0,215280.0,105000.0,110280.0,51.23
ORD-003421,2023-06-01,CUST-1129,Mid-Market,PROD-122,Cloud Infrastructure,EMP-058,REG-04,2,33716.91,20101.02,0.2,67433.82,53947.06,40202.04,13745.02,25.48
ORD-004192,2023-06-01,CUST-0258,Mid-Market,PROD-107,SaaS Subscriptions,EMP-096,REG-04,3,32000.0,12000.0,0.2,96000.0,76800.0,36000.0,40800.0,53.12
ORD-004872,2023-06-01,CUST-0672,Startup,PROD-109,Consulting Services,EMP-033,REG-02,3,140000.0,60000.0,0.1,420000.0,378000.0,180000.0,198000.0,52.38
ORD-000722,2023-06-02,CUST-0232,Startup,PROD-120,Enterprise Software,EMP-134,REG-04,2,99971.14,53397.67,0.05,199942.28,189945.17,106795.34,83149.83,43.78
ORD-001358,2023-06-02,CUST-0389,SMB,PROD-122,Cloud Infrastructure,EMP-042,REG-01,3,33716.91,20101.02,0.05,101150.73,96093.19,60303.06,35790.13,37.25
ORD-003144,2023-06-02,CUST-1099,Mid-Market,PROD-123,Hardware Workstations,EMP-117,REG-05,4,108253.94,48204.93,0.05,433015.76,411364.97,192819.72,218545.25,53.13
ORD-005962,2023-06-02,CUST-0727,Enterprise,PROD-108,Enterprise Software,EMP-130,REG-02,11,180000.0,85000.0,0.2,1980000.0,1584000.0,935000.0,649000.0,40.97
ORD-006223,2023-06-02,CUST-0356,Startup,PROD-117,Consulting Services,EMP-146,REG-05,3,28953.38,16459.48,0.05,86860.14,82517.13,49378.44,33138.69,40.16
ORD-006241,2023-06-02,CUST-0846,Enterprise,PROD-109,Consulting Services,EMP-147,REG-01,11,140000.0,60000.0,0.05,1540000.0,1463000.0,660000.0,803000.0,54.89
ORD-008044,2023-06-02,CUST-0836,Mid-Market,PROD-122,Cloud Infrastructure,EMP-001,REG-02,3,33716.91,20101.02,0.15,101150.73,85978.12,60303.06,25675.06,29.86
ORD-001990,2023-06-03,CUST-0429,Government,PROD-119,Hardware Workstations,EMP-063,REG-03,3,95539.33,59518.68,0.08,286617.99,263688.55,178556.04,85132.51,32.29
ORD-003051,2023-06-03,CUST-0985,Mid-Market,PROD-103,Cloud Infrastructure,EMP-024,REG-01,5,55000.0,25000.0,0.2,275000.0,220000.0,125000.0,95000.0,43.18
ORD-003854,2023-06-03,CUST-0576,Startup,PROD-118,Consulting Services,EMP-001,REG-01,2,74600.14,38073.59,0.15,149200.28,126820.24,76147.18,50673.06,39.96
ORD-005145,2023-06-03,CUST-0330,SMB,PROD-114,Enterprise Software,EMP-096,REG-05,2,38138.57,22674.59,0.1,76277.14,68649.43,45349.18,23300.25,33.94
ORD-005227,2023-06-03,CUST-0374,Government,PROD-101,Cloud Infrastructure,EMP-146,REG-03,4,95000.0,45000.0,0.0,380000.0,380000.0,180000.0,200000.0,52.63
ORD-005837,2023-06-03,CUST-0921,Government,PROD-106,SaaS Subscriptions,EMP-042,REG-04,6,22000.0,8000.0,0.08,132000.0,121440.0,48000.0,73440.0,60.47
ORD-006064,2023-06-03,CUST-1145,Mid-Market,PROD-102,Enterprise Software,EMP-119,REG-02,6,78000.0,35000.0,0.1,468000.0,421200.0,210000.0,211200.0,50.14
ORD-006098,2023-06-03,CUST-0441,Enterprise,PROD-102,Enterprise Software,EMP-130,REG-01,3,78000.0,35000.0,0.0,234000.0,234000.0,105000.0,129000.0,55.13
ORD-006214,2023-06-03,CUST-0746,SMB,PROD-107,SaaS Subscriptions,EMP-117,REG-03,3,32000.0,12000.0,0.15,96000.0,81600.0,36000.0,45600.0,55.88
ORD-007742,2023-06-03,CUST-1030,Mid-Market,PROD-102,Enterprise Software,EMP-117,REG-01,3,78000.0,35000.0,0.1,234000.0,210600.0,105000.0,105600.0,50.14
ORD-001852,2023-06-04,CUST-0955,SMB,PROD-104,Hardware Workstations,EMP-147,REG-03,2,120000.0,65000.0,0.1,240000.0,216000.0,130000.0,86000.0,39.81
ORD-003824,2023-06-04,CUST-1024,SMB,PROD-109,Consulting Services,EMP-033,REG-05,1,140000.0,60000.0,0.15,140000.0,119000.0,60000.0,59000.0,49.58
ORD-004528,2023-06-04,CUST-1172,Enterprise,PROD-121,Enterprise Software,EMP-024,REG-05,5,59342.74,26842.26,0.08,296713.7,272976.6,134211.3,138765.3,50.83
ORD-005734,2023-06-04,CUST-1163,Enterprise,PROD-122,Cloud Infrastructure,EMP-134,REG-03,6,33716.91,20101.02,0.08,202301.46,186117.34,120606.12,65511.22,35.2
ORD-006024,2023-06-04,CUST-1173,Enterprise,PROD-103,Cloud Infrastructure,EMP-024,REG-01,1,55000.0,25000.0,0.05,55000.0,52250.0,25000.0,27250.0,52.15
ORD-006057,2023-06-04,CUST-0361,Mid-Market,PROD-121,Enterprise Software,EMP-042,REG-04,2,59342.74,26842.26,0.2,118685.48,94948.38,53684.52,41263.86,43.46
ORD-006395,2023-06-04,CUST-0792,Startup,PROD-121,Enterprise Software,EMP-032,REG-05,3,59342.74,26842.26,0.05,178028.22,169126.81,80526.78,88600.03,52.39
ORD-007113,2023-06-04,CUST-0777,Mid-Market,PROD-119,Hardware Workstations,EMP-128,REG-04,4,95539.33,59518.68,0.1,382157.32,343941.59,238074.72,105866.87,30.78
ORD-007217,2023-06-04,CUST-0536,Mid-Market,PROD-101,Cloud Infrastructure,EMP-104,REG-04,5,95000.0,45000.0,0.0,475000.0,475000.0,225000.0,250000.0,52.63
ORD-000013,2023-06-05,CUST-0407,Startup,PROD-103,Cloud Infrastructure,EMP-032,REG-01,3,55000.0,25000.0,0.15,165000.0,140250.0,75000.0,65250.0,46.52
ORD-002426,2023-06-05,CUST-0438,Mid-Market,PROD-107,SaaS Subscriptions,EMP-104,REG-02,5,32000.0,12000.0,0.2,160000.0,128000.0,60000.0,68000.0,53.12
ORD-002809,2023-06-05,CUST-0350,Mid-Market,PROD-113,Cloud Infrastructure,EMP-147,REG-02,3,29803.96,16375.59,0.08,89411.88,82258.93,49126.77,33132.16,40.28
ORD-006965,2023-06-05,CUST-0940,SMB,PROD-113,Cloud Infrastructure,EMP-049,REG-02,2,29803.96,16375.59,0.0,59607.92,59607.92,32751.18,26856.74,45.06
ORD-007005,2023-06-05,CUST-0834,Government,PROD-117,Consulting Services,EMP-032,REG-01,2,28953.38,16459.48,0.2,57906.76,46325.41,32918.96,13406.45,28.94
ORD-001296,2023-06-06,CUST-0382,Mid-Market,PROD-105,Hardware Workstations,EMP-033,REG-02,1,75000.0,40000.0,0.0,75000.0,75000.0,40000.0,35000.0,46.67
ORD-004194,2023-06-06,CUST-0141,Startup,PROD-116,Cloud Infrastructure,EMP-104,REG-03,2,35996.28,20153.24,0.0,71992.56,71992.56,40306.48,31686.08,44.01
ORD-004314,2023-06-06,CUST-0264,Government,PROD-120,Enterprise Software,EMP-058,REG-03,5,99971.14,53397.67,0.0,499855.7,499855.7,266988.35,232867.35,46.59
ORD-007446,2023-06-06,CUST-1119,Enterprise,PROD-124,SaaS Subscriptions,EMP-032,REG-04,7,105825.2,44492.55,0.15,740776.4,629659.94,311447.85,318212.09,50.54
ORD-007950,2023-06-06,CUST-0663,Government,PROD-102,Enterprise Software,EMP-090,REG-02,2,78000.0,35000.0,0.08,156000.0,143520.0,70000.0,73520.0,51.23
ORD-000348,2023-06-07,CUST-0138,Mid-Market,PROD-109,Consulting Services,EMP-033,REG-02,2,140000.0,60000.0,0.15,280000.0,238000.0,120000.0,118000.0,49.58
ORD-000592,2023-06-07,CUST-0172,Startup,PROD-116,Cloud Infrastructure,EMP-146,REG-02,2,35996.28,20153.24,0.1,71992.56,64793.3,40306.48,24486.82,37.79
ORD-000943,2023-06-07,CUST-0229,Government,PROD-107,SaaS Subscriptions,EMP-042,REG-01,2,32000.0,12000.0,0.2,64000.0,51200.0,24000.0,27200.0,53.12
ORD-002048,2023-06-07,CUST-0410,Government,PROD-119,Hardware Workstations,EMP-090,REG-04,6,95539.33,59518.68,0.08,573235.98,527377.1,357112.08,170265.02,32.29
ORD-004109,2023-06-07,CUST-0023,Startup,PROD-105,Hardware Workstations,EMP-042,REG-01,1,75000.0,40000.0,0.1,75000.0,67500.0,40000.0,27500.0,40.74
ORD-004525,2023-06-07,CUST-0120,SMB,PROD-124,SaaS Subscriptions,EMP-104,REG-04,3,105825.2,44492.55,0.2,317475.6,253980.48,133477.65,120502.83,47.45
ORD-006799,2023-06-07,CUST-0706,Enterprise,PROD-101,Cloud Infrastructure,EMP-058,REG-03,8,95000.0,45000.0,0.0,760000.0,760000.0,360000.0,400000.0,52.63
ORD-007168,2023-06-07,CUST-0946,Government,PROD-114,Enterprise Software,EMP-033,REG-03,3,38138.57,22674.59,0.05,114415.71,108694.92,68023.77,40671.15,37.42
ORD-007373,2023-06-07,CUST-0729,Startup,PROD-118,Consulting Services,EMP-042,REG-04,1,74600.14,38073.59,0.0,74600.14,74600.14,38073.59,36526.55,48.96
ORD-007864,2023-06-07,CUST-0080,Government,PROD-101,Cloud Infrastructure,EMP-058,REG-04,2,95000.0,45000.0,0.05,190000.0,180500.0,90000.0,90500.0,50.14
ORD-002034,2023-06-08,CUST-0528,SMB,PROD-114,Enterprise Software,EMP-146,REG-01,1,38138.57,22674.59,0.15,38138.57,32417.78,22674.59,9743.19,30.06
ORD-002107,2023-06-08,CUST-1116,Startup,PROD-120,Enterprise Software,EMP-147,REG-01,3,99971.14,53397.67,0.0,299913.42,299913.42,160193.01,139720.41,46.59
ORD-002236,2023-06-08,CUST-0851,Government,PROD-112,Enterprise Software,EMP-033,REG-03,2,110000.0,48000.0,0.2,220000.0,176000.0,96000.0,80000.0,45.45
ORD-005588,2023-06-08,CUST-0956,Mid-Market,PROD-125,SaaS Subscriptions,EMP-001,REG-05,2,35469.07,19334.01,0.1,70938.14,63844.33,38668.02,25176.31,39.43
ORD-005718,2023-06-08,CUST-0428,Government,PROD-113,Cloud Infrastructure,EMP-146,REG-05,3,29803.96,16375.59,0.08,89411.88,82258.93,49126.77,33132.16,40.28
ORD-006233,2023-06-08,CUST-0309,SMB,PROD-101,Cloud Infrastructure,EMP-147,REG-04,2,95000.0,45000.0,0.08,190000.0,174800.0,90000.0,84800.0,48.51
ORD-006587,2023-06-08,CUST-0209,SMB,PROD-106,SaaS Subscriptions,EMP-119,REG-04,3,22000.0,8000.0,0.1,66000.0,59400.0,24000.0,35400.0,59.6
ORD-007432,2023-06-08,CUST-0389,SMB,PROD-125,SaaS Subscriptions,EMP-024,REG-01,1,35469.07,19334.01,0.2,35469.07,28375.26,19334.01,9041.25,31.86
ORD-006928,2023-06-09,CUST-0387,Mid-Market,PROD-101,Cloud Infrastructure,EMP-090,REG-01,6,95000.0,45000.0,0.15,570000.0,484500.0,270000.0,214500.0,44.27
ORD-007129,2023-06-09,CUST-0133,Startup,PROD-108,Enterprise Software,EMP-119,REG-04,1,180000.0,85000.0,0.08,180000.0,165600.0,85000.0,80600.0,48.67
ORD-007804,2023-06-09,CUST-1199,Startup,PROD-110,Consulting Services,EMP-042,REG-01,1,210000.0,90000.0,0.08,210000.0,193200.0,90000.0,103200.0,53.42
ORD-008283,2023-06-09,CUST-1189,SMB,PROD-115,Consulting Services,EMP-042,REG-03,2,38327.67,19781.64,0.05,76655.34,72822.57,39563.28,33259.29,45.67
ORD-000909,2023-06-10,CUST-0866,Startup,PROD-108,Enterprise Software,EMP-024,REG-01,3,180000.0,85000.0,0.15,540000.0,459000.0,255000.0,204000.0,44.44
ORD-001237,2023-06-10,CUST-0644,Government,PROD-117,Consulting Services,EMP-096,REG-04,5,28953.38,16459.48,0.15,144766.9,123051.87,82297.4,40754.47,33.12
ORD-002631,2023-06-10,CUST-0484,Enterprise,PROD-115,Consulting Services,EMP-130,REG-02,12,38327.67,19781.64,0.2,459932.04,367945.63,237379.68,130565.95,35.49
ORD-002806,2023-06-10,CUST-0716,Startup,PROD-120,Enterprise Software,EMP-058,REG-03,3,99971.14,53397.67,0.15,299913.42,254926.41,160193.01,94733.4,37.16
ORD-003214,2023-06-10,CUST-0576,Startup,PROD-107,SaaS Subscriptions,EMP-032,REG-01,1,32000.0,12000.0,0.15,32000.0,27200.0,12000.0,15200.0,55.88
ORD-003498,2023-06-10,CUST-0939,Enterprise,PROD-116,Cloud Infrastructure,EMP-049,REG-04,6,35996.28,20153.24,0.15,215977.68,183581.03,120919.44,62661.59,34.13
ORD-004839,2023-06-10,CUST-0865,SMB,PROD-105,Hardware Workstations,EMP-090,REG-01,1,75000.0,40000.0,0.0,75000.0,75000.0,40000.0,35000.0,46.67
ORD-004857,2023-06-10,CUST-0956,Mid-Market,PROD-120,Enterprise Software,EMP-134,REG-05,1,99971.14,53397.67,0.05,99971.14,94972.58,53397.67,41574.91,43.78
ORD-005607,2023-06-10,CUST-0621,SMB,PROD-112,Enterprise Software,EMP-024,REG-01,3,110000.0,48000.0,0.2,330000.0,264000.0,144000.0,120000.0,45.45
ORD-007505,2023-06-10,CUST-0566,Enterprise,PROD-109,Consulting Services,EMP-033,REG-05,3,140000.0,60000.0,0.1,420000.0,378000.0,180000.0,198000.0,52.38
ORD-007551,2023-06-10,CUST-0596,Startup,PROD-110,Consulting Services,EMP-146,REG-03,3,210000.0,90000.0,0.08,630000.0,579600.0,270000.0,309600.0,53.42
ORD-008375,2023-06-10,CUST-0325,Startup,PROD-109,Consulting Services,EMP-104,REG-02,1,140000.0,60000.0,0.08,140000.0,128800.0,60000.0,68800.0,53.42
ORD-000190,2023-06-11,CUST-0755,Enterprise,PROD-125,SaaS Subscriptions,EMP-130,REG-04,3,35469.07,19334.01,0.1,106407.21,95766.49,58002.03,37764.46,39.43
ORD-000466,2023-06-11,CUST-0475,Enterprise,PROD-109,Consulting Services,EMP-024,REG-02,5,140000.0,60000.0,0.15,700000.0,595000.0,300000.0,295000.0,49.58
ORD-001052,2023-06-11,CUST-0655,Enterprise,PROD-111,Cloud Infrastructure,EMP-033,REG-05,4,68000.0,32000.0,0.2,272000.0,217600.0,128000.0,89600.0,41.18
ORD-002562,2023-06-11,CUST-0206,Enterprise,PROD-105,Hardware Workstations,EMP-033,REG-05,4,75000.0,40000.0,0.2,300000.0,240000.0,160000.0,80000.0,33.33
ORD-002649,2023-06-11,CUST-0706,Enterprise,PROD-124,SaaS Subscriptions,EMP-049,REG-03,3,105825.2,44492.55,0.2,317475.6,253980.48,133477.65,120502.83,47.45
ORD-002779,2023-06-11,CUST-0144,Government,PROD-124,SaaS Subscriptions,EMP-024,REG-05,2,105825.2,44492.55,0.08,211650.4,194718.37,88985.1,105733.27,54.3
ORD-003195,2023-06-11,CUST-0756,Government,PROD-119,Hardware Workstations,EMP-146,REG-02,6,95539.33,59518.68,0.0,573235.98,573235.98,357112.08,216123.9,37.7
ORD-005151,2023-06-11,CUST-0532,Mid-Market,PROD-112,Enterprise Software,EMP-128,REG-04,4,110000.0,48000.0,0.2,440000.0,352000.0,192000.0,160000.0,45.45
ORD-006179,2023-06-11,CUST-1170,SMB,PROD-111,Cloud Infrastructure,EMP-024,REG-04,2,68000.0,32000.0,0.1,136000.0,122400.0,64000.0,58400.0,47.71
ORD-006302,2023-06-11,CUST-0609,Enterprise,PROD-118,Consulting Services,EMP-033,REG-05,12,74600.14,38073.59,0.05,895201.68,850441.6,456883.08,393558.52,46.28
ORD-007490,2023-06-11,CUST-0730,Enterprise,PROD-104,Hardware Workstations,EMP-146,REG-05,11,120000.0,65000.0,0.1,1320000.0,1188000.0,715000.0,473000.0,39.81
ORD-008252,2023-06-11,CUST-0078,Mid-Market,PROD-105,Hardware Workstations,EMP-147,REG-03,4,75000.0,40000.0,0.05,300000.0,285000.0,160000.0,125000.0,43.86
ORD-008315,2023-06-11,CUST-1153,Startup,PROD-110,Consulting Services,EMP-134,REG-05,2,210000.0,90000.0,0.0,420000.0,420000.0,180000.0,240000.0,57.14
ORD-000664,2023-06-12,CUST-0951,Government,PROD-107,SaaS Subscriptions,EMP-001,REG-01,2,32000.0,12000.0,0.2,64000.0,51200.0,24000.0,27200.0,53.12
ORD-003061,2023-06-12,CUST-0308,Government,PROD-105,Hardware Workstations,EMP-001,REG-02,6,75000.0,40000.0,0.05,450000.0,427500.0,240000.0,187500.0,43.86
ORD-003166,2023-06-12,CUST-0533,Enterprise,PROD-116,Cloud Infrastructure,EMP-119,REG-02,5,35996.28,20153.24,0.15,179981.4,152984.19,100766.2,52217.99,34.13
ORD-004019,2023-06-12,CUST-0690,Enterprise,PROD-119,Hardware Workstations,EMP-104,REG-03,1,95539.33,59518.68,0.05,95539.33,90762.36,59518.68,31243.68,34.42
ORD-005297,2023-06-12,CUST-0291,Startup,PROD-117,Consulting Services,EMP-063,REG-03,2,28953.38,16459.48,0.15,57906.76,49220.75,32918.96,16301.79,33.12
ORD-005691,2023-06-12,CUST-0930,Enterprise,PROD-103,Cloud Infrastructure,EMP-058,REG-01,7,55000.0,25000.0,0.05,385000.0,365750.0,175000.0,190750.0,52.15
ORD-005697,2023-06-12,CUST-0352,Mid-Market,PROD-114,Enterprise Software,EMP-146,REG-04,4,38138.57,22674.59,0.05,152554.28,144926.57,90698.36,54228.21,37.42
ORD-005875,2023-06-12,CUST-0626,Enterprise,PROD-114,Enterprise Software,EMP-049,REG-01,3,38138.57,22674.59,0.1,114415.71,102974.14,68023.77,34950.37,33.94
ORD-006294,2023-06-12,CUST-0864,Enterprise,PROD-111,Cloud Infrastructure,EMP-134,REG-05,6,68000.0,32000.0,0.1,408000.0,367200.0,192000.0,175200.0,47.71
ORD-006485,2023-06-12,CUST-0347,Startup,PROD-121,Enterprise Software,EMP-146,REG-04,1,59342.74,26842.26,0.08,59342.74,54595.32,26842.26,27753.06,50.83
ORD-006705,2023-06-12,CUST-0890,Enterprise,PROD-124,SaaS Subscriptions,EMP-049,REG-02,8,105825.2,44492.55,0.0,846601.6,846601.6,355940.4,490661.2,57.96
ORD-006958,2023-06-12,CUST-0717,Startup,PROD-119,Hardware Workstations,EMP-130,REG-05,3,95539.33,59518.68,0.2,286617.99,229294.39,178556.04,50738.35,22.13
ORD-007272,2023-06-12,CUST-0589,SMB,PROD-108,Enterprise Software,EMP-128,REG-03,1,180000.0,85000.0,0.1,180000.0,162000.0,85000.0,77000.0,47.53
ORD-000438,2023-06-13,CUST-0674,Government,PROD-116,Cloud Infrastructure,EMP-063,REG-03,1,35996.28,20153.24,0.0,35996.28,35996.28,20153.24,15843.04,44.01
ORD-000467,2023-06-13,CUST-1125,Enterprise,PROD-110,Consulting Services,EMP-147,REG-03,9,210000.0,90000.0,0.2,1890000.0,1512000.0,810000.0,702000.0,46.43
ORD-001465,2023-06-13,CUST-0022,Mid-Market,PROD-118,Consulting Services,EMP-063,REG-05,2,74600.14,38073.59,0.15,149200.28,126820.24,76147.18,50673.06,39.96
ORD-002269,2023-06-13,CUST-0664,Government,PROD-104,Hardware Workstations,EMP-134,REG-04,6,120000.0,65000.0,0.0,720000.0,720000.0,390000.0,330000.0,45.83
ORD-002337,2023-06-13,CUST-0931,Startup,PROD-110,Consulting Services,EMP-042,REG-04,1,210000.0,90000.0,0.2,210000.0,168000.0,90000.0,78000.0,46.43
ORD-003088,2023-06-13,CUST-1060,Startup,PROD-108,Enterprise Software,EMP-147,REG-04,3,180000.0,85000.0,0.0,540000.0,540000.0,255000.0,285000.0,52.78
ORD-004992,2023-06-13,CUST-0075,Startup,PROD-124,SaaS Subscriptions,EMP-119,REG-03,2,105825.2,44492.55,0.2,211650.4,169320.32,88985.1,80335.22,47.45
ORD-006657,2023-06-13,CUST-0045,Startup,PROD-108,Enterprise Software,EMP-104,REG-04,1,180000.0,85000.0,0.15,180000.0,153000.0,85000.0,68000.0,44.44
ORD-000547,2023-06-14,CUST-0660,Mid-Market,PROD-106,SaaS Subscriptions,EMP-130,REG-03,6,22000.0,8000.0,0.08,132000.0,121440.0,48000.0,73440.0,60.47
ORD-002568,2023-06-14,CUST-0532,Mid-Market,PROD-102,Enterprise Software,EMP-128,REG-04,5,78000.0,35000.0,0.2,390000.0,312000.0,175000.0,137000.0,43.91
ORD-002628,2023-06-14,CUST-0543,SMB,PROD-112,Enterprise Software,EMP-096,REG-01,2,110000.0,48000.0,0.08,220000.0,202400.0,96000.0,106400.0,52.57
ORD-002770,2023-06-14,CUST-0632,Mid-Market,PROD-112,Enterprise Software,EMP-130,REG-03,2,110000.0,48000.0,0.08,220000.0,202400.0,96000.0,106400.0,52.57
ORD-002971,2023-06-14,CUST-0533,Enterprise,PROD-122,Cloud Infrastructure,EMP-119,REG-02,3,33716.91,20101.02,0.05,101150.73,96093.19,60303.06,35790.13,37.25
ORD-004176,2023-06-14,CUST-0410,Government,PROD-123,Hardware Workstations,EMP-024,REG-04,4,108253.94,48204.93,0.08,433015.76,398374.5,192819.72,205554.78,51.6
ORD-006545,2023-06-14,CUST-1035,Government,PROD-109,Consulting Services,EMP-001,REG-02,2,140000.0,60000.0,0.0,280000.0,280000.0,120000.0,160000.0,57.14
ORD-008438,2023-06-14,CUST-1053,Mid-Market,PROD-104,Hardware Workstations,EMP-146,REG-04,6,120000.0,65000.0,0.15,720000.0,612000.0,390000.0,222000.0,36.27
ORD-001022,2023-06-15,CUST-0090,Startup,PROD-108,Enterprise Software,EMP-117,REG-01,2,180000.0,85000.0,0.0,360000.0,360000.0,170000.0,190000.0,52.78
ORD-002569,2023-06-15,CUST-1198,Government,PROD-111,Cloud Infrastructure,EMP-063,REG-05,1,68000.0,32000.0,0.0,68000.0,68000.0,32000.0,36000.0,52.94
ORD-002604,2023-06-15,CUST-0765,Startup,PROD-102,Enterprise Software,EMP-058,REG-02,2,78000.0,35000.0,0.08,156000.0,143520.0,70000.0,73520.0,51.23
ORD-006210,2023-06-15,CUST-0823,Government,PROD-116,Cloud Infrastructure,EMP-096,REG-03,4,35996.28,20153.24,0.08,143985.12,132466.31,80612.96,51853.35,39.14
ORD-006565,2023-06-15,CUST-1065,Startup,PROD-104,Hardware Workstations,EMP-001,REG-03,3,120000.0,65000.0,0.2,360000.0,288000.0,195000.0,93000.0,32.29
ORD-008088,2023-06-15,CUST-0612,Mid-Market,PROD-101,Cloud Infrastructure,EMP-049,REG-01,1,95000.0,45000.0,0.05,95000.0,90250.0,45000.0,45250.0,50.14
ORD-000550,2023-06-16,CUST-0170,Mid-Market,PROD-116,Cloud Infrastructure,EMP-058,REG-03,1,35996.28,20153.24,0.1,35996.28,32396.65,20153.24,12243.41,37.79
ORD-001830,2023-06-16,CUST-0034,Enterprise,PROD-115,Consulting Services,EMP-146,REG-02,9,38327.67,19781.64,0.2,344949.03,275959.22,178034.76,97924.46,35.49
